,ID,BetwenessCentrality
176,011360ce,0.0006782902424393685
177,079413e5,0.0003032756791775781
178,07abb358,0.0002105653204575254
179,07ace8c3,4.80463223453578e-06
180,07c7eb0c,0.0001962346686780356
181,07cf67f3,0.0011568903236843504
182,07df1b90,6.620834298076307e-05
183,07fffbc5,5.36286536998865e-05
184,05380aa0,7.229542504675918e-05
185,08011c9c,0.00013580358051105512
186,080440a4,0.0002532014266869489
187,016ff750,3.38366334076784e-05
188,08082af0,0.00019796952864491283
189,0533b31e,4.488858603706078e-06
190,080ac8d8,3.183475762188714e-05
191,080c7e87,2.204886223323064e-05
192,083525e5,0.0008911186832584485
193,08511d65,0.0001754577909780913
194,085e71a7,4.4997341877988846e-05
195,086d7db3,0.00030391214939126324
196,087b932d,0.00014000229269507043
197,088ca1bd,0.0002452046659815841
198,061e8e23,2.687216516922631e-05
199,089436e6,0.0001298565603264978
200,089550f5,8.358828801228083e-05
201,089f82b2,0.0009248520738760766
202,08a298be,9.537549617162898e-05
203,01b6e7bd,0.0001600052026216172
204,08a41cc9,0.00047702871247114014
205,08aa17d0,0.0002118370845355907
206,08af8dbe,0.00017319351126527922
207,08b10f50,6.067000354311136e-05
208,08b97ea7,2.172822106496603e-05
209,08bd23a0,0.00023083251261385999
210,08f5afaa,3.429648255026031e-06
211,09082933,3.1598921958830824e-05
212,09089343,0.0002479862167839407
213,0913c971,8.170662034350246e-05
214,0927ab8e,2.8668706436788686e-05
215,09296fcc,0.0004915435615294819
216,0936ba4d,0.00016706275110467007
217,095009cc,2.6086456126874915e-05
218,09538fdb,9.294226516014056e-06
219,095867aa,0.00013498654198564918
220,09586899,0.0004227841192724248
221,096a77c4,0.0002633829432682017
222,098139eb,0.00023544464375510553
223,03d5e282,1.5986015313663815e-05
224,098545da,0.00032549433133354216
225,09899de8,0.00016669741338965418
226,09952eb7,0.0005027610152324988
227,0847b5a5,4.251276161939517e-06
228,0999a593,0.0003283347738893843
229,099e666f,3.52753165534952e-05
230,09a1ed52,0.0001583933653216809
231,02d2c436,2.0857791915228015e-05
232,09a9e921,0.00022868314517051982
233,09b7100a,0.0004522097608284769
234,09bcc566,3.37498334748507e-06
235,038aa94a,8.009768614038369e-05
236,09d26c80,0.00013126648284825446
237,09edf9d0,0.0001689540699045075
238,09f1423a,2.1975525652445493e-05
239,09f82c6e,0.0001319565628157341
240,0a02a8fa,4.7078467690174395e-05
241,0a0cc13c,1.2117377731306506e-05
242,0a0ee36e,0.000513219174423799
243,0a0f2a38,9.1523290006139e-06
244,0a17b9f9,0.0003403824366991557
245,0a1cb833,6.257777186517543e-06
246,01efac19,4.965434441576052e-06
247,0a1efd3c,4.486949295302968e-05
248,0a1f8ddf,0.0001652149312125281
249,0a2ac435,6.894031730687753e-06
250,0a3065c8,9.32965982715708e-05
251,0a447501,0.0010307198894897631
252,07767f42,1.2328582331588069e-05
253,0a4a94a2,1.9084868390117592e-05
254,0a54bf93,0.0008661856331519508
255,0a63446f,0.0
256,0a8e46da,0.0005491855477576887
257,09fec029,9.43729325848666e-05
258,0a9048ce,8.6153948088897e-05
259,0a9df801,0.00024234213436765648
260,0aa874f4,0.0002831690858445346
261,0aac0c4c,0.0003252909442902777
262,0ab1f153,0.0009547068418555696
263,0ab81317,0.0002380865700755324
264,0ac893aa,0.0006292540801436919
265,0ac94a23,0.0005529317208241916
266,0557ff4f,2.3919423779346056e-05
267,09332647,0.00010875870568380792
268,0acda699,0.0009037181934482439
269,0ae4e09a,0.0002473229387797365
270,05e805eb,0.0001936207280624827
271,0af4dcf0,0.00032280651100152205
272,0b03d319,0.0
273,0b0cbe5b,0.0
274,0b2c8585,0.0
275,0a8bcb23,0.0
276,0b2d90df,7.614884880867653e-05
277,0b3bd1fc,0.0005535245201104267
278,0b40b3a9,0.00022301107459461343
279,0b4c3b21,0.0001886763291198374
280,07ea0ef2,1.6787817995204247e-05
281,0b4d8274,0.00019560123707593508
282,0b51984b,0.00017083225267167695
283,0b5a292a,2.744956641806872e-05
284,0b5b8057,0.00025314853240977373
285,0b64b1e6,0.00014802027248927117
286,0b68c35a,0.0005083812806155887
287,040e5ca4,0.0
288,0b7287ef,0.00012736480023232863
289,0b89dbcc,0.0011789277808942895
290,0b90bb97,0.00014907269141948876
291,0b92fa60,5.256566016174612e-05
292,0b969bc1,4.242068794810514e-05
293,0b98abf4,4.8029079906031834e-05
294,0bad4516,5.001658714141502e-05
295,0bbc9101,0.0003100445781255208
296,0bd1ea64,0.00032350961865966943
297,0bd57693,0.00044687268655992134
298,0be276c6,9.884015581844285e-05
299,0be95d34,0.0
300,070a3904,0.000370064244978693
301,0bf0e5b1,2.9328111054650737e-05
302,05a4465d,4.6630902508727636e-06
303,0bfaa3b2,6.502248190871483e-05
304,0810b6df,4.570668838327792e-07
305,0c0508dc,0.0003627501423008103
306,0c1f8f71,3.3652038961590345e-05
307,0c2ac3cb,9.046727857829072e-05
308,0c3057a9,0.00031971644392358664
309,0c403511,0.00011669124470453909
310,0c577541,0.0005978387058559837
311,0c7d15af,0.00029484451398121403
312,0c971997,0.0006614582062249425
313,0cb152eb,0.0005559569941728364
314,0cb40f7a,0.00010532821786439416
315,0cc474e7,4.9694478791161654e-05
316,0ccac09c,7.371066547229681e-05
317,0cd0e21b,4.6597512208542705e-05
318,0cddeaa7,0.00025272584693671795
319,0d058ab8,0.00031625869100690104
320,0d077b88,6.8721914411596155e-06
321,0d0828e8,0.00014259341284443759
322,0d0fce16,9.097001119327346e-05
323,0d10333c,0.0006274950350206916
324,0861b8d6,2.6956295463300306e-06
325,0d2158d5,1.1166488632096314e-05
326,0d2603b5,0.0
327,0d267745,0.00029793976067792424
328,0d2bdb4b,0.0001055819678673299
329,0d422df7,0.0001725478191232201
330,0d4ceb32,0.0005736108922525315
331,0d521662,0.0008852155524684107
332,0d55d942,3.956145477533307e-05
333,0d57f1c1,0.00040786922733617294
334,0d627659,0.00019426955715603358
335,0d72be2a,0.00019710365851434224
336,0d72fbca,6.340930656001841e-05
337,0d82903c,0.00021862365283603343
338,0d863fdc,2.9685563495935925e-05
339,0d8a37c2,0.000226161597114313
340,080aee24,2.6797885698976062e-05
341,0d9168da,0.0004680554762525821
342,0d9b99a4,0.0008782831460693879
343,0da6a13e,0.00013969609190338643
344,0db918ff,0.0004383096026354459
345,0dba1f3e,0.00022278078346301547
346,0acbca30,0.00010773541146501291
347,0dc6a7fd,5.853271476777515e-05
348,0dca0fd9,0.0011892826478880638
349,0dcc8a9f,1.4249572853476898e-05
350,0dda6fb3,9.621484371092338e-06
351,0df092d3,0.0
352,0df2b165,6.612241900317348e-05
353,0dfce079,0.00011770173823627465
354,0e0ab524,0.0001601172899826156
355,0e12089d,1.2832641728679643e-05
356,0e1802a6,0.00038080214436318267
357,0a240815,0.0003688458445111106
358,0e21fc3c,0.0011196653693930415
359,0e34de55,8.50351622561855e-05
360,0e459095,4.144462478440359e-06
361,0e490f6e,0.0
362,0127419a,0.0
363,0e4ad439,2.472125440030221e-05
364,0e4fef6e,1.676452891581355e-05
365,0e50f929,0.00038961343338596755
366,0e59a941,0.0009418878597076027
367,0e5b2af1,0.0003558783112626607
368,0e6bc38c,0.0002887849725760279
369,0e7ccfc4,0.0002910195157069876
370,0e9ce3e0,0.00019825504207906548
371,0eaaa3b0,4.444503850043854e-05
372,0eb5720b,0.0001970495396711175
373,0eda0ab8,0.0007817937303316194
374,0eeafda5,0.0006779732988459676
375,0ef89a37,0.0008284305360458672
376,0c861e47,0.0
377,0f04d7b6,0.0003396475969280664
378,0033fb1b,1.9102099778794362e-06
379,0f0aa5b4,3.759506912156452e-05
380,0f0d05fd,0.0
381,0f134faf,0.0
382,0c3f7197,0.0
383,0f138d5a,0.0004417351984554857
384,0f26fd24,7.161118641514775e-05
385,0f348db8,0.0005060459121025717
386,0f412b88,0.00023546998178529074
387,0f4567db,0.00015447328397732304
388,0e21da0b,1.8810270367558228e-05
389,0f4c0bad,0.0
390,0f4ff44a,8.171500272204778e-05
391,0f602616,4.500756727776513e-05
392,0f662bdf,7.624040308400986e-05
393,0f7533cd,2.201976302884557e-05
394,0f7dbaf6,0.0
395,0f8418aa,0.0
396,0f87f8c2,3.905550458379757e-07
397,0f8bd0a6,0.000427566859026587
398,0f9b8301,0.0005875633807004801
399,0fa7ec78,5.787427060717871e-05
400,0fb21da9,5.607591045266408e-05
401,0fb9a389,0.00023119362153487845
402,0fbcbed1,2.8221800292040146e-05
403,0fbecd11,0.00012864309844383697
404,0fe4654e,0.00028731986915519017
405,0fe7f7bc,0.0032079182621444122
406,0b4f388a,1.5151556416655478e-05
407,0fee6bda,2.8347827530330825e-05
408,0ff630d0,0.0
409,0ff967f7,0.0001194282082199933
410,0ff9eabc,0.00024521981613734637
411,1001ae82,0.0004651286811721115
412,10072610,0.00013450528018220002
413,101da2b5,9.455484531103553e-05
414,10206347,0.00038623447496511184
415,0eb03d5b,2.6054140664500282e-06
416,1025db8e,0.0004245599494553549
417,08452314,3.552740216572739e-05
418,1026f88d,0.0005639037812974867
419,102a7473,0.00011490800327257204
420,102ed2b2,0.00014212559938305084
421,102fda08,0.0
422,1040e783,0.0001331206962485562
423,06a4bf18,0.0003641565405297519
424,0984c5d5,0.00012022780781400213
425,104f41dc,6.494047864140209e-05
426,105b7d7d,8.999409798568436e-06
427,1061c207,5.321997302694342e-06
428,06f33dc8,2.0004002577177875e-05
429,1064659d,7.853413860685937e-05
430,10650926,0.00020705216394988594
431,106bca06,9.178677861474522e-05
432,1079c685,6.778396055374051e-05
433,107c6fbd,0.00021043600894268572
434,108fae06,2.4060522881221953e-05
435,10dc46f0,0.0002781754261619921
436,0562b7f1,0.0
437,10dd88f9,0.0
438,10e858b6,0.00032946708366820497
439,10efd0e1,0.00010432501825945866
440,110c39d8,8.740922757310047e-07
441,110d0643,0.00019457657513065124
442,1117b9ff,0.00026428820248167065
443,1118715f,0.00017647962180715156
444,0f763d1a,2.1306319583257075e-06
445,111c3236,0.00025114564941628305
446,111c668a,0.00043632225668056575
447,1124bc4f,0.0003155113734005871
448,1137759d,6.756445291492555e-05
449,1137fff3,2.905566283812606e-05
450,113fb4ea,3.948350594672741e-05
451,1148323a,0.00023833060711960153
452,1163de29,0.001305692837583474
453,11644dea,8.489023653683966e-06
454,0cbf4c54,7.630667288856228e-05
455,117beb8f,0.00010689615823103605
456,11899bb1,0.0003848062371466034
457,119b9a8e,8.949979116416408e-06
458,11a1951e,0.00010685255155669654
459,11adc5e8,3.3659353231002896e-05
460,11af1c57,2.9500369836641664e-05
461,11b349cf,0.0001495839589106735
462,11b3d067,0.0002964980480045055
463,0db5d2c8,0.00012466477176652587
464,11b8a92d,6.529712822140391e-05
465,11b9265b,0.0002840209500741877
466,11c30a46,0.00037120610319054846
467,11ced928,0.0014466285494899051
468,11d68e60,0.00021640810205936415
469,11dbba47,0.0001944898922167302
470,11fcbfe7,0.0012591373736802335
471,11fd2b75,0.0006966021074195503
472,121612e7,0.00011843309245468583
473,1222ab35,0.001128566276867333
474,1226cc4f,0.0005154982696750003
475,1232e1dc,0.0
476,1238a3f9,8.92335175952927e-05
477,1238d5c3,3.388588707681822e-05
478,12421a7c,0.00021572770018678087
479,124f39b9,2.1515267529626954e-05
480,1250086e,4.274545930575357e-05
481,1251f42e,5.1091568879465855e-05
482,1253a12e,0.0006916879455888028
483,125cb9fe,7.616104147447482e-05
484,0059d82e,7.552754666604392e-05
485,1263fecd,3.6875521622482785e-05
486,126fd532,0.0008840194106292228
487,1272d9f4,2.942606418478826e-05
488,12851227,0.0
489,129af0db,0.00022883821540625607
490,129dd8e7,1.7180445727827597e-06
491,12a875ce,1.2328424828043718e-05
492,12aa7661,0.0004986012672725185
493,12aca697,0.00020854785597536593
494,12b9753e,7.150091158899251e-05
495,12bf5523,0.00033055872439616404
496,12c50af5,0.00020240349868474756
497,12ce473a,3.9188671046739116e-05
498,12d25112,3.285412662342355e-05
499,12e6d21a,4.705492637363198e-06
500,12e7ac0a,0.00014480342572141894
501,12fedefa,6.99443767192583e-05
502,1301c012,0.0007774598089548053
503,130444f9,0.0001556240118042019
504,130a7a3f,3.4389404520731764e-05
505,13203c45,0.000180450994885603
506,1321d6f0,6.013340698353114e-05
507,132bb875,0.0003063220496062726
508,132e4111,0.0005334507716597646
509,1338e42b,0.0001300566229549189
510,1349f9d0,0.0003792027396731573
511,13853c88,0.0002241586072148847
512,139db2d0,0.00020094605052729887
513,13ac19de,0.0002823521464734948
514,13b0c150,0.0005091139570049872
515,13b1fd46,0.0008535367151203115
516,13b52dec,0.00017368088691482192
517,13c3bec9,0.0
518,13d41642,0.0003291569552019516
519,13d820de,0.0010354843668916743
520,13da9ba9,1.974715758972354e-06
521,13dd442f,0.0002924119063614756
522,13e0eb29,9.447762482020444e-06
523,13e8756b,3.819457338950337e-05
524,13f455c2,0.00035334526255704216
525,13f4ca73,0.0004369399263400895
526,13f89eaa,0.00025800710024434406
527,140afefb,0.0003143330426758103
528,14165e5f,8.757747970264824e-05
529,142741bb,8.707693318471496e-05
530,142ed694,0.0008532586975145934
531,14349aeb,3.4623316965407984e-06
532,144607cc,0.0004957489768423336
533,1451bcc6,0.0003351817578187453
534,1454df8d,0.0007241704144094163
535,1467af0d,0.00019507703015040804
536,147c0f9e,9.828358801641084e-05
537,148d4105,0.00046091985938939077
538,148e136f,0.0005423202106952673
539,148e746e,0.00019048427801262156
540,149770b8,0.00018874809642147755
541,149895bf,0.00011074239988963867
542,09538c47,0.0
543,149a5e41,0.0007616267514694331
544,149c5f5d,0.0
545,14a03f68,0.00037253947672252134
546,14a6c075,0.0005299589434448468
547,14a7af33,2.5096894890260058e-05
548,14adaf39,0.0
549,14b8fcdf,7.197503146203393e-05
550,14bf51f0,0.0005469886663332706
551,13c44fc5,4.212242233307557e-07
552,14caf5c9,9.524828060222325e-06
553,14e8e9d7,0.00043100845863167596
554,14ed837f,0.00020021759777487676
555,150a54c2,0.0002896110860757555
556,15107141,4.782003699208621e-05
557,1512328c,0.0008357943178959738
558,15128a4f,0.00026161635050523687
559,1519a888,0.0005778605012018501
560,0630eb63,0.0
561,1522dab2,0.0002453832384553176
562,15285503,1.7064985317280547e-05
563,1533d658,0.00017963926731206917
564,15409862,0.00030831196937423835
565,1544319d,1.229000741381142e-05
566,1550f0e0,0.0008245449715207753
567,1561cd53,8.786801545290571e-05
568,156527c0,0.00033839295447835705
569,15781606,0.0001744737033454331
570,157d29b6,9.87575145994784e-05
571,1586379d,0.0009492773335690997
572,158766ba,1.9466627814377477e-05
573,158da7ea,0.00010158679883989816
574,15937e17,0.0
575,1598599e,0.0003354107938504792
576,15a21c79,0.0007010226582307028
577,15ac2dc2,0.00027022919205203126
578,15b2386c,7.0320446497245616e-06
579,15b4e984,0.0005982903650014262
580,01460670,0.0
581,15e1afd5,0.0006059838288053112
582,15e9c7e6,0.0002775236441121527
583,15ea812b,0.0001290857796899448
584,15ea94de,0.0004579050040863922
585,15ec0042,3.520388503644865e-05
586,15fd5593,4.872869186618701e-05
587,160599ed,2.8183926752370375e-05
588,161e95ac,8.892548136097755e-05
589,1624d75b,7.775030909534902e-06
590,162b5811,0.0
591,162efffd,3.3482752152518366e-06
592,162fc0b3,0.0006844670045365345
593,1633fc8a,6.447191136225269e-05
594,16380240,0.0006748536920560379
595,165bed61,0.00045604989942721845
596,1662668d,0.00017045625162273907
597,16657b95,0.0005174509880200344
598,032f894e,0.0
599,166a981d,5.79304497564713e-06
600,16714a62,4.469055118226141e-05
601,167c1bb0,0.0004391655266814021
602,167d7dd3,6.151407202976745e-05
603,168ec9a3,0.00022627555072492485
604,1695c659,7.423529827230603e-05
605,169e872c,7.729750510891638e-05
606,169fd162,0.0
607,16aa7d4c,1.2046614549250042e-05
608,16b8fabd,8.25027877812365e-05
609,16b9d5cf,0.00011772241640263329
610,16bb656a,0.0
611,16cabe2a,3.3443895321018954e-05
612,16ceb862,0.00026134535062329896
613,16daec92,9.276998354834172e-05
614,075fe5a3,1.6546471329610284e-06
615,16ddc7fe,0.00014438815046947178
616,16e9d0ea,0.00010560043341805168
617,16edc522,0.00014509121451668325
618,16f65d25,2.3389013704486554e-06
619,16fa6881,0.0001490545348997755
620,17082008,0.00014093671059864647
621,170eb35b,0.00025949577004032094
622,1719aa30,7.80872971581317e-05
623,1719f6b2,7.278491185100125e-05
624,172e52d8,0.00010302936302925999
625,173061c0,1.2494095371242524e-05
626,17310a6c,4.6126437303680096e-05
627,17370b95,0.0
628,17376543,5.721644028999963e-05
629,174651c8,0.00037260165857651463
630,1748c9f7,0.0001348193838084276
631,16ee355d,9.680153592513611e-06
632,174944a3,0.0
633,174f09a6,0.00028718395553382827
634,1757d8ed,0.000230493873993936
635,17611373,0.0004762236799172277
636,1761957d,0.0002687081042764257
637,126cf855,0.0
638,1771f2c1,9.695218193106952e-05
639,17780d2b,0.00016115951761726857
640,17897319,2.613397763116912e-05
641,178ae8f8,1.8642469425558672e-06
642,17acc2ed,2.9556328415892903e-06
643,0d85a4e8,5.130990412880843e-06
644,17b4ea83,0.0
645,17cc3f63,0.00013789079081529302
646,17cd5bb7,0.00036227898969619056
647,17cddb4d,0.00033033591137854274
648,17d4507a,1.9518810192841878e-05
649,17d45fb2,1.511084345557869e-05
650,17d9e354,0.00013213268916970172
651,17e173f6,0.00023078838011318385
652,17f1ab30,0.0003277278889194834
653,17f29fb0,0.0007462859010495165
654,17f5a888,0.0005108043930415301
655,18017beb,0.00019669182187943734
656,1813b408,0.0003421306550895695
657,0fbb73c2,0.0
658,182c89db,0.0004182435249643204
659,1840e36d,0.0002483446174144937
660,184e4970,0.00016647821161500803
661,1858bbf7,0.00024988245051811315
662,185990eb,0.00014728352213849185
663,186564b3,0.0001109839830202928
664,186b5cfc,0.0005726877540109104
665,186c0d18,0.0002760404709226248
666,18736214,0.0002120130876267964
667,188a2362,0.0007320645910926392
668,1891864b,0.00024169740786743416
669,189cee7b,0.0007424385458088787
670,0a89e877,0.0
671,18a7d190,0.0003134959402804416
672,18b03203,5.540861820912032e-05
673,18b0ad94,0.00023993430373547814
674,18b896d6,0.0004685470535419289
675,18b999f4,0.00035092143738894393
676,18c2e247,0.00024269234553123
677,056d2d95,4.922417863062704e-05
678,18c74b8d,0.00021711276263865968
679,18d226a9,0.00022842119625968103
680,18dc8533,8.074629102908602e-05
681,18df0b30,0.0
682,18e96f64,0.00020947704996126992
683,18ebca4b,0.00021443531246619055
684,1900032e,0.00035260250357643314
685,19058f02,0.0007832912573554529
686,190bc058,0.0003525385438048399
687,190c0bb8,0.00015422286617678283
688,1931bde9,0.0008709492501144867
689,14a96e1c,1.3480513677832439e-05
690,193ed0c0,0.00039524683956711725
691,1950ed97,2.081934071137625e-05
692,1955f68d,0.000441525825767244
693,195f5e38,1.7521899792373403e-05
694,195faed6,1.0580687507520661e-05
695,1960e24a,7.881612356590055e-05
696,1961b2aa,4.2635982370433204e-05
697,197038af,0.0
698,1972bcbb,3.7071253098979313e-05
699,197328ef,0.0004655080257205415
700,197640fd,2.801387419599979e-06
701,1978a39a,0.0009031064608650177
702,199c2648,2.9064135719869257e-05
703,19a12bed,5.436489080135581e-05
704,19aeb20a,0.0002516551787617715
705,19b3b837,3.590310093059586e-05
706,19b54bb6,0.00014249485074832412
707,19b62821,0.00010431856019708879
708,19b776e9,9.944417155633471e-05
709,19b8b0b9,0.0001805274145151922
710,007b39a5,3.5345167122367377e-07
711,19ba6c6d,9.436092229877816e-05
712,16324e1d,6.115775288155037e-06
713,19c0957d,6.477840406090314e-06
714,19cda00b,0.0005682799575687667
715,19dee7dd,0.00013257279682744053
716,19e50035,1.993063613476431e-05
717,19f8e480,0.0
718,19fdd28f,0.0
719,1a064b7d,0.0001918591024744667
720,1a1609ab,2.629892248120118e-05
721,1a160ea3,2.8911450475213773e-05
722,1a234d32,0.00019867467623019733
723,1a24d5b6,0.0001912726175518547
724,1a2935f6,0.0005638588909171968
725,1a29f38c,0.00044879294839039844
726,1a317a1b,0.00013111467801305894
727,1a4542c8,0.0002872689799076055
728,1a4b9094,0.0001799613835196571
729,1a4ef233,0.0002632194334524853
730,1a50eab9,0.00041013061328932756
731,1a57850b,0.0004179289084371328
732,1a584cb2,8.543036993011886e-05
733,01040647,4.319961838452767e-06
734,1a5adb2a,0.00017180488439558263
735,1a5d127b,0.00016021630912097347
736,1a5dbcc2,0.00027109902840674046
737,1a6e6d03,0.00048456105434855045
738,1a6f2a66,7.672955160231477e-05
739,1a6f612d,0.0
740,1a79bd22,0.00028557198122401527
741,1a7fcf39,0.0
742,1a857282,0.00015209117263532897
743,1a85bcdb,5.119395751085903e-05
744,114b510e,6.003016718324406e-06
745,1a899d99,0.0015692348235978415
746,1a992676,0.00020547002462322126
747,1a9c5528,1.7292485983611827e-06
748,1aa14fa3,2.9343262914094728e-05
749,1aa72854,0.0002612673862215184
750,1aa84968,0.00019009531302191437
751,1aa98b10,0.0004577751069652921
752,1ac170a8,0.0002657154275975749
753,1ac232b8,0.0
754,1ac3b888,1.895524555239589e-06
755,1ac3df92,3.85731561653256e-05
756,1ad1f50d,7.005668973941017e-05
757,1ad751c3,4.438383279411194e-06
758,1ad8cb67,1.7333052883439107e-06
759,1ae30132,0.00045124176798720347
760,1b013e33,1.5291075837250525e-05
761,1b09b065,0.0002524052818167521
762,1b0aaf11,0.000497640632330534
763,1b17ed86,0.001114896638508409
764,1b278bf5,0.00022258089514919622
765,0b2c9aec,0.0
766,1b2b5b86,0.00012896297766870198
767,1b34cca1,0.0001814703157284575
768,1b4be8eb,0.0
769,1b51ad2f,0.0006595517026511159
770,1b625237,0.00033527649569958345
