ID,Name,CountryFixed,DOB,Season,Squad,Comp,LgRank,MP,Gls,LaLiga or Prem
4e9ad4a3,Filippo-Porcari,Italy,1984,8,6,"['1. Serie A', '2. Serie B', '2. Serie B', '1. Serie A', '2. Serie B', '2. Serie B', '2. Serie B', '2. Serie B', '1. Serie A', '2. Serie B']","['5th', '19th', '3rd', '19th', '13th', '8th', '12th', '1st', '18th', '5th']",238,8.0,0
4eae5bc4,Diego-Conde,Spain,1998,3,2,"['2. Segunda División', '1. La Liga', '1. La Liga']","['3rd', '15th', '16th']",4,0.0,1
4eb0686f,Amadou-Traore,France,2002,2,1,"['1. Ligue 1', '1. Ligue 1']","['12th', '20th']",20,0.0,0
4eb45683,Dorlan-Pabon,Colombia,1988,12,6,"['1. Serie A', '1. La Liga', '1. La Liga', '1. Liga MX', '1. Série A', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Primera A', '1. Primera A']","['10th', '7th', '8th', '11th', '2nd', '5th', '2nd', '5th', '1st', '4th', '14th', '4th', '1st', '1st']",309,87.0,1
4eba9598,Miku,Venezuela,1985,13,8,"['2. Segunda División', '2. Segunda División', '2. Segunda División', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '2. Segunda División', '1. Super League', '1. Super League']","['4th', '14th', '9th', '3rd', '6th', '16th', '11th', '1st', '10th', '13th', '11th', '18th', '12th', '1st', '1st']",248,76.0,1
4ec73d8a,Adriano,Brazil,1982,9,4,"['1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A']","['17th', '3rd', '5th', '5th', '4th', '3rd', '1st', '1st', '1st', '1st', '6th']",180,78.0,0
4ee7e082,Jeff-Louis,Haiti,1992,8,5,"['2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '1. Pro League', '1. Ligue 1', '1. Ligue 1', '2. Ligue 2']","['4th', '17th', '18th', '4th', '5th', '4th', '7th', '17th', '19th']",136,19.0,0
4ef705ab,Sylvain-Marveaux,France,1986,16,6,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Ligue 1', '1. Premier League', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '2. USL Champ']","['4th', '6th', '7th', '9th', '6th', '5th', '16th', '10th', '10th', '18th', '18th', '7th', '14th', '1st', '16th', '6th']",271,44.0,1
4efd29bb,Christian-Santos,Venezuela,1988,9,5,"['2. Eerste Divisie', '1. Eredivisie', '1. La Liga', '1. La Liga', '2. Segunda División', '2. Segunda División', '2. 2. Bundesliga', '1. Primera División', '1. Primera División']","['1st', '10th', '9th', '14th', '6th', '19th', '16th', '2nd', '1st']",185,62.0,1
4f06b1e0,Maxi-Rodriguez,Argentina,1981,19,5,"['1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Primera Div', '1. Primera Div', '1. Primera Div', '1. Primera Div', '1. Primera División', '1. Primera División', '1. Primera Div', '1. Primera Div', '1. Primera Div']","['17th', '16th', '5th', '10th', '7th', '4th', '4th', '9th', '7th', '6th', '8th', '12th', '16th', '12th', '9th', '1st', '2nd', '15th', '10th', '19th']",447,130.0,1
4f093689,Jordan-Tell,France,1997,7,6,"['1. Ligue 1', '2. Ligue 2', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2']","['17th', '13th', '5th', '8th', '13th', '2nd', '17th', '15th', '8th']",115,17.0,0
4f0d1bbe,Brett-Holman,Australia,1984,10,5,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '1. A-League', '1. A-League']","['17th', '10th', '8th', '1st', '5th', '4th', '4th', '15th', '3rd', '6th']",246,45.0,1
4f16405e,Niclas-Fullkrug,Germany,1993,12,5,"['3. 3. Liga', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '1. Bundesliga']","['20th', '9th', '14th', '3rd', '9th', '3rd', '2nd', '13th', '17th', '16th', '17th', '2nd', '5th']",264,88.0,0
4f255115,Aurelien-Tchouameni,France,2000,6,3,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. La Liga']","['6th', '14th', '12th', '9th', '3rd', '3rd', '2nd']",106,5.0,1
4f28a6ff,Clement-Lenglet,France,1995,10,4,"['2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League']","['4th', '5th', '1st', '19th', '4th', '7th', '1st', '2nd', '3rd', '2nd', '3rd']",238,9.0,1
4f2908e5,Federico-Peluso,Italy,1984,18,5,"['2. Serie B', '2. Serie B', '2. Serie B', '2. Serie B', '1. Serie A', '1. Serie A', '2. Serie B', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A']","['8th', '20th', '10th', '4th', '11th', '18th', '1st', '12th', '15th', '1st', '1st', '12th', '6th', '12th', '11th', '11th', '8th', '8th', '11th']",429,14.0,0
4f3380f7,Deniz-Naki,Germany,1989,7,4,"['2. 2. Bundesliga', '2. 2. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '1. Süper Lig', '1. Süper Lig']","['10th', '2nd', '18th', '4th', '12th', '9th', '9th']",126,17.0,0
4f3768f1,Jeremy-Livolant,France,1998,7,3,"['1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2']","['16th', '10th', '11th', '14th', '9th', '6th', '7th']",138,17.0,0
4f3c32c8,David-Jarolim,Czech Republic,1979,15,5,"['1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Ligue 1', '1. First League', '1. First League']","['2nd', '1st', '15th', '17th', '1st', '8th', '8th', '3rd', '7th', '4th', '5th', '7th', '8th', '15th', '16th', '8th', '3rd']",365,18.0,0
4f4064d5,Manu-Torres,Spain,1989,5,4,"['1. La Liga', '1. La Liga', '2. Segunda División', '1. Super League', '1. Liga I']","['17th', '11th', '20th', '11th', '13th']",61,2.0,1
4f4549a5,Pablo-Perez,Spain,1993,9,2,"['2. Segunda División', '2. Segunda División', '1. La Liga', '2. Segunda División', '2. Segunda División', '2. Segunda División', '2. Segunda División', '2. Segunda División', '2. Segunda División']","['5th', '2nd', '17th', '18th', '4th', '9th', '13th', '7th', '17th']",208,13.0,1
4f56170e,Omar-Elabdellaoui,Norway,1991,12,6,"['1. Tippeligaen', '1. Eredivisie', '2. 2. Bundesliga', '1. Bundesliga', '1. Super League', '1. Super League', '1. Premier League', '1. Super League', '1. Super League', '1. Super League', '1. Super League', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig']","['8th', '3rd', '2nd', '18th', '1st', '1st', '18th', '1st', '3rd', '2nd', '1st', '2nd', '13th', '4th']",199,11.0,1
4f565d77,Kalvin-Phillips,England,1995,9,3,"['2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', 'Jr. PL2 — Div. 2', '1. Premier League', '1. Premier League', '1. Premier League']","['15th', '13th', '7th', '13th', '3rd', '1st', '1st', '9th', '17th', '2nd']",216,13.0,1
4f5e5c13,Maicosuel,Brazil,1986,8,6,"['1. Bundesliga', '1. Serie A', '1. Serie A', '1. Série A', '1. Série A', '1. Série A', '1. Série A', '1. Série A', '1. Série A', '1. Série A']","['11th', '5th', '13th', '5th', '2nd', '4th', '9th', '13th', '20th', '4th']",128,12.0,0
4f627629,Nikola-Soldo,Croatia,2001,3,3,"['1. 1. HNL', '1. 1. HNL', '1. 1. HNL', '1. Bundesliga']","['10th', '5th', '8th', '9th']",65,3.0,0
4f6d9bcd,Borja-Herrera,Spain,1993,3,5,"['1. La Liga', '2. Segunda División', '2. Segunda División', '2. Segunda División', '1. Super League']","['19th', '5th', '22nd', '4th', '6th']",36,1.0,1
4f8ce0e1,Vid-Belec,Slovenia,1990,10,7,"['2. Serie B', '2. Serie B', '1. Primeira Liga', '1. Süper Lig', '1. Serie A', '2. Serie B', '1. Serie A', '1. Serie A', '1. Serie A', '2. Serie B', '1. Serie A']","['11th', '11th', '16th', '8th', '18th', '7th', '20th', '10th', '9th', '2nd', '17th']",214,0.0,0
4f97147d,George-Friend,England,1987,17,8,"['5. Conf National', '5. Conf Premier', '4. League Two', '2. Championship', '3. League One', '1. Premier League', '3. League One', '2. Championship', '3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship']","['5th', '4th', '2nd', '1st', '18th', '15th', '23rd', '20th', '3rd', '21st', '24th', '16th', '12th', '4th', '2nd', '19th', '5th', '7th', '17th', '18th', '20th', '16th']",442,13.0,1
4f97290c,Dimitar-Rangelov,Bulgaria,1983,13,7,"['2. 2. Bundesliga', '1. Bundesliga', '1. Bundesliga', '3. 3. Liga', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '1. Swiss Super League', '1. Swiss Super League', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '3. 3. Liga', '1. First League']","['10th', '14th', '16th', '18th', '5th', '1st', '14th', '8th', '4th', '8th', '3rd', '9th', '17th', '11th']",290,68.0,0
4f974391,Aaron-Cresswell,England,1989,15,3,"['3. League One', '3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['7th', '19th', '17th', '15th', '14th', '9th', '12th', '7th', '11th', '13th', '10th', '16th', '6th', '7th', '13th']",465,21.0,1
4f9e422d,Hicham-MLaab,France,1990,1,1,['1. Ligue 1'],['14th'],2,0.0,0
4fa62ae4,Lewis-Richardson,England,2003,3,3,"['Jr. PL2 — Div. 2', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Premier League', '4. League Two']","['7th', '17th', '6th', '18th', '11th']",33,6.0,1
4fa7cb9b,Douglas-Costa,Brazil,1990,14,5,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Bundesliga', '1. Bundesliga', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Bundesliga', '1. Série A', '1. MLS']","['1st', '1st', '1st', '1st', '1st', '2nd', '1st', '1st', '1st', '1st', '1st', '4th', '1st', '17th', '4th']",328,51.0,1
4fac8f81,David-Hancko,Slovakia,1997,5,3,"['1. Serie A', '1. First League', '1. First League', '1. First League', '1. First League', '1. Eredivisie']","['16th', '3rd', '2nd', '3rd', '3rd', '4th']",87,15.0,0
4faf6bb6,Kermit-Erasmus,South Africa,1990,10,9,"['1. Eredivisie', '2. Eerste Divisie', '1. Premier Division', '1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. Superettan', '1. Primeira Liga', '1. Premier Division', '1. Premier Division', '1. Premier Division', '1. Premier Division', '1. Premier Division']","['7th', '3rd', '7th', '8th', '9th', '4th', '3rd', '13th', '4th', '6th', '1st', '1st', '5th']",145,38.0,0
4fb0dc59,James-Vaughan,England,1988,17,13,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '3. League One', '2. Championship', '3. League One', '2. Championship', '3. League One', '4. League Two', '3. League One', '4. League Two']","['4th', '11th', '6th', '5th', '5th', '14th', '5th', '8th', '7th', '20th', '12th', '19th', '17th', '16th', '19th', '10th', '19th', '19th', '24th', '1st', '18th', '4th', '9th', '21st', '7th']",362,111.0,1
4fb9c88f,Curtis-Jones,England,2001,6,1,"['Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['2nd', '4th', '4th', '2nd', '5th', '1st', '3rd', '2nd', '10th']",77,16.0,1
4fd08daa,Jan-Paul-van-Hecke,Netherlands,2000,5,5,"['1. Eredivisie', '2. Eerste Divisie', '1. Eredivisie', '2. Championship', 'Jr. PL2 — Div. 1', '1. Premier League']","['18th', '5th', '12th', '8th', '8th', '7th']",72,5.0,1
4fdf1fd9,Bjorn-Engels,Belgium,1994,9,5,"['1. Pro League', '1. Pro League', '1. Pro League', '1. First Division A', '1. First Division A', '1. Super League', '1. Ligue 1', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 2', '1. First Division A']","['3rd', '2nd', '1st', '2nd', '1st', '3rd', '8th', '17th', '11th', '9th', '4th']",163,19.0,1
4fe329a7,Edouard-Cisse,France,1978,15,7,"['1. Division 1', '1. Division 1', '1. Division 1', '1. Division 1', '1. Division 1', '1. Premier League', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Süper Lig', '1. Süper Lig', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1']","['8th', '5th', '2nd', '9th', '4th', '18th', '3rd', '9th', '9th', '15th', '3rd', '1st', '1st', '2nd', '20th']",406,16.0,1
4ffb647d,Martin-Mantovani,Argentina,1984,6,3,"['2. Segunda División', '2. Segunda División', '1. La Liga', '1. La Liga', '1. La Liga', '2. Segunda División', '2. Segunda División']","['10th', '2nd', '17th', '17th', '19th', '12th', '9th']",163,9.0,1
500c4e9b,Seydou-Keita,Mali,1980,15,7,"['1. Division 1', '1. Division 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Serie A', '1. Serie A']","['15th', '18th', '8th', '8th', '7th', '4th', '5th', '5th', '1st', '1st', '1st', '2nd', '8th', '2nd', '3rd']",389,43.0,1
500cd987,Marc-Stendera,Germany,1995,10,3,"['1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '3. 3. Liga', '2. 2. Bundesliga']","['6th', '13th', '9th', '16th', '11th', '8th', '7th', '6th', '3rd', '18th']",141,7.0,0
501055d8,Karim-Adeyemi,Germany,2002,6,4,"['Jr. U17 Bundesliga', 'Jr. U17 Bundesliga', 'Jr. U19 Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga']","['31st', '22nd', '34th', '1st', '1st', '1st', '4th']",102,47.0,0
501992d4,Andreas-Granqvist,Sweden,1985,19,5,"['1. Allsvenskan', '1. Allsvenskan', '1. Allsvenskan', '1. Premier League', '1. Allsvenskan', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Serie A', '1. Serie A', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Superettan', '1. Allsvenskan', '1. Allsvenskan', '2. Superettan']","['10th', '6th', '4th', '14th', '4th', '6th', '8th', '5th', '17th', '17th', '5th', '3rd', '4th', '4th', '4th', '1st', '10th', '15th', '3rd']",433,30.0,1
502fd802,Park-Joo-ho,South Korea,1987,11,5,"['1. Swiss Super League', '1. Swiss Super League', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. K League', '1. K League', '1. K League', '1. K League', '1. K League']","['1st', '1st', '7th', '11th', '6th', '2nd', '3rd', '3rd', '2nd', '2nd', '5th', '7th']",210,2.0,0
504124ad,Michele-Ferri,Italy,1981,13,8,"['2. Serie B', '2. Serie B', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '2. Serie B', '2. Serie B', '1. Serie A', '1. Serie A', '2. Serie B', '2. Serie B']","['5th', '1st', '6th', '5th', '14th', '17th', '14th', '9th', '13th', '14th', '1st', '12th', '15th', '14th', '15th']",239,5.0,0
5042e5c2,Klaas-Jan-Huntelaar,Netherlands,1983,18,6,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. La Liga', '1. Serie A', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Bundesliga']","['18th', '5th', '7th', '4th', '2nd', '2nd', '3rd', '2nd', '3rd', '14th', '3rd', '4th', '3rd', '6th', '5th', '10th', '2nd', '1st', '1st', '1st', '18th']",462,255.0,1
5046b7d4,Stephane-Bahoken,Cameroon,1992,11,5,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premiership', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Süper Lig']","['17th', '13th', '4th', '8th', '1st', '15th', '13th', '11th', '13th', '14th', '9th']",197,42.0,0
5048486b,Giuseppe-Di-Serio,Italy,2001,5,3,"['2. Serie B', '2. Serie B', '1. Serie A', '2. Serie B', '2. Serie B', '2. Serie B']","['3rd', '1st', '18th', '7th', '20th', '20th']",50,5.0,0
504d4bb0,Gael-Angoula,France,1982,6,3,"['2. Ligue 2', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '2. Ligue 2']","['1st', '12th', '9th', '3rd', '9th', '6th']",140,1.0,0
505dce2b,Adrian-Butzke,Spain,1999,2,2,"['1. La Liga', '1. Primeira Liga', '2. Segunda División', '1. Primeira Liga']","['18th', '11th', '10th', '17th']",19,4.0,1
505fad72,Mario-Eggimann,Switzerland,1981,12,3,"['2. 2. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga']","['14th', '10th', '6th', '1st', '11th', '11th', '15th', '4th', '7th', '9th', '9th', '7th']",263,17.0,0
5065d67d,Denys-Bain,France,1993,12,4,"['2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1']","['14th', '16th', '18th', '19th', '4th', '8th', '4th', '7th', '14th', '17th', '11th', '16th']",207,10.0,0
5069b796,Achraf-Dari,Morocco,1999,1,1,['1. Ligue 1'],['20th'],9,1.0,0
506daeac,Blanco,Spain,2000,3,2,"['1. La Liga', '1. La Liga', '1. La Liga']","['2nd', '1st', '19th']",7,0.0,1
5070881b,Javier-Mascherano,Argentina,1984,15,4,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Super League', '1. Super League', '1. Primera Div']","['3rd', '4th', '2nd', '7th', '6th', '1st', '2nd', '1st', '2nd', '1st', '1st', '2nd', '1st', '6th', '11th', '13th']",362,2.0,1
507c7bdf,Bruno-Fernandes,Portugal,1994,11,5,"['2. Serie B', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['5th', '13th', '16th', '17th', '10th', '3rd', '3rd', '4th', '3rd', '2nd', '6th', '5th']",318,95.0,1
507d7569,Tiago-Ribeiro,Portugal,2002,1,1,['1. Ligue 1'],['3rd'],1,0.0,0
50841bef,Joaquin-Sosa,Uruguay,2002,4,4,"['1. Primera División', '1. Primera División', '1. Primera División', '1. Serie A']","['1st', '15th', '2nd', '17th']",43,2.0,0
5086c324,Steeven-Langil,France,1988,10,9,"['1. Ligue 1', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. Pro League', '1. Pro League', '1. First Division A', '1. Ekstraklasa', '2. Eerste Divisie']","['8th', '1st', '12th', '9th', '4th', '9th', '16th', '12th', '12th', '13th', '1st', '3rd']",236,29.0,0
50871bcc,Thorgan-Hazard,Belgium,1993,12,4,"['2. Ligue 2', '1. Pro League', '1. Pro League', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga']","['12th', '2nd', '4th', '3rd', '4th', '9th', '9th', '5th', '2nd', '3rd', '2nd', '4th']",314,61.0,0
508c8f3e,Jordan-Adeoti,Benin,1989,10,5,"['2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '1. Eliteserien', '2. Ligue 2']","['17th', '17th', '13th', '7th', '17th', '11th', '15th', '11th', '12th', '17th']",228,9.0,0
50994746,Stephane-Dumont,France,1982,10,2,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2']","['10th', '2nd', '3rd', '10th', '7th', '5th', '4th', '1st', '8th', '1st']",156,9.0,0
509a4ccb,Keita-Balde,Senegal,1995,10,6,"['1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Ligue 1', '1. Serie A', '1. Ligue 1', '1. Serie A', '1. Serie A', '1. Premier League']","['9th', '3rd', '8th', '5th', '2nd', '4th', '9th', '9th', '18th', '3rd']",230,53.0,1
50a8dad6,Pierrick-Cros,France,1992,5,4,"['1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '1. Super League', '2. Ligue 2']","['7th', '5th', '19th', '16th', '17th']",65,2.0,0
50ac8941,Karol-Fila,Poland,1998,7,2,"['1. Ekstraklasa', '1. Ekstraklasa', '1. Ekstraklasa', '1. Ekstraklasa', '1. Ekstraklasa', '1. Ligue 1', '1. Ligue 1']","['4th', '13th', '3rd', '4th', '7th', '6th', '14th']",103,2.0,0
50b51fac,Carlos-Sanchez,Colombia,1986,16,8,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. La Liga', '1. Premier League', '1. Premier League', '1. Serie A', '1. Serie A', '1. La Liga', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 2', '2. Championship', '1. Primera A', '1. Primera A']","['13th', '12th', '10th', '12th', '12th', '11th', '16th', '17th', '20th', '8th', '8th', '11th', '10th', '11th', '16th', '1st', '2nd', '7th', '8th']",376,16.0,1
50baf9b9,Cha-Du-ri,South Korea,1980,13,8,"['1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '1. Bundesliga', '1. Premier League', '1. Premier League', '1. Bundesliga', '1. K League', '1. K League']","['16th', '16th', '3rd', '14th', '16th', '10th', '14th', '14th', '2nd', '1st', '17th', '3rd', '4th']",298,21.0,1
50cbc806,Iker-Benito,Spain,2002,2,1,"['1. La Liga', '1. La Liga']","['10th', '8th']",4,0.0,1
50cfe1f7,Julian-Gunther-Schmidt,Germany,1994,8,4,"['2. 2. Bundesliga', '1. Bundesliga', '3. 3. Liga', '3. 3. Liga', '3. 3. Liga', '3. 3. Liga', '3. 3. Liga', '3. 3. Liga']","['1st', '13th', '11th', '14th', '20th', '5th', '7th', '8th']",132,32.0,0
50dc94ce,Donny-van-de-Beek,Netherlands,1997,9,4,"['1. Eredivisie', '2. Eerste Divisie', '1. Eredivisie', '2. Eerste Divisie', '2. Eerste Divisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['2nd', '12th', '2nd', '9th', '2nd', '2nd', '2nd', '1st', '1st', '2nd', '16th', '6th', '5th']",190,39.0,1
50e14b3c,Manuel-da-Costa,Morocco,1986,17,14,"['1. Ligue 1', '1. Eredivisie', '1. Eredivisie', '1. Serie A', '1. Serie A', '1. Premier League', '1. Premier League', '1. Premier League', '1. Primeira Liga', '1. Süper Lig', '1. Süper Lig', '1. Super League', '1. Super League', '1. Süper Lig', '1. Süper Lig', '1. Pro League', '1. Pro League', '1. Süper Lig', '1. Süper Lig', '2. First Division B']","['12th', '1st', '1st', '4th', '13th', '17th', '20th', '7th', '8th', '5th', '15th', '1st', '1st', '3rd', '2nd', '10th', '11th', '2nd', '18th', '3rd']",252,30.0,1
50e6dc35,Jean-Philippe-Mateta,France,1997,7,6,"['1. Ligue 1', '2. Ligue 2', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', 'Jr. PL2 — Div. 2', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1']","['4th', '4th', '12th', '13th', '12th', '3rd', '14th', '12th', '15th', '1st']",142,52.0,1
50f1ed37,Tropi,Spain,1995,4,3,"['1. La Liga', '1. La Liga', '2. Segunda División', '2. Segunda División']","['4th', '12th', '18th', '21st']",50,1.0,1
50fd977e,Arnold-Mvuemba,Democratic Republic of the Congo,1985,16,5,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. First Division B']","['9th', '4th', '7th', '4th', '9th', '8th', '14th', '7th', '11th', '17th', '8th', '3rd', '5th', '2nd', '2nd', '18th', '7th', '7th']",265,14.0,1
510f2c7c,Ryan-Nelsen,New Zealand,1977,13,4,"['1. MLS', '1. MLS', '1. MLS', '1. MLS', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['10th', '10th', '7th', '4th', '15th', '6th', '10th', '7th', '15th', '10th', '15th', '19th', '4th', '20th']",279,16.0,1
