Nation,Born,id,Country Name,,
FRA,1979,https://fbref.com/en/players/05428bc9/Sidney-Govou,France,FALSE,0
ENG,1978,https://fbref.com/en/players/84e341f9/Mark-Gower,England,FALSE,0
ITA,1986,https://fbref.com/en/players/d345ef4d/Simone-Gozzi,Italy,FALSE,0
CIV,1987,https://fbref.com/en/players/c5a500ca/Max-Gradel,Ivory Coast,FALSE,0
ENG,1985,https://fbref.com/en/players/7d7bdee6/Danny-Graham,England,FALSE,0
SWE,1985,https://fbref.com/en/players/501992d4/Andreas-Granqvist,Sweden,FALSE,0
ITA,1985,https://fbref.com/en/players/ad1020da/Paolo-Grossi,Italy,FALSE,0
COL,1986,https://fbref.com/en/players/c36ef7e9/Fredy-Guarin,Colombia,FALSE,0
SVK,1985,https://fbref.com/en/players/79fa1799/Karim-Guede,Slovakia,FALSE,0
FRA,1989,https://fbref.com/en/players/deb14012/Thomas-Guerbert,France,FALSE,0
MTN,1989,https://fbref.com/en/players/6c4ae57c/Diallo-Guidileye,Mauritania,FALSE,0
ESP,1980,https://fbref.com/en/players/d863ea53/Dani-Guiza,Spain,FALSE,0
TUR,1991,https://fbref.com/en/players/8d2ad5c0/Serdar-Gurler,Turkey,FALSE,0
USA,1984,https://fbref.com/en/players/d899e3bf/Brad-Guzan,United States,FALSE,0
FRA,1985,https://fbref.com/en/players/328b6607/Rudy-Haddad,France,FALSE,0
GER,1988,https://fbref.com/en/players/5bf23bd0/Stephan-Hain,Germany,FALSE,0
ENG,1980,https://fbref.com/en/players/f799f31c/Fitz-Hall,England,FALSE,0
MAR,1988,https://fbref.com/en/players/98bdc01a/Karim-El-Hany,Morocco,FALSE,0
IRL,1992,https://fbref.com/en/players/4c3e2fd0/Michael-Harriman,Ireland,FALSE,0
GER,1993,https://fbref.com/en/players/2644819e/Florian-Hartherz,Germany,FALSE,0
NOR,1985,https://fbref.com/en/players/4d600b99/Henning-Hauger,Norway,FALSE,0
GER,1993,https://fbref.com/en/players/699fb8db/Dominique-Heintz,Germany,FALSE,0
ISL,1977,https://fbref.com/en/players/5491eca5/Heidar-Helguson,Iceland,FALSE,0
ISR,1987,https://fbref.com/en/players/27d7453c/Tomer-Hemed,Israel,FALSE,0
GER,1990,https://fbref.com/en/players/83aea392/Christoph-Hemlein,Germany,FALSE,0
WAL,1994,https://fbref.com/en/players/f50cf139/Adam-Henley,Wales,FALSE,0
FRA,1977,https://fbref.com/en/players/c0c5ee74/Thierry-Henry,France,FALSE,0
ESP,1991,https://fbref.com/en/players/562194e6/Jose-Higon,Spain,FALSE,0
POR,1975,https://fbref.com/en/players/0fbcbed1/Henrique-Hilario,Portugal,FALSE,0
GER,1979,https://fbref.com/en/players/672b5171/Timo-Hildebrand,Germany,FALSE,0
ENG,1978,https://fbref.com/en/players/c0936ded/Clint-Hill,England,FALSE,0
GER,1982,https://fbref.com/en/players/9d56817e/Andreas-Hinkel,Germany,FALSE,0
GER,1989,https://fbref.com/en/players/4114f306/Marco-Hoger,Germany,FALSE,0
GER,1991,https://fbref.com/en/players/52994fd9/Immanuel-Hohn,Germany,FALSE,0
GER,1990,https://fbref.com/en/players/017018d1/Fabian-Holland,Germany,FALSE,0
ENG,1981,https://fbref.com/en/players/1b64c1b2/Grant-Holt,England,FALSE,0
AUT,1993,https://fbref.com/en/players/2f9c21da/Raphael-Holzhauser,Austria,FALSE,0
GER,1985,https://fbref.com/en/players/84590c27/Tim-Hoogland,Germany,FALSE,0
IRL,1982,https://fbref.com/en/players/5236a502/Wes-Hoolahan,Ireland,FALSE,0
JPN,1986,https://fbref.com/en/players/de147b42/Hajime-Hosogai,Japan,FALSE,0
ENG,1988,https://fbref.com/en/players/08b10f50/Jonny-Howson,England,FALSE,0
CZE,1984,https://fbref.com/en/players/4cc82fe1/Roman-Hubnik,Czech Republic,FALSE,0
ENG,1979,https://fbref.com/en/players/edaf9ca0/Rob-Hulse,England,FALSE,0
ESP,1981,https://fbref.com/en/players/1ea7254b/Moises-Hurtado,Spain,FALSE,0
ENG,1989,https://fbref.com/en/players/800a3404/Sam-Hutchinson,England,FALSE,0
COL,1990,https://fbref.com/en/players/552d1e41/Victor-Ibarbo,Colombia,FALSE,0
JPN,1991,https://fbref.com/en/players/715bdbe9/Hiroshi-Ibusuki,Japan,FALSE,0
SRB,1991,https://fbref.com/en/players/63b08315/Aleksandar-Ignjovski,Serbia,FALSE,0
NGA,1986,https://fbref.com/en/players/8646429b/Carl-Ikeme,Nigeria,FALSE,0
BRA,1980,https://fbref.com/en/players/f0a36f0c/Ilan,Brazil,FALSE,0
BRA,1981,https://fbref.com/en/players/09296fcc/Iriney,Brazil,FALSE,0
SWE,1993,https://fbref.com/en/players/0c3057a9/Mikael-Ishak,Sweden,FALSE,0
ESP,1986,https://fbref.com/en/players/bb00a819/Jose-Isidoro,Spain,FALSE,0
ESP,1992,https://fbref.com/en/players/eb844581/Jaime-Isuardi,Spain,FALSE,0
CAN,1987,https://fbref.com/en/players/8f8bbbac/Simeon-Jackson,Canada,FALSE,0
MAR,1983,https://fbref.com/en/players/c4abfac0/Abderrazzak-Jadid,Morocco,FALSE,0
GER,1985,https://fbref.com/en/players/cf01fe3a/Christoph-Janker,Germany,FALSE,0
ARG,1988,https://fbref.com/en/players/413cce14/Franco-Jara,Argentina,FALSE,0
MEX,1981,https://fbref.com/en/players/f913875f/Francisco-Javier-Rodriguez,Mexico,FALSE,0
CRO,1985,https://fbref.com/en/players/1a29f38c/Nikica-Jelavic,Croatia,FALSE,0
TUN,1987,https://fbref.com/en/players/aaf30840/Ammar-Jemal,Tunisia,FALSE,0
ENG,1992,https://fbref.com/en/players/874125a3/Carl-Jenkinson,England,FALSE,0
GER,1976,https://fbref.com/en/players/2f1318de/Simon-Jentzsch,Germany,FALSE,0
ESP,1993,https://fbref.com/en/players/4a537185/Jese,Spain,FALSE,0
BRA,1991,https://fbref.com/en/players/79083382/Juan-Jesus,Brazil,FALSE,0
CZE,1986,https://fbref.com/en/players/81b013ec/Petr-Jiracek,Czech Republic,FALSE,0
FRA,1994,https://fbref.com/en/players/a08a9a32/Wesley-Jobello,France,FALSE,0
ENG,1987,https://fbref.com/en/players/e0d9bbbe/Bradley-Johnson,England,FALSE,0
ENG,1987,https://fbref.com/en/players/aa3cb1ad/Billy-Jones,England,FALSE,0
AUS,1982,https://fbref.com/en/players/ffc1c226/Brad-Jones,Australia,FALSE,0
CAN,1986,https://fbref.com/en/players/ff89334e/Marcel-de-Jong,Canada,FALSE,0
ISL,1988,https://fbref.com/en/players/a9c05804/Eggert-Jonsson,Iceland,FALSE,0
SWE,1990,https://fbref.com/en/players/bc7f2706/Rasmus-Jonsson,Sweden,FALSE,0
ESP,1987,https://fbref.com/en/players/744a8a7c/Jordi,Spain,FALSE,0
CHI,1988,https://fbref.com/en/players/2f50ace0/Cristobal-Jorquera,Chile,FALSE,0
ESP,1991,https://fbref.com/en/players/a5e9c273/Joselu,Spain,FALSE,0
MNE,1989,https://fbref.com/en/players/f36c432f/Stevan-Jovetic,Montenegro,FALSE,0
GLP,1984,https://fbref.com/en/players/c8086ccb/Brice-Jovial,Guadeloupe,FALSE,0
ESP,1981,https://fbref.com/en/players/f4f22926/Juanma,Spain,FALSE,0
MEX,1988,https://fbref.com/en/players/8c1b4056/Efrain-Juarez,Mexico,FALSE,0
AUT,1987,https://fbref.com/en/players/dba67bc4/Zlatko-Junuzovic,Austria,FALSE,0
MAR,1988,https://fbref.com/en/players/0d0828e8/Moestafa-El-Kabir,Morocco,FALSE,0
SWE,1991,https://fbref.com/en/players/8ba3a754/Alexander-Kacaniklic,Sweden,FALSE,0
COD,1990,https://fbref.com/en/players/5ee5ef41/Wilson-Kamavuaka,Democratic Republic of the Congo,FALSE,0
ALB,1982,https://fbref.com/en/players/611ac07b/Edmond-Kapllani,Albania,FALSE,0
FRA,1980,https://fbref.com/en/players/992c2db8/Olivier-Kapo,France,FALSE,0
CIV,1988,https://fbref.com/en/players/eacab42f/Lossemy-Karaboue,Ivory Coast,FALSE,0
ENG,1991,https://fbref.com/en/players/66d29ce7/Jake-Kean,England,FALSE,0
IRL,1993,https://fbref.com/en/players/fc7f8f87/Will-Keane,Ireland,FALSE,0
FRA,1990,https://fbref.com/en/players/1c15d583/Abdoulaye-Keita,France,FALSE,0
IRL,1978,https://fbref.com/en/players/b03eb26c/Paddy-Kenny,Ireland,FALSE,0
ALG,1992,https://fbref.com/en/players/6bd1a7ce/Abel-Khaled,Algeria,FALSE,0
TUN,1986,https://fbref.com/en/players/05174d9e/Saber-Khalifa,Tunisia,FALSE,0
ENG,1984,https://fbref.com/en/players/7c6a3c44/Matthew-Kilgallon,England,FALSE,0
NOR,1992,https://fbref.com/en/players/43458538/Joshua-King,Norway,FALSE,0
COD,1982,https://fbref.com/en/players/c96c500d/Christian-Kinkela,Democratic Republic of the Congo,FALSE,0
SUI,1988,https://fbref.com/en/players/5f1d07f6/Timm-Klose,Switzerland,FALSE,0
GER,1992,https://fbref.com/en/players/6bd5cd5d/Robin-Knoche,Germany,FALSE,0
GEO,1977,https://fbref.com/en/players/b9196983/Levan-Kobiashvili,Georgia,FALSE,0
GER,1994,https://fbref.com/en/players/0fbecd11/Dominik-Kohr,Germany,FALSE,0
ESP,1983,https://fbref.com/en/players/9ce4fff8/Koke,Spain,FALSE,0
BFA,1988,https://fbref.com/en/players/1f713024/Bakary-Kone,Burkina Faso,FALSE,0
CIV,1989,https://fbref.com/en/players/92c63db5/Koro-Kone,Ivory Coast,FALSE,0
CIV,1991,https://fbref.com/en/players/85b9dca0/Mamadou-Kone,Ivory Coast,FALSE,0
MLI,1992,https://fbref.com/en/players/fd668180/Sidy-Kone,Mali,FALSE,0
GER,1992,https://fbref.com/en/players/3dffff26/Julian-Korb,Germany,FALSE,0
SVK,1986,https://fbref.com/en/players/33a9f559/Tomas-Kosicky,Slovakia,FALSE,0
BEN,1988,https://fbref.com/en/players/c4b89116/Omar-Kossoko,Benin,FALSE,0
CMR,1983,https://fbref.com/en/players/4884733f/Dorge-Kouemaha,Cameroon,FALSE,0
GER,1982,https://fbref.com/en/players/cbb4a154/Florian-Kringe,Germany,FALSE,0
POL,1990,https://fbref.com/en/players/580d52dd/Grzegorz-Krychowiak,Poland,FALSE,0
GHA,1985,https://fbref.com/en/players/54b8584b/Bennard-Kumordzi,Ghana,FALSE,0
DEN,1985,https://fbref.com/en/players/1c639185/William-Kvist,Denmark,FALSE,0
CHI,1990,https://fbref.com/en/players/2b8a2f77/Carlos-Labrin,Chile,FALSE,0
FRA,1980,https://fbref.com/en/players/53660034/Guillaume-Lacour,France,FALSE,0
FRA,1991,https://fbref.com/en/players/770d7eb8/Kenny-Lala,France,FALSE,0
GER,1991,https://fbref.com/en/players/91f15114/Zhi-Gin-Lam,Germany,FALSE,0
BEL,1987,https://fbref.com/en/players/336a36fb/Roland-Lamah,Belgium,FALSE,0
ARG,1992,https://fbref.com/en/players/abe66106/Erik-Lamela,Argentina,FALSE,0
ENG,1992,https://fbref.com/en/players/7eadfdd6/Cameron-Lancaster,England,FALSE,0
GER,1988,https://fbref.com/en/players/74d70fb5/Sebastian-Langkamp,Germany,FALSE,0
ENG,1990,https://fbref.com/en/players/fe8e6fa1/Henri-Lansbury,England,FALSE,0
SCO,1983,https://fbref.com/en/players/a985ccde/Simon-Lappin,Scotland,FALSE,0
FRA,1977,https://fbref.com/en/players/ab05bd3c/Bertrand-Laquait,France,FALSE,0
BRA,1984,https://fbref.com/en/players/fed5f993/Danilo-Larangeira,Brazil,FALSE,0
ARG,1984,https://fbref.com/en/players/7ae94e67/Joaquin-Larrivey,Argentina,FALSE,0
CHI,1988,https://fbref.com/en/players/6c18f2a0/Marcelo-Larrondo,Chile,FALSE,0
FRA,1989,https://fbref.com/en/players/542cc80f/Paul-Lasne,France,FALSE,0
GER,1991,https://fbref.com/en/players/130444f9/Pierre-Michel-Lasogga,Germany,FALSE,0
NCL,1987,https://fbref.com/en/players/6e5b5a45/Wesley-Lautoa,New Caledonia,FALSE,0
AUS,1991,https://fbref.com/en/players/b93b7882/Mathew-Leckie,Australia,FALSE,0
GER,1992,https://fbref.com/en/players/9460aaed/Moritz-Leitner,Germany,FALSE,0
FRA,1991,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune,France,FALSE,0
GER,1984,https://fbref.com/en/players/37d7f47d/Christian-Lell,Germany,FALSE,0
GER,1992,https://fbref.com/en/players/2628fd2b/Bernd-Leno,Germany,FALSE,0
ESP,1983,https://fbref.com/en/players/186c0d18/Ricardo-Leon-Brito,Spain,FALSE,0
GUF,1992,https://fbref.com/en/players/51c83a90/Donovan-Leon,French Guiana,FALSE,0
DEN,1984,https://fbref.com/en/players/636f1a28/Anders-Lindegaard,Denmark,FALSE,0
FRA,1988,https://fbref.com/en/players/cc3e4c08/Anthony-Lippini,France,FALSE,0
ITA,1981,https://fbref.com/en/players/1137fff3/Andrea-Lisuzzo,Italy,FALSE,0
ENG,1984,https://fbref.com/en/players/238f467d/Leroy-Lita,England,FALSE,0
CRO,1993,https://fbref.com/en/players/6e5497ca/Marko-Livaja,Croatia,FALSE,0
ENG,1989,https://fbref.com/en/players/b98570d1/Jake-Livermore,England,FALSE,0
CMR,1989,https://fbref.com/en/players/afcf961b/Raoul-Loe,Cameroon,FALSE,0
ITA,1994,https://fbref.com/en/players/4874a1a9/Nicolo-Lolli,Italy,FALSE,0
IRL,1987,https://fbref.com/en/players/9f472354/Shane-Long,Ireland,FALSE,0
ITA,1992,https://fbref.com/en/players/1163de29/Samuele-Longo,Italy,FALSE,0
ESP,1982,https://fbref.com/en/players/8c61ca86/Inigo-Lopez,Spain,FALSE,0
ESP,1983,https://fbref.com/en/players/a60823a4/Pedro-Lopez-Munoz,Spain,FALSE,0
SEN,1992,https://fbref.com/en/players/3886c982/Joseph-Lopy,Senegal,FALSE,0
URU,1991,https://fbref.com/en/players/48b662da/Ignacio-Lores,Uruguay,FALSE,0
GER,1989,https://fbref.com/en/players/c6896eab/Chris-Lowe,Germany,FALSE,0
ESP,1982,https://fbref.com/en/players/86ea2bff/Manuel-Lucena,Spain,FALSE,0
ITA,1982,https://fbref.com/en/players/6686be0f/Carlalberto-Ludi,Italy,FALSE,0
URU,1980,https://fbref.com/en/players/303ad7c3/Diego-Lugano,Uruguay,FALSE,0
BEL,1993,https://fbref.com/en/players/5eae500a/Romelu-Lukaku,Belgium,FALSE,0
BIH,1986,https://fbref.com/en/players/7fd58fe3/Senad-Lulic,Bosnia and Herzegovina,FALSE,0
DEN,1988,https://fbref.com/en/players/0c0508dc/Michael-Lumb,Denmark,FALSE,0
SUI,1988,https://fbref.com/en/players/a63a995f/Fabian-Lustenberger,Switzerland,FALSE,0
CMR,1993,https://fbref.com/en/players/13da9ba9/Yannick-MBone,Cameroon,FALSE,0
COM,1990,https://fbref.com/en/players/0b2d90df/Ali-MMadi,Comoros,FALSE,0
SCO,1985,https://fbref.com/en/players/d0de6b37/Jamie-Mackie,Scotland,FALSE,0
ITA,1994,https://fbref.com/en/players/80e11f8d/Mattia-Maggio,Italy,FALSE,0
AUT,1982,https://fbref.com/en/players/6dfec8d4/Stefan-Maierhofer,Austria,FALSE,0
ESP,1982,https://fbref.com/en/players/95db62b7/Diego-Mainz,Spain,FALSE,0
FRA,1979,https://fbref.com/en/players/09082933/Arnaud-Maire,France,FALSE,0
TUR,1992,https://fbref.com/en/players/f3722c97/Yunus-Malli,Turkey,FALSE,0
SCO,1983,https://fbref.com/en/players/0558e236/Shaun-Maloney,Scotland,FALSE,0
GUF,1983,https://fbref.com/en/players/22c5b270/Lesly-Malouda,French Guiana,FALSE,0
SEN,1990,https://fbref.com/en/players/5d289e13/Pape-Maly-Diamanka,Senegal,FALSE,0
FRA,1985,https://fbref.com/en/players/45d08d38/Christophe-Mandanne,France,FALSE,0
ITA,1980,https://fbref.com/en/players/cd2d825f/Thomas-Manfredini,Italy,FALSE,0
ESP,1986,https://fbref.com/en/players/d0b6d20e/Jose-Manuel-Casado,Spain,FALSE,0
ITA,1983,https://fbref.com/en/players/f794b426/Federico-Marchetti,Italy,FALSE,0
ITA,1993,https://fbref.com/en/players/053bb202/Alberto-Marchiori,Italy,FALSE,0
ESP,1989,https://fbref.com/en/players/b2b79f32/Marcos,Spain,FALSE,0
ARG,1983,https://fbref.com/en/players/942e2e68/Lucas-Mareque,Argentina,FALSE,0
ESP,1993,https://fbref.com/en/players/aa54ec6f/Pablo-Mari,Spain,FALSE,0
ESP,1975,https://fbref.com/en/players/1ac170a8/Jose-Maria-Movilla,Spain,FALSE,0
ITA,1979,https://fbref.com/en/players/97b18c0e/Francesco-Marianini,Italy,FALSE,0
BRA,1986,https://fbref.com/en/players/e26f559f/Mariano,Brazil,FALSE,0
BRA,1986,https://fbref.com/en/players/949bdc36/Marquinho,Brazil,FALSE,0
ITA,1990,https://fbref.com/en/players/ea468ea8/Luca-Marrone,Italy,FALSE,0
ESP,1991,https://fbref.com/en/players/0ae4e09a/Roger-Marti,Spain,FALSE,0
SCO,1988,https://fbref.com/en/players/c21e39f9/Chris-Martin,Scotland,FALSE,0
ESP,1992,https://fbref.com/en/players/99ee29b5/Pedro-Martin,Spain,FALSE,0
SCO,1986,https://fbref.com/en/players/24952f1e/Russell-Martin,Scotland,FALSE,0
ESP,1990,https://fbref.com/en/players/e1c805cf/Alex-Martinez,Spain,FALSE,0
ESP,1991,https://fbref.com/en/players/3fc45c73/Inigo-Martinez,Spain,FALSE,0
ESP,1989,https://fbref.com/en/players/95e8b24a/Javi-Martinez,Spain,FALSE,0
POR,1982,https://fbref.com/en/players/23cfa96c/Carlos-Martins,Portugal,FALSE,0
ARG,1987,https://fbref.com/en/players/72b206f3/Alejandro-Martinuccio,Argentina,FALSE,0
RSA,1985,https://fbref.com/en/players/e1812ff9/Tsepo-Masilela,South Africa,FALSE,0
ESP,1987,https://fbref.com/en/players/ddee7ba5/David-Mateos,Spain,FALSE,0
JPN,1981,https://fbref.com/en/players/c178b2e0/Daisuke-Matsui,Japan,FALSE,0
BRA,1988,https://fbref.com/en/players/cf687463/Helder-Maurilio,Brazil,FALSE,0
COD,1991,https://fbref.com/en/players/fda36cfb/Chris-Mavinga,Democratic Republic of the Congo,FALSE,0
GER,1988,https://fbref.com/en/players/34014cc0/Patrick-Mayer,Germany,FALSE,0
GAB,1993,https://fbref.com/en/players/6a26e528/Kevin-Mayi,Gabon,FALSE,0
ITA,1989,https://fbref.com/en/players/98c6076b/Andrea-Mazzarani,Italy,FALSE,0
ENG,1992,https://fbref.com/en/players/5dc37d9d/Conor-McAleny,England,FALSE,0
NIR,1979,https://fbref.com/en/players/ac7d7378/Gareth-McAuley,Northern Ireland,FALSE,0
IRL,1989,https://fbref.com/en/players/53538b39/James-McClean,Ireland,FALSE,0
JAM,1983,https://fbref.com/en/players/6f34d0b5/Tyrone-Mears,Jamaica,FALSE,0
ALG,1985,https://fbref.com/en/players/70c2f41a/Carl-Medjani,Algeria,FALSE,0
ALB,1989,https://fbref.com/en/players/1a79bd22/Agon-Mehmeti,Albania,FALSE,0
POR,1978,https://fbref.com/en/players/415bd344/Fernando-Meira,Portugal,FALSE,0
FRA,1994,https://fbref.com/en/players/5cec2c74/Soualiho-Meite,France,FALSE,0
GNB,1989,https://fbref.com/en/players/eeee0542/Formose-Mendy,Guinea-Bissau,FALSE,0
SEN,1987,https://fbref.com/en/players/8394d48f/Jackson-Mendy,Senegal,FALSE,0
ESP,1991,https://fbref.com/en/players/ddab8ee4/Alex-Menendez,Spain,FALSE,0
GHA,1990,https://fbref.com/en/players/8087e6cb/Jonathan-Mensah,Ghana,FALSE,0
PAR,1991,https://fbref.com/en/players/acb3aecf/Cesar-Meza-Colli,Paraguay,FALSE,0
POR,1986,https://fbref.com/en/players/107c6fbd/Ruben-Micael,Portugal,FALSE,0
ESP,1985,https://fbref.com/en/players/4d425e6e/Michel,Spain,FALSE,0
ESP,1975,https://fbref.com/en/players/19b3b837/Michel,Spain,FALSE,0
ESP,1986,https://fbref.com/en/players/98429b7b/Michu,Spain,FALSE,0
URU,1980,https://fbref.com/en/players/68f752e1/Leonardo-Miglionico,Uruguay,FALSE,0
CRO,1979,https://fbref.com/en/players/e68351e1/Andre-Mijatovic,Croatia,FALSE,0
SRB,1991,https://fbref.com/en/players/9273e410/Milan-Milanovic,Serbia,FALSE,0
ESP,1986,https://fbref.com/en/players/ce2c56fc/Abraham-Minero,Spain,FALSE,0
ITA,1992,https://fbref.com/en/players/9e87df44/Nadir-Minotti,Italy,FALSE,0
ESP,1992,https://fbref.com/en/players/174f09a6/Ignasi-Miquel,Spain,FALSE,0
BRA,1984,https://fbref.com/en/players/314f2124/Miranda,Brazil,FALSE,0
CGO,1992,https://fbref.com/en/players/2206fb53/Christopher-Missilou,Republic of the Congo,FALSE,0
JPN,1992,https://fbref.com/en/players/c4acb36f/Ryo-Miyaichi,Japan,FALSE,0
GER,1979,https://fbref.com/en/players/01b6e7bd/Uwe-Mohrle,Germany,FALSE,0
GER,1985,https://fbref.com/en/players/9ddae0f4/Sascha-Molders,Germany,FALSE,0
ESP,1982,https://fbref.com/en/players/43f71e77/Jorge-Molina,Spain,FALSE,0
ESP,1982,https://fbref.com/en/players/9857e65d/Momo,Spain,FALSE,0
ENG,1979,https://fbref.com/en/players/a70de3a4/Garry-Monk,England,FALSE,0
FRA,1985,https://fbref.com/en/players/e970c092/Aurelien-Montaroup,France,FALSE,0
ARG,1987,https://fbref.com/en/players/ef115d48/Fabian-Monzon,Argentina,FALSE,0
ENG,1986,https://fbref.com/en/players/bf06d13a/Luke-Moore,England,FALSE,0
USA,1990,https://fbref.com/en/players/ff45add5/Alfredo-Morales,United States,FALSE,0
ARG,1987,https://fbref.com/en/players/f99f37fc/Maximiliano-Moralez,Argentina,FALSE,0
BRA,1986,https://fbref.com/en/players/90a2a72b/Jonathan-Moreira,Brazil,FALSE,0
ESP,1992,https://fbref.com/en/players/11b9265b/Alberto-Moreno,Spain,FALSE,0
MEX,1988,https://fbref.com/en/players/5d311e8d/Hector-Moreno,Mexico,FALSE,0
SUI,1989,https://fbref.com/en/players/02728546/Michel-Morganella,Switzerland,FALSE,0
WAL,1983,https://fbref.com/en/players/292064fa/Steve-Morison,Wales,FALSE,0
ALG,1983,https://fbref.com/en/players/b2a138bc/Mehdi-Mostefa,Algeria,FALSE,0
GER,1987,https://fbref.com/en/players/5e1df051/Nicolai-Muller,Germany,FALSE,0
ESP,1992,https://fbref.com/en/players/4db76f57/Marc-Muniesa,Spain,FALSE,0
COL,1991,https://fbref.com/en/players/eb2fe5b6/Luis-Muriel,Colombia,FALSE,0
ITA,1994,https://fbref.com/en/players/d183e9d6/Nicola-Murru,Italy,FALSE,0
ITA,1987,https://fbref.com/en/players/64788877/Gianluca-Musacci,Italy,FALSE,0
ZIM,1990,https://fbref.com/en/players/059a0231/Knowledge-Musona,Zimbabwe,FALSE,0
CMR,1986,https://fbref.com/en/players/b41e280e/Guy-Ndy-Assembe,Cameroon,FALSE,0
ESP,1980,https://fbref.com/en/players/07537011/Nacho,Spain,FALSE,0
BRA,1982,https://fbref.com/en/players/03bd0bf4/Naldo,Brazil,FALSE,0
FRA,1994,https://fbref.com/en/players/74f3f15e/Lenny-Nangis,France,FALSE,0
SRB,1993,https://fbref.com/en/players/f35430a4/Matija-Nastasic,Serbia,FALSE,0
ENG,1988,https://fbref.com/en/players/e860c42f/Kyle-Naughton,England,FALSE,0
CRC,1986,https://fbref.com/en/players/ecada4fc/Keylor-Navas,Costa Rica,FALSE,0
CMR,1982,https://fbref.com/en/players/b93ae324/Marcel-Ndjeng,Cameroon,FALSE,0
BRA,1989,https://fbref.com/en/players/a9dc785c/Neto,Brazil,FALSE,0
GER,1978,https://fbref.com/en/players/761d6dcd/Sven-Neuhaus,Germany,FALSE,0
GER,1991,https://fbref.com/en/players/682086b7/Sebastian-Neumann,Germany,FALSE,0
BRA,1990,https://fbref.com/en/players/274e3e73/Neuton,Brazil,FALSE,0
ROU,1985,https://fbref.com/en/players/3f68d948/Banel-Nicolita,Romania,FALSE,0
GER,1983,https://fbref.com/en/players/a8c27b5b/Peter-Niemeyer,Germany,FALSE,0
SRB,1985,https://fbref.com/en/players/01b63256/Pavle-Ninkov,Serbia,FALSE,0
ESP,1980,https://fbref.com/en/players/03dc5b1f/Nino,Spain,FALSE,0
ESP,1993,https://fbref.com/en/players/0bd57693/Nono,Spain,FALSE,0
ESP,1987,https://fbref.com/en/players/511e3986/Aitor-Nunez,Spain,FALSE,0
CMR,1988,https://fbref.com/en/players/97572117/Allan-Nyom,Cameroon,FALSE,0
NGA,1984,https://fbref.com/en/players/dc97300e/Christian-Obodo,Nigeria,FALSE,0
MEX,1985,https://fbref.com/en/players/1e9bde92/Guillermo-Ochoa,Mexico,FALSE,0
GER,1986,https://fbref.com/en/players/56b50161/Torsten-Oehrl,Germany,FALSE,0
BEL,1987,https://fbref.com/en/players/93c93fd1/Marvin-Ogunjimi,Belgium,FALSE,0
SWE,1988,https://fbref.com/en/players/47e41ec8/Marcus-Olsson,Sweden,FALSE,0
ALG,1993,https://fbref.com/en/players/3060f38c/Billel-Omrani,Algeria,FALSE,0
NGA,1992,https://fbref.com/en/players/17310a6c/Ogenyi-Onazi,Nigeria,FALSE,0
ESP,1988,https://fbref.com/en/players/344376b6/Manuel-Onwu,Spain,FALSE,0
HUN,1992,https://fbref.com/en/players/20030c06/Willi-Orban,Hungary,FALSE,0
ESP,1988,https://fbref.com/en/players/a38c114e/Pedro-Orfila,Spain,FALSE,0
ESP,1986,https://fbref.com/en/players/94c9f17a/Edu-Oriol,Spain,FALSE,0
ESP,1984,https://fbref.com/en/players/b1403ee6/Andrea-Orlandi,Spain,FALSE,0
VEN,1991,https://fbref.com/en/players/5c8d4f5e/Yohandry-Orozco,Venezuela,FALSE,0
ENG,1982,https://fbref.com/en/players/78142987/Bradley-Orr,England,FALSE,0
COL,1991,https://fbref.com/en/players/e5d46564/Michael-Ortega,Colombia,FALSE,0
ESP,1993,https://fbref.com/en/players/5d67b085/Jorge-Orti,Spain,FALSE,0
GER,1990,https://fbref.com/en/players/1cd87320/Matthias-Ostrzolek,Germany,FALSE,0
JPN,1990,https://fbref.com/en/players/d2299c35/Yuki-Otsu,Japan,FALSE,0
ENG,1993,https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain,England,FALSE,0
ARG,1984,https://fbref.com/en/players/04e6e152/Juan-Pablo-Carrizo,Argentina,FALSE,0
ITA,1984,https://fbref.com/en/players/5eb72339/Simone-Padoin,Italy,FALSE,0
FRA,1980,https://fbref.com/en/players/0b92fa60/Jean-Daniel-Padovani,France,FALSE,0
FRA,1990,https://fbref.com/en/players/f86ca403/Vincent-Pajot,France,FALSE,0
ESP,1992,https://fbref.com/en/players/2306bfde/Ruben-Pardo,Spain,FALSE,0
ITA,1982,https://fbref.com/en/players/56ab62f3/Francesco-Parravicini,Italy,FALSE,0
ITA,1989,https://fbref.com/en/players/d518454e/Cristian-Pasquato,Italy,FALSE,0
BRA,1982,https://fbref.com/en/players/63783925/Paulao,Brazil,FALSE,0
FRA,1986,https://fbref.com/en/players/55899662/Steven-Paulle,France,FALSE,0
POR,1985,https://fbref.com/en/players/fe11bf8f/Pedrinho,Portugal,FALSE,0
ITA,1981,https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo,Italy,FALSE,0
CZE,1989,https://fbref.com/en/players/20dbf9e0/Tomas-Pekhart,Czech Republic,FALSE,0
ITA,1985,https://fbref.com/en/players/9654d8de/Graziano-Pelle,Italy,FALSE,0
ITA,1984,https://fbref.com/en/players/4f2908e5/Federico-Peluso,Italy,FALSE,0
