Season,Squad,Comp,Country,Name,ID,Birth Year,Nation,CountryName,LgRank,MP,Gls
2020-2021,RB Salzburg,1. Bundesliga,at AUT,Karim-Adeyemi,501055d8,1979,FRA,France,1st,29,7
2021-2022,RB Salzburg,1. Bundesliga,at AUT,Karim-Adeyemi,501055d8,1979,FRA,France,1st,29,19
2022-2023,Dortmund,1. Bundesliga,de GER,Karim-Adeyemi,501055d8,1979,FRA,France,4th,5,0
2020-2021,Eupen,1. First Division A,be BEL,Emmanuel-Agbadou,75f1ed80,1984,SVN,Slovenia,12th,23,1
2021-2022,Eupen,1. First Division A,be BEL,Emmanuel-Agbadou,75f1ed80,1984,SVN,Slovenia,15th,33,5
2022-2023,Reims,1. Ligue 1,fr FRA,Emmanuel-Agbadou,75f1ed80,1984,SVN,Slovenia,15th,9,0
2017-2018,Córdoba,2. Segunda División,es ESP,Alvaro-Aguado,014aa7bd,1980,AUS,Australia,16th,16,1
2018-2019,Córdoba,2. Segunda División,es ESP,Alvaro-Aguado,014aa7bd,1980,AUS,Australia,21st,25,1
2019-2020,Numancia,2. Segunda División,es ESP,Alvaro-Aguado,014aa7bd,1980,AUS,Australia,20th,8,0
2020-2021,Fuenlabrada,2. Segunda División,es ESP,Alvaro-Aguado,014aa7bd,1980,AUS,Australia,11th,12,0
2021-2022,Valladolid,2. Segunda División,es ESP,Alvaro-Aguado,014aa7bd,1980,AUS,Australia,2nd,41,4
2022-2023,Valladolid,1. La Liga,es ESP,Alvaro-Aguado,014aa7bd,1980,AUS,Australia,13th,7,0
2017-2018,Admira,1. Bundesliga,at AUT,Emanuel-Aiwum,d810c13b,1985,FRA,France,5th,3,0
2018-2019,Admira,1. Bundesliga,at AUT,Emanuel-Aiwum,d810c13b,1985,FRA,France,10th,19,3
2019-2020,Admira,1. Bundesliga,at AUT,Emanuel-Aiwum,d810c13b,1985,FRA,France,11th,26,0
2020-2021,Admira,1. Bundesliga,at AUT,Emanuel-Aiwum,d810c13b,1985,FRA,France,11th,28,1
2021-2022,Admira,1. Bundesliga,at AUT,Emanuel-Aiwum,d810c13b,1985,FRA,France,12th,5,1
2021-2022,Rapid Wien,1. Bundesliga,at AUT,Emanuel-Aiwum,d810c13b,1985,FRA,France,5th,23,2
2022-2023,Cremonese,1. Serie A,it ITA,Emanuel-Aiwum,d810c13b,1985,FRA,France,19th,8,0
2022-2023,Elche,1. La Liga,es ESP,Alejandro-Alfaro,b907d169,1980,ENG,England,20th,1,0
2021-2022,Getafe,1. La Liga,es ESP,Angel-Algobia,acc1aefa,1991,GUY,Guyana,15th,0,
2022-2023,Getafe,1. La Liga,es ESP,Angel-Algobia,acc1aefa,1991,GUY,Guyana,16th,3,0
2017-2018,HSV U17,Jr. U17 Bundesliga,de GER,Faride-Alidou,00f518d8,1981,ITA,Italy,6th,11,7
2018-2019,HSV U19,Jr. U19 Bundesliga,de GER,Faride-Alidou,00f518d8,1981,ITA,Italy,15th,16,3
2019-2020,HSV U19,Jr. U19 Bundesliga,de GER,Faride-Alidou,00f518d8,1981,ITA,Italy,20th,13,4
2021-2022,Hamburger SV,2. 2. Bundesliga,de GER,Faride-Alidou,00f518d8,1981,ITA,Italy,3rd,23,2
2022-2023,Eint Frankfurt,1. Bundesliga,de GER,Faride-Alidou,00f518d8,1981,ITA,Italy,8th,5,0
2018-2019,Vitória,1. Primeira Liga,pt POR,Domingos-Andre-Ribeiro-Almeida,e6697917,1983,FRA,France,5th,0,
2019-2020,Vitória,1. Primeira Liga,pt POR,Domingos-Andre-Ribeiro-Almeida,e6697917,1983,FRA,France,7th,8,1
2020-2021,Vitória,1. Primeira Liga,pt POR,Domingos-Andre-Ribeiro-Almeida,e6697917,1983,FRA,France,7th,30,2
2021-2022,Vitória,1. Primeira Liga,pt POR,Domingos-Andre-Ribeiro-Almeida,e6697917,1983,FRA,France,6th,31,0
2022-2023,Vitória,1. Primeira Liga,pt POR,Domingos-Andre-Ribeiro-Almeida,e6697917,1983,FRA,France,9th,3,0
2022-2023,Valencia,1. La Liga,es ESP,Domingos-Andre-Ribeiro-Almeida,e6697917,1983,FRA,France,7th,5,1
2019,Defensor,1. Primera División,uy URU,Gaston-Alvarez,852ddfb8,1985,URU,Uruguay,11th,23,1
2020,Defensor,1. Primera División,uy URU,Gaston-Alvarez,852ddfb8,1985,URU,Uruguay,12th,8,0
2021,Boston River,1. Primera División,uy URU,Gaston-Alvarez,852ddfb8,1985,URU,Uruguay,11th,19,2
2021-2022,Getafe,1. La Liga,es ESP,Gaston-Alvarez,852ddfb8,1985,URU,Uruguay,15th,0,
2022-2023,Getafe,1. La Liga,es ESP,Gaston-Alvarez,852ddfb8,1985,URU,Uruguay,16th,5,2
2018-2019,River Plate,1. Primera Div,ar ARG,Julian-Alvarez,15ab5a2b,1988,ITA,Italy,4th,5,1
2019-2020,River Plate,1. Primera Div,ar ARG,Julian-Alvarez,15ab5a2b,1988,ITA,Italy,2nd,7,0
2021,River Plate,1. Primera Div,ar ARG,Julian-Alvarez,15ab5a2b,1988,ITA,Italy,1st,21,18
2022,River Plate,1. Primera Div,ar ARG,Julian-Alvarez,15ab5a2b,1988,ITA,Italy,2nd,5,3
2022-2023,Manchester City,1. Premier League,eng ENG,Julian-Alvarez,15ab5a2b,1988,ITA,Italy,2nd,7,2
2020,Peñarol,1. Primera División,uy URU,Agustin-Alvarez-Martinez,ab472696,1976,ITA,Italy,3rd,23,3
2021,Peñarol,1. Primera División,uy URU,Agustin-Alvarez-Martinez,ab472696,1976,ITA,Italy,1st,25,13
2022,Peñarol,1. Primera División,uy URU,Agustin-Alvarez-Martinez,ab472696,1976,ITA,Italy,8th,14,1
2022-2023,Sassuolo,1. Serie A,it ITA,Agustin-Alvarez-Martinez,ab472696,1976,ITA,Italy,9th,6,1
2020-2021,Hellas Verona,1. Serie A,it ITA,Bruno-Amione,2df7cc43,1982,GAB,Gabon,10th,0,
2021-2022,US Reggina,2. Serie B,it ITA,Bruno-Amione,2df7cc43,1982,GAB,Gabon,14th,16,0
2022-2023,Hellas Verona,1. Serie A,it ITA,Bruno-Amione,2df7cc43,1982,GAB,Gabon,18th,1,0
2022-2023,Sampdoria,1. Serie A,it ITA,Bruno-Amione,2df7cc43,1982,GAB,Gabon,20th,0,
2012-2013,Radnički Krag,1. SuperLiga,rs SRB,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,13th,5,0
2013-2014,Radnički Krag,1. SuperLiga,rs SRB,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,13th,19,1
2014-2015,OFK Beograd,1. SuperLiga,rs SRB,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,8th,13,0
2015-2016,OFK Beograd,1. SuperLiga,rs SRB,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,15th,26,7
2016-2017,Belenenses,1. Primeira Liga,pt POR,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,14th,8,0
2017-2018,Inter Zaprešić,1. 1. HNL,hr CRO,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,7th,17,8
2018-2019,Inter Zaprešić,1. 1. HNL,hr CRO,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,8th,17,10
2018-2019,Dinamo Zagreb,1. 1. HNL,hr CRO,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,1st,14,4
2019-2020,Inter Zaprešić,1. 1. HNL,hr CRO,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,10th,14,3
2019-2020,Dinamo Zagreb,1. 1. HNL,hr CRO,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,1st,0,
2020-2021,Ufa,1. Premier League,ru RUS,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,13th,16,3
2020-2021,Dinamo Zagreb,1. 1. HNL,hr CRO,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,1st,3,2
2021-2022,Dinamo Zagreb,1. 1. HNL,hr CRO,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,1st,25,6
2022-2023,Clermont Foot,1. Ligue 1,fr FRA,Komnen-Andric,af3ddb2e,1981,NED,Netherlands,8th,10,2
2014,Godoy Cruz,1. Primera Div,ar ARG,Fabrizio-Angileri,fdd26d71,1979,ENG,England,16th,6,0
2015,Godoy Cruz,1. Primera Div,ar ARG,Fabrizio-Angileri,fdd26d71,1979,ENG,England,22nd,15,2
2016,Godoy Cruz,1. Primera Div,ar ARG,Fabrizio-Angileri,fdd26d71,1979,ENG,England,2nd,4,0
2016-2017,Godoy Cruz,1. Primera Div,ar ARG,Fabrizio-Angileri,fdd26d71,1979,ENG,England,14th,18,1
2017-2018,Godoy Cruz,1. Primera Div,ar ARG,Fabrizio-Angileri,fdd26d71,1979,ENG,England,2nd,23,0
2018-2019,Godoy Cruz,1. Primera Div,ar ARG,Fabrizio-Angileri,fdd26d71,1979,ENG,England,14th,19,0
2019-2020,River Plate,1. Primera Div,ar ARG,Fabrizio-Angileri,fdd26d71,1979,ENG,England,2nd,4,0
2021,River Plate,1. Primera Div,ar ARG,Fabrizio-Angileri,fdd26d71,1979,ENG,England,1st,12,0
2022-2023,Getafe,1. La Liga,es ESP,Fabrizio-Angileri,fdd26d71,1979,ENG,England,16th,5,0
2020-2021,Bournemouth,2. Championship,eng ENG,Jaidon-Anthony,e4238fb1,1991,NED,Netherlands,6th,5,0
2021-2022,Bournemouth,2. Championship,eng ENG,Jaidon-Anthony,e4238fb1,1991,NED,Netherlands,2nd,45,8
2022-2023,Bournemouth,1. Premier League,eng ENG,Jaidon-Anthony,e4238fb1,1991,NED,Netherlands,8th,6,1
2018-2019,Shakhtar,1. Premier League,ua UKR,Marcos-Antonio,108fe016,1980,ESP,Spain,1st,8,0
2019-2020,Shakhtar,1. Premier League,ua UKR,Marcos-Antonio,108fe016,1980,ESP,Spain,1st,21,2
2020-2021,Shakhtar,1. Premier League,ua UKR,Marcos-Antonio,108fe016,1980,ESP,Spain,2nd,23,2
2021-2022,Shakhtar,1. Premier League,ua UKR,Marcos-Antonio,108fe016,1980,ESP,Spain,1st,17,1
2022-2023,Lazio,1. Serie A,it ITA,Marcos-Antonio,108fe016,1980,ESP,Spain,4th,6,0
2018,São Paulo,1. Série A,br BRA,Antony,99127249,1979,GER,Germany,5th,3,0
2019,São Paulo,1. Série A,br BRA,Antony,99127249,1979,GER,Germany,6th,29,4
2020-2021,Ajax,1. Eredivisie,nl NED,Antony,99127249,1979,GER,Germany,1st,32,9
2021-2022,Ajax,1. Eredivisie,nl NED,Antony,99127249,1979,GER,Germany,1st,23,8
2022-2023,Ajax,1. Eredivisie,nl NED,Antony,99127249,1979,GER,Germany,2nd,2,1
2022-2023,Manchester Utd,1. Premier League,eng ENG,Antony,99127249,1979,GER,Germany,5th,3,3
2016-2017,Charlton Ath,3. League One,eng ENG,Joe-Aribo,328f7d51,1984,NIR,Northern Ireland,13th,19,0
2017-2018,Charlton Ath,3. League One,eng ENG,Joe-Aribo,328f7d51,1984,NIR,Northern Ireland,6th,26,5
2018-2019,Charlton Ath,3. League One,eng ENG,Joe-Aribo,328f7d51,1984,NIR,Northern Ireland,3rd,36,9
2019-2020,Rangers,1. Premiership,sct SCO,Joe-Aribo,328f7d51,1984,NIR,Northern Ireland,2nd,27,3
2020-2021,Rangers,1. Premiership,sct SCO,Joe-Aribo,328f7d51,1984,NIR,Northern Ireland,1st,31,7
2021-2022,Rangers,1. Premiership,sct SCO,Joe-Aribo,328f7d51,1984,NIR,Northern Ireland,2nd,34,8
2022-2023,Southampton,1. Premier League,eng ENG,Joe-Aribo,328f7d51,1984,NIR,Northern Ireland,17th,9,2
2022-2023,Valladolid,1. La Liga,es ESP,Roberto-Arroyo,6091cf45,1980,CRO,Croatia,13th,1,0
2006-2007,Watford,1. Premier League,eng ENG,Cedric-Avinel,a94d93be,1981,ITA,Italy,20th,1,0
2007-2008,Stafford Rangers,5. Conf Premier,eng ENG,Cedric-Avinel,a94d93be,1981,ITA,Italy,23rd,8,0
2011-2012,Clermont Foot,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,5th,27,1
2012-2013,Clermont Foot,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,14th,34,2
2013-2014,Clermont Foot,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,14th,28,1
2014-2015,Clermont Foot,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,12th,34,3
2015-2016,Clermont Foot,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,7th,27,0
2016-2017,Clermont Foot,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,14th,32,0
2017-2018,Ajaccio,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,3rd,37,2
2018-2019,Ajaccio,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,17th,34,3
2019-2020,Ajaccio,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,3rd,28,0
2020-2021,Ajaccio,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,13th,32,0
2021-2022,Ajaccio,2. Ligue 2,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,2nd,27,0
2022-2023,Ajaccio,1. Ligue 1,fr FRA,Cedric-Avinel,a94d93be,1981,ITA,Italy,18th,6,1
2013-2014,Vojvodina,1. SuperLiga,rs SRB,Srdjan-Babic,075fe5a3,1978,ITA,Italy,4th,8,0
2014-2015,Vojvodina,1. SuperLiga,rs SRB,Srdjan-Babic,075fe5a3,1978,ITA,Italy,4th,24,0
2016-2017,Reus,2. Segunda División,es ESP,Srdjan-Babic,075fe5a3,1978,ITA,Italy,11th,11,1
2017-2018,Red Star,1. SuperLiga,rs SRB,Srdjan-Babic,075fe5a3,1978,ITA,Italy,1st,25,1
2018-2019,Red Star,1. SuperLiga,rs SRB,Srdjan-Babic,075fe5a3,1978,ITA,Italy,1st,21,3
2019-2020,Red Star,1. SuperLiga,rs SRB,Srdjan-Babic,075fe5a3,1978,ITA,Italy,1st,11,3
2020-2021,Famalicão,1. Primeira Liga,pt POR,Srdjan-Babic,075fe5a3,1978,ITA,Italy,9th,27,1
2020-2021,Red Star,1. SuperLiga,rs SRB,Srdjan-Babic,075fe5a3,1978,ITA,Italy,1st,0,
2021-2022,Red Star,1. SuperLiga,rs SRB,Srdjan-Babic,075fe5a3,1978,ITA,Italy,1st,3,0
2021-2022,Almería,2. Segunda División,es ESP,Srdjan-Babic,075fe5a3,1978,ITA,Italy,1st,37,1
2022-2023,Almería,1. La Liga,es ESP,Srdjan-Babic,075fe5a3,1978,ITA,Italy,15th,8,1
2014-2015,Defensor,1. Primera División,uy URU,Jaime-Baez,dfd24c07,1978,GER,Germany,5th,6,1
2014-2015,Juventud,1. Primera División,uy URU,Jaime-Baez,dfd24c07,1978,GER,Germany,6th,14,5
2015-2016,Juventud,1. Primera División,uy URU,Jaime-Baez,dfd24c07,1978,GER,Germany,13th,1,0
2015-2016,Fiorentina,1. Serie A,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,5th,0,
2015-2016,Livorno,2. Serie B,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,20th,13,0
2016-2017,Spezia,2. Serie B,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,8th,24,1
2017-2018,Pescara,2. Serie B,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,17th,14,0
2018-2019,Cosenza,2. Serie B,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,10th,25,1
2019-2020,Cosenza,2. Serie B,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,15th,36,6
2020-2021,Cosenza,2. Serie B,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,17th,18,1
2020-2021,Cremonese,2. Serie B,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,13th,18,1
2021-2022,Cremonese,2. Serie B,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,2nd,34,4
2022-2023,Cremonese,1. Serie A,it ITA,Jaime-Baez,dfd24c07,1978,GER,Germany,19th,2,0
2018-2019,Club Brugge,1. First Division A,be BEL,Brandon-Baiye,7e3e825e,1990,GAB,Gabon,2nd,1,0
2019-2020,Clermont Foot,2. Ligue 2,fr FRA,Brandon-Baiye,7e3e825e,1990,GAB,Gabon,5th,0,
2022-2023,Clermont Foot,1. Ligue 1,fr FRA,Brandon-Baiye,7e3e825e,1990,GAB,Gabon,8th,5,0
2021-2022,Liverpool,Jr. PL2 — Div. 1,eng ENG,Stefan-Bajcetic,32e8417f,1986,GER,Germany,4th,3,0
2022-2023,Liverpool U21,Jr. PL2 — Div. 1,eng ENG,Stefan-Bajcetic,32e8417f,1986,GER,Germany,6th,4,0
2022-2023,Liverpool,1. Premier League,eng ENG,Stefan-Bajcetic,32e8417f,1986,GER,Germany,10th,1,0
2021-2022,Le Havre,2. Ligue 2,fr FRA,Thierno-Balde,3975195f,1983,KVX,Kosovo,8th,31,0
2022-2023,Troyes,1. Ligue 1,fr FRA,Thierno-Balde,3975195f,1983,KVX,Kosovo,12th,7,0
2021-2022,Lille,1. Ligue 1,fr FRA,Carlos-Baleba,a1390d2f,1984,ENG,England,10th,0,
2022-2023,Lille,1. Ligue 1,fr FRA,Carlos-Baleba,a1390d2f,1984,ENG,England,7th,2,0
2019-2020,Arsenal Tula,1. Premier League,ru RUS,Lameck-Banda,8a6de8c7,1988,ARG,Argentina,8th,9,0
2020-2021,Arsenal Tula,1. Premier League,ru RUS,Lameck-Banda,8a6de8c7,1988,ARG,Argentina,14th,2,0
2021-2022,Arsenal Tula,1. Premier League,ru RUS,Lameck-Banda,8a6de8c7,1988,ARG,Argentina,16th,0,
2022-2023,Lecce,1. Serie A,it ITA,Lameck-Banda,8a6de8c7,1988,ARG,Argentina,16th,9,0
2010-2011,Troyes,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,16th,2,0
2011-2012,Troyes,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,3rd,7,0
2013-2014,Troyes,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,10th,3,0
2014-2015,Troyes,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,1st,1,0
2016-2017,Orléans,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,18th,37,3
2017-2018,Auxerre,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,11th,9,2
2018-2019,Auxerre,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,15th,17,1
2019-2020,Auxerre,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,11th,25,0
2020-2021,Ajaccio,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,13th,35,5
2021-2022,Ajaccio,2. Ligue 2,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,2nd,22,1
2022-2023,Ajaccio,1. Ligue 1,fr FRA,Mickael-Barreto,e3844ecb,1981,ARG,Argentina,18th,2,0
2021-2022,Ascoli,2. Serie B,it ITA,Federico-Baschirotto,5a08ee41,1975,ITA,Italy,6th,30,4
2022-2023,Lecce,1. Serie A,it ITA,Federico-Baschirotto,5a08ee41,1975,ITA,Italy,16th,9,0
2017-2018,Lens,2. Ligue 2,fr FRA,Cyrille-Bayala,20e0dd86,1988,ESP,Spain,14th,28,3
2018-2019,Lens,2. Ligue 2,fr FRA,Cyrille-Bayala,20e0dd86,1988,ESP,Spain,5th,7,0
2018-2019,Sochaux,2. Ligue 2,fr FRA,Cyrille-Bayala,20e0dd86,1988,ESP,Spain,16th,14,2
2019-2020,Ajaccio,2. Ligue 2,fr FRA,Cyrille-Bayala,20e0dd86,1988,ESP,Spain,3rd,27,3
2020-2021,Lens,1. Ligue 1,fr FRA,Cyrille-Bayala,20e0dd86,1988,ESP,Spain,7th,0,
2020-2021,Ajaccio,2. Ligue 2,fr FRA,Cyrille-Bayala,20e0dd86,1988,ESP,Spain,13th,14,2
2021-2022,Ajaccio,2. Ligue 2,fr FRA,Cyrille-Bayala,20e0dd86,1988,ESP,Spain,2nd,21,2
2022-2023,Ajaccio,1. Ligue 1,fr FRA,Cyrille-Bayala,20e0dd86,1988,ESP,Spain,18th,10,1
2019-2020,Manchester City,Jr. PL2 — Div. 1,eng ENG,Gavin-Bazunu,c91441dc,1988,FRA,France,9th,14,0
2020-2021,Rochdale,3. League One,eng ENG,Gavin-Bazunu,c91441dc,1988,FRA,France,21st,29,0
2021-2022,Portsmouth,3. League One,eng ENG,Gavin-Bazunu,c91441dc,1988,FRA,France,10th,44,0
2022-2023,Southampton,1. Premier League,eng ENG,Gavin-Bazunu,c91441dc,1988,FRA,France,17th,9,0
2022-2023,Spezia,1. Serie A,it ITA,Julius-Beck,e892c325,1980,GER,Germany,14th,1,0
2017-2018,Auxerre,2. Ligue 2,fr FRA,Yanis-Begraoui,5e6355f8,1974,GER,Germany,11th,4,0
2018-2019,Auxerre,2. Ligue 2,fr FRA,Yanis-Begraoui,5e6355f8,1974,GER,Germany,15th,7,0
2019-2020,Auxerre,2. Ligue 2,fr FRA,Yanis-Begraoui,5e6355f8,1974,GER,Germany,11th,3,0
2020-2021,Auxerre,2. Ligue 2,fr FRA,Yanis-Begraoui,5e6355f8,1974,GER,Germany,6th,19,2
2021-2022,Toulouse,2. Ligue 2,fr FRA,Yanis-Begraoui,5e6355f8,1974,GER,Germany,1st,24,0
2022-2023,Toulouse,1. Ligue 1,fr FRA,Yanis-Begraoui,5e6355f8,1974,GER,Germany,11th,1,0
2019-2020,Caen,2. Ligue 2,fr FRA,Alexis-Beka-Beka,4a5e83ad,1981,ARG,Argentina,13th,5,0
2020-2021,Caen,2. Ligue 2,fr FRA,Alexis-Beka-Beka,4a5e83ad,1981,ARG,Argentina,17th,25,1
2021-2022,Loko Moscow,1. Premier League,ru RUS,Alexis-Beka-Beka,4a5e83ad,1981,ARG,Argentina,6th,19,0
2022-2023,Loko Moscow,1. Premier League,ru RUS,Alexis-Beka-Beka,4a5e83ad,1981,ARG,Argentina,14th,2,0
2022-2023,Nice,1. Ligue 1,fr FRA,Alexis-Beka-Beka,4a5e83ad,1981,ARG,Argentina,13th,7,0
2016-2017,RB Salzburg,1. Bundesliga,at AUT,Mergim-Berisha,eb6e14be,1986,FRA,France,1st,1,0
2017-2018,LASK,1. Bundesliga,at AUT,Mergim-Berisha,eb6e14be,1986,FRA,France,4th,18,5
2018-2019,Magdeburg,2. 2. Bundesliga,de GER,Mergim-Berisha,eb6e14be,1986,FRA,France,17th,4,0
2018-2019,SCR Altach,1. Bundesliga,at AUT,Mergim-Berisha,eb6e14be,1986,FRA,France,9th,14,7
2019-2020,SCR Altach,1. Bundesliga,at AUT,Mergim-Berisha,eb6e14be,1986,FRA,France,7th,17,7
2019-2020,RB Salzburg,1. Bundesliga,at AUT,Mergim-Berisha,eb6e14be,1986,FRA,France,1st,8,1
2020-2021,RB Salzburg,1. Bundesliga,at AUT,Mergim-Berisha,eb6e14be,1986,FRA,France,1st,28,14
2021-2022,RB Salzburg,1. Bundesliga,at AUT,Mergim-Berisha,eb6e14be,1986,FRA,France,1st,2,1
2021-2022,Fenerbahçe,1. Süper Lig,tr TUR,Mergim-Berisha,eb6e14be,1986,FRA,France,2nd,22,4
2022-2023,Fenerbahçe,1. Süper Lig,tr TUR,Mergim-Berisha,eb6e14be,1986,FRA,France,6th,1,1
2022-2023,Augsburg,1. Bundesliga,de GER,Mergim-Berisha,eb6e14be,1986,FRA,France,10th,4,1
2022-2023,Bournemouth,1. Premier League,eng ENG,Owen-Bevan,87966294,1990,FRA,France,8th,1,0
2022-2023,Yeovil Town,5. National League,eng ENG,Owen-Bevan,87966294,1990,FRA,France,17th,5,0
2018-2019,CSKA Moscow,1. Premier League,ru RUS,Jaka-Bijol,6fdac234,1981,GER,Germany,4th,23,4
2019-2020,CSKA Moscow,1. Premier League,ru RUS,Jaka-Bijol,6fdac234,1981,GER,Germany,4th,25,1
2020-2021,Hannover 96,2. 2. Bundesliga,de GER,Jaka-Bijol,6fdac234,1981,GER,Germany,13th,30,0
2020-2021,CSKA Moscow,1. Premier League,ru RUS,Jaka-Bijol,6fdac234,1981,GER,Germany,6th,5,0
2021-2022,CSKA Moscow,1. Premier League,ru RUS,Jaka-Bijol,6fdac234,1981,GER,Germany,5th,28,1
2022-2023,Udinese,1. Serie A,it ITA,Jaka-Bijol,6fdac234,1981,GER,Germany,5th,6,2
2016-2017,Pisa,2. Serie B,it ITA,Samuele-Birindelli,204ac005,1986,ITA,Italy,22nd,7,0
2019-2020,Pisa,2. Serie B,it ITA,Samuele-Birindelli,204ac005,1986,ITA,Italy,9th,28,2
2020-2021,Pisa,2. Serie B,it ITA,Samuele-Birindelli,204ac005,1986,ITA,Italy,14th,35,2
2021-2022,Pisa,2. Serie B,it ITA,Samuele-Birindelli,204ac005,1986,ITA,Italy,3rd,36,1
2022-2023,Monza,1. Serie A,it ITA,Samuele-Birindelli,204ac005,1986,ITA,Italy,12th,9,0
2015-2016,Partizan,1. SuperLiga,rs SRB,Veljko-Birmancevic,636247ca,1987,URU,Uruguay,2nd,3,0
2017-2018,Rad,1. SuperLiga,rs SRB,Veljko-Birmancevic,636247ca,1987,URU,Uruguay,13th,11,1
2018-2019,Čukarički,1. SuperLiga,rs SRB,Veljko-Birmancevic,636247ca,1987,URU,Uruguay,4th,25,0
2019-2020,Čukarički,1. SuperLiga,rs SRB,Veljko-Birmancevic,636247ca,1987,URU,Uruguay,6th,26,2
2020-2021,Čukarički,1. SuperLiga,rs SRB,Veljko-Birmancevic,636247ca,1987,URU,Uruguay,3rd,22,9
2021,Malmö,1. Allsvenskan,se SWE,Veljko-Birmancevic,636247ca,1987,URU,Uruguay,1st,28,9
2022,Malmö,1. Allsvenskan,se SWE,Veljko-Birmancevic,636247ca,1987,URU,Uruguay,6th,18,5
2022-2023,Toulouse,1. Ligue 1,fr FRA,Veljko-Birmancevic,636247ca,1987,URU,Uruguay,11th,3,0
2014-2015,Slaven Belupo,1. 1. HNL,hr CRO,Kristijan-Bistrovic,79370f8c,1985,ENG,England,6th,1,0
2015-2016,Slaven Belupo,1. 1. HNL,hr CRO,Kristijan-Bistrovic,79370f8c,1985,ENG,England,7th,0,
2016-2017,Slaven Belupo,1. 1. HNL,hr CRO,Kristijan-Bistrovic,79370f8c,1985,ENG,England,7th,2,0
2017-2018,Slaven Belupo,1. 1. HNL,hr CRO,Kristijan-Bistrovic,79370f8c,1985,ENG,England,6th,12,0
2017-2018,CSKA Moscow,1. Premier League,ru RUS,Kristijan-Bistrovic,79370f8c,1985,ENG,England,2nd,7,0
2018-2019,CSKA Moscow,1. Premier League,ru RUS,Kristijan-Bistrovic,79370f8c,1985,ENG,England,4th,20,2
2019-2020,CSKA Moscow,1. Premier League,ru RUS,Kristijan-Bistrovic,79370f8c,1985,ENG,England,4th,28,1
2020-2021,Kasımpaşa,1. Süper Lig,tr TUR,Kristijan-Bistrovic,79370f8c,1985,ENG,England,14th,20,0
2020-2021,CSKA Moscow,1. Premier League,ru RUS,Kristijan-Bistrovic,79370f8c,1985,ENG,England,6th,14,2
2021-2022,CSKA Moscow,1. Premier League,ru RUS,Kristijan-Bistrovic,79370f8c,1985,ENG,England,5th,6,1
2021-2022,Fatih Karagümrük,1. Süper Lig,tr TUR,Kristijan-Bistrovic,79370f8c,1985,ENG,England,8th,18,1
