c58270f8,Senegal,1982
dd8ab3d6,France,1979
341a40ef,Belgium,1983
4d801075,Argentina,1980
35163a80,Italy,1976
2ac01901,Argentina,1980
1e13e03e,Italy,1978
d9129797,England,1981
81d63375,England,1987
3e3b2fbd,England,1974
035c1d09,Italy,1992
bbc1db07,Spain,1980
a6de370d,Spain,1991
356c9002,Italy,1987
18c74b8d,Spain,1988
b493db11,Spain,1981
e171f762,Italy,1985
46ed55b6,Italy,1981
fb62ab99,France,1983
69697a6d,Spain,1978
4933a2f2,Spain,1988
5acc4a10,France,1988
c6c0c0d4,France,1979
54e53b7e,Italy,1993
43973944,Italy,1981
5bd72174,Italy,1987
61e267c5,Italy,1981
436bdb76,Argentina,1979
91ef929d,Norway,1979
0d863fdc,Brazil,1986
1a57850b,Portugal,1982
6738f3c6,Spain,1987
8cee70e5,Spain,1990
71e8d6b0,Spain,1975
f3041886,Australia,1983
eb0ae1e9,Ireland,1976
d0ebce19,England,1978
17f5a888,France,1981
223f8202,France,1988
ab7263c1,England,1981
b581987a,England,1989
26decaf0,Italy,1980
3e1550ee,England,1985
81b906e7,Portugal,1982
57e7081e,Portugal,1978
73cd0a2a,Spain,1985
0d72be2a,Italy,1989
008925bf,Italy,1978
1ef6f38d,Spain,1987
1ddbb0da,Spain,1981
ab6daa16,Spain,1976
f3d0d85e,Italy,1983
d0ed4d32,Italy,1982
d607e02f,Italy,1977
36281ecb,Italy,1975
be445f85,Italy,1979
638dc43b,Croatia,1986
37d0048f,Portugal,1988
8cc3d96e,Uruguay,1984
3ddc0a25,Spain,1982
68829001,Germany,1987
ea2434db,Portugal,1983
ac0a9088,Spain,1985
89e4b358,Northern Ireland,1989
538e77d5,England,1988
527f063d,Uruguay,1987
d34453a9,Argentina,1983
e2e9c250,Spain,1984
e1d326d9,Brazil,1980
10e858b6,Italy,1983
4261b6d5,Slovakia,1983
71672fa0,Czech Republic,1982
a39b23eb,Spain,1984
a3a54f6d,Germany,1988
9b9c9388,Spain,1987
3d9c1055,Uruguay,1991
5370cba7,Italy,1987
757bd109,Spain,1984
2ebb9df6,Spain,1983
c1d18f10,Slovenia,1982
f619413f,Brazil,1979
d530ac16,Argentina,1982
646e10fd,France,1978
8e78de2d,Morocco,1982
bb300266,Morocco,1986
2d7531f1,Tunisia,1983
d6b7a972,France,1980
790ca5f3,Morocco,1984
b3b7f5a6,United States,1990
f1df248c,France,1987
676f422b,Greece,1980
80e4c841,Cameroon,1985
5180be7d,Mali,1977
88189b42,Italy,1986
3e32a24a,United States,1979
decc912b,France,1992
5824ef34,Uruguay,1980
683e9dbc,France,1981
991b2cec,Spain,1985
95825cf2,Spain,1987
e85fb9b8,Italy,1984
1891864b,Morocco,1988
5cbb464e,France,1979
3bf30a4f,Romania,1980
28375a19,Morocco,1984
5e5ecc12,Brazil,1978
1d5a68fe,Spain,1985
d9fa272a,South Korea,1985
49b05a83,South Korea,1988
2ce3dc98,France,1984
9e4e6402,Brazil,1980
ae64d449,Italy,1986
6e17c802,Turkey,1992
4d85b73c,Spain,1982
4fe329a7,France,1978
40f3ff51,Senegal,1985
83a2bb30,France,1987
71bc7742,Argentina,1983
2b91cf8e,Ireland,1989
1bf7f157,United States,1983
612cb8d3,Germany,1991
06cb3efe,France,1984
6cc7e81b,France,1983
6cdd8245,England,1989
450ad405,France,1985
6e110b50,Italy,1985
812088cd,Spain,1982
771fa9b8,Romania,1981
c4065f40,France,1992
4e7d66f8,France,1984
5b37ba7a,Israel,1988
d1b983de,Israel,1984
963a9201,England,1989
be091289,England,1980
51b2effb,England,1983
2c2f117b,England,1981
0420d84f,Ireland,1988
3d3610ee,France,1974
b89cd819,Wales,1980
c61f1719,Wales,1983
0566f8a9,Wales,1988
78b3399f,Argentina,1982
d9d4e0c0,Argentina,1981
6fa12b44,Spain,1979
e41ba477,Italy,1980
2212dd4e,Spain,1984
d7a5f9ce,Italy,1978
3e99c613,Germany,1985
3f5b4635,France,1985
062b01b9,Guinea,1987
15a21c79,Germany,1990
25df5a0d,Italy,1979
dec20583,Italy,1980
a86da3b4,France,1985
28a7e81c,England,1990
829d5d0d,Italy,1982
a6951bf8,France,1991
853b902b,Colombia,1976
fbba0b1d,Chile,1979
6ceef869,Croatia,1986
46d0c528,Spain,1983
4798bc33,Spain,1981
d50232c1,Italy,1976
a8dbcf66,Spain,1982
1e29bc5c,France,1982
99d15abd,Spain,1979
0ab81317,Italy,1984
70fd593e,Italy,1980
a190d597,Spain,1988
18736214,Brazil,1983
50e14b3c,Morocco,1986
cd7325e1,Portugal,1981
8f747a86,Argentina,1985
0168069e,Mali,1980
62317599,Ivory Coast,1985
4661fcbc,Mali,1989
80e389fb,France,1972
ef8ae23b,France,1986
0ef89a37,Brazil,1992
6124c209,Ireland,1987
573e5dd2,England,1975
2f6dd6a3,Scotland,1981
bb2d18be,Spain,1987
09089343,Argentina,1975
0913c971,Brazil,1980
3872a972,Italy,1990
823a6cc9,Brazil,1977
35dd6d80,Italy,1986
81da94e5,Spain,1984
f48570a0,France,1991
73d9bdc7,England,1981
ba027002,Spain,1982
0ab1f153,Colombia,1988
df77463a,Italy,1973
1222ab35,Spain,1981
75751c99,Spain,1984
40ca7873,Italy,1985
4d70a1a0,France,1986
7a469087,Italy,1982
060606ec,Italy,1991
78853b7b,France,1986
90484146,Belgium,1978
15128a4f,Senegal,1977
3858e611,Italy,1979
8cea6319,Brazil,1984
561dc078,Italy,1983
d5fe3aa1,France,1979
5a529d5a,France,1981
52105203,England,1987
fd2bc67d,Brazil,1983
a5876fca,France,1986
6bff8a73,Switzerland,1991
1118715f,Greece,1983
96e0490d,Italy,1989
49e7b005,Argentina,1984
43de9750,Germany,1989
607fb965,England,1985
2f726a89,England,1977
3de91e73,England,1988
522b6d6c,Wales,1979
4771114f,England,1983
bdc1a432,Italy,1986
952a03fe,France,1987
532d2690,Italy,1983
83228343,Italy,1977
e74f0e59,Italy,1988
ed16a617,Romania,1986
8242a7ad,Spain,1983
92232aad,France,1985
823fb255,Brazil,1978
f1e8372d,England,1982
854ee61a,Martinique,1991
910443f6,Switzerland,1983
5171db60,Iran,1986
eb525f4a,Spain,1981
1026f88d,Spain,1984
ce1ace0d,Italy,1981
80bc263c,Italy,1974
9b0dac73,Ireland,1976
49ae4072,England,1991
26517f81,Argentina,1981
e9fcd780,Italy,1987
30d6ed0b,Italy,1985
111c3236,England,1989
40019289,France,1981
8aa604d1,Italy,1978
f7ee69fb,Belgium,1987
605bba68,Ivory Coast,1981
e9c7102a,Argentina,1980
59f3b22d,Norway,1986
035aa51c,France,1978
81c7d697,England,1988
523d9de6,United States,1983
2f07dee0,Brazil,1988
3b64f69d,Argentina,1981
98ee8a67,Netherlands,1970
41473b67,Netherlands,1983
193ed0c0,England,1986
4e133a88,Switzerland,1988
1a50eab9,France,1980
c5fd02d9,France,1979
edcacfba,Haiti,1979
02b2937c,Italy,1987
d7d32194,Italy,1991
8af9e002,France,1985
19cda00b,Argentina,1988
e0edcd05,Italy,1976
45f26945,Italy,1977
549c6ba7,Argentina,1989
dfa05223,Italy,1976
95cfe655,Mali,1988
8c8b5071,France,1986
84340e6d,Senegal,1984
2db38ed0,Mali,1985
e5eb4ab4,France,1987
6bc6f173,Mali,1989
cb5af1af,Italy,1983
b7d082af,Senegal,1987
1b34cca1,Mali,1983
acc326da,Senegal,1977
9b74ce00,France,1981
79584585,France,1985
4a6c3ade,Mali,1981
9c337a2f,Mali,1984
873e2abf,Brazil,1979
d45a265f,France,1991
7bafc1d6,Guinea,1975
c1de9074,Senegal,1978
c9112443,Argentina,1979
b7209bcc,Spain,1982
d012eb0c,Germany,1984
d3096421,Germany,1990
d2aa8ac0,France,1983
255a478a,Brazil,1985
6873f3bc,Germany,1989
557f1466,France,1986
701d7cac,South Africa,1984
df1ea4bb,Serbia,1984
8da138d9,Uruguay,1983
aac8c5ac,Spain,1989
7329018e,Senegal,1986
002d06bb,France,1977
59feef54,Ivory Coast,1986
b3ed818e,Ivory Coast,1986
b8673e18,Switzerland,1987
d5c35223,Spain,1980
cd0a9411,Spain,1989
bbb66f34,Argentina,1981
b85adf53,Spain,1990
cc2d9767,Spain,1986
822aad0c,Italy,1980
3169af41,Italy,1983
22051fbe,Italy,1990
568d84b2,Italy,1981
b8be3693,Brazil,1979
eeb032db,Scotland,1987
4411f23b,Brazil,1980
7dba6233,Mexico,1989
91872dec,Mexico,1990
3ae59b9c,Italy,1981
6421dd73,Togo,1988
65df6f31,France,1980
e208bcc8,Ivory Coast,1992
29a506e1,Mali,1989
b13c4620,England,1984
93b41c46,Ireland,1985
c4689de2,Ireland,1983
7ab82833,Serbia,1975
a5cd894b,Senegal,1985
1a992676,Germany,1993
3d512ff2,Netherlands,1987
fbf83734,France,1989
e4a30d8c,Czech Republic,1979
945dea33,Ivory Coast,1978
83877c7c,Argentina,1986
e0e46890,France,1987
0a1f8ddf,France,1978
13d41642,Portugal,1980
b4df83d6,Germany,1993
1064659d,Poland,1973
afe5aff7,Poland,1983
057a6936,Ireland,1979
1a5d127b,Italy,1991
50994746,France,1982
b52a47be,Denmark,1985
7ecdf483,England,1979
6cbc015d,Ireland,1979
44944ca7,Argentina,1979
90b5a2f2,England,1978
3bb7f478,Bosnia and Herzegovina,1986
756959aa,Switzerland,1986
b35fe1d6,Serbia,1977
2bb4411f,Wales,1988
9dfe6a3f,England,1986
c56ab2cd,Germany,1978
6d66654d,France,1984
1bfae04c,Ivory Coast,1983
5d83b302,England,1990
72a0fb65,Gabon,1988
a9a4b943,Armenia,1986
a518d04a,Ghana,1988
5a325298,Italy,1986
14bf51f0,Brazil,1986
1955f68d,Portugal,1982
13853c88,Brazil,1976
97e543df,Brazil,1981
cb2d343d,Brazil,1991
9961eefb,Wales,1986
270efb21,Wales,1982
5a3ba1cf,Germany,1983
505fad72,Switzerland,1981
de07ca1e,Uruguay,1981
f143b126,France,1979
0a9df801,Germany,1982
84a56158,Germany,1984
f503ea63,Sweden,1989
2bdde229,Turkey,1990
6465e1c9,Spain,1988
92617483,Sweden,1989
57c09a1b,Guinea,1980
05cb19c5,Netherlands,1987
97ce8f24,Brazil,1985
981869fc,Portugal,1983
0059d82e,France,1991
3438cef9,Sweden,1981
615ef733,Egypt,1987
36aad3ed,Cameroon,1986
2a3bd6fa,Brazil,1981
7b309e55,Spain,1987
66e83563,Netherlands,1986
cb52817d,Brazil,1986
a1866af0,Australia,1979
b5f1c3c8,England,1990
bb4b1242,Spain,1990
d56364d5,Spain,1986
caa384b1,Morocco,1981
3b99b9e1,Turkey,1987
6aa5bd41,France,1979
b0616e3d,Spain,1989
4242011c,Colombia,1989
d4e143bd,Italy,1986
d6577282,Ghana,1982
e4fc2638,Spain,1975
519412fd,Spain,1987
ac6d2ffd,Chile,1983
ef616df9,England,1981
06420c93,Cameroon,1981
0f04d7b6,Nigeria,1982
d97fe8bd,Jamaica,1977
f8fcd2a5,Northern Ireland,1988
749bcfb8,England,1981
51a3caf1,France,1981
ea696591,Republic of the Congo,1978
d360db20,Brazil,1982
eaaeef7b,Brazil,1980
9328b835,Poland,1985
bc7b4580,Brazil,1990
33508c78,Spain,1987
a52e21fa,Ivory Coast,1984
e4def09b,Ireland,1983
1e43fad8,Germany,1988
a1eeef54,France,1980
e462b2e1,France,1988
28c4631c,France,1981
c886b062,Peru,1984
d9b0f08e,Spain,1978
067e58bc,Germany,1983
652416fa,Montenegro,1988
c0ff01ff,Senegal,1984
525642e0,France,1983
99df1bff,Senegal,1978
4e358a2d,Argentina,1987
93fb5a14,Hungary,1986
691f64f5,Algeria,1989
d32d9947,Guinea,1981
87575fd9,Belgium,1987
27baf026,Venezuela,1990
e5d01ecf,Spain,1991
5284665e,Czech Republic,1987
d1891093,England,1985
52465662,England,1978
ac62861c,France,1982
43420ade,Scotland,1978
a0f6ddc3,Northern Ireland,1991
8e58987d,Switzerland,1986
13ac19de,Portugal,1986
aa677a35,Spain,1992
9127f9ce,Spain,1981
02c89cb6,Spain,1988
6fb59070,Spain,1988
8ea14d54,Uruguay,1985
2a81fa5d,Spain,1979
75b8877e,Brazil,1981
f340adaf,Algeria,1987
68a9dac2,Italy,1985
4ca16d65,Portugal,1979
ee08880b,Germany,1982
d8524b21,Honduras,1983
908eea67,Germany,1990
7f621318,Italy,1973
5ae828ad,Germany,1982
4c370d81,Brazil,1991
148d4105,France,1984
f2428fd4,England,1993
1662668d,Spain,1984
184e4970,Scotland,1984
2c9c3502,Scotland,1987
df301450,Italy,1981
e288d4b3,Italy,1991
d6846501,Italy,1983
3cb3aa2a,Germany,1987
3e65ec26,Mali,1985
9255af5d,Italy,1983
11b3d067,Ireland,1984
0f138d5a,Spain,1989
6ff8ef56,Portugal,1990
d87d0dfc,Uruguay,1979
ab9ca65d,Argentina,1988
7fbbac4f,Australia,1987
9f1938ab,England,1991
1454df8d,Finland,1981
402077cd,France,1981
d0b3ceb9,England,1983
ee4c7c24,Spain,1981
c39a5c6b,Argentina,1977
482b70ad,Germany,1986
2755d34b,Germany,1981
76618c1e,France,1980
6da334cc,Germany,1985
6378443d,France,1984
e1d3c5a8,France,1980
b8c0a975,United States,1971
db19e893,Germany,1979
789b80e9,Germany,1979
e6c8ded2,Germany,1976
c739b3ad,Germany,1980
e4100467,Argentina,1986
c7dc29ce,Germany,1986
a67a09fb,Austria,1986
080aee24,Germany,1976
c764fa54,Jamaica,1979
886724ef,Germany,1990
90148433,Wales,1979
65d750b5,Spain,1983
4ce0dff0,Spain,1979
83818538,France,1986
e86337bd,Argentina,1986
cf4053e2,Togo,1987
7e4af593,Spain,1986
c56c9c37,Italy,1984
a68754f0,Brazil,1983
286fb7e0,France,1977
370983a9,Italy,1985
8ec95452,Italy,1981
42276181,France,1987
bd1d1cbb,Spain,1985
c75d2fba,Norway,1981
72c812f3,Senegal,1989
ac3fb1be,Argentina,1986
e94dfdc6,Spain,1985
2f21a57c,Spain,1984
f47bf593,Spain,1981
d1bd08ef,Spain,1984
70df8d7c,Spain,1981
b418dbd4,Spain,1986
0dca0fd9,Argentina,1988
2bee98fd,Spain,1983
1117b9ff,England,1986
b6a1eaa0,Jamaica,1978
f7cb73ec,Uruguay,1984
ca50fc0e,Austria,1984
3b142ce5,Spain,1985
be800693,Spain,1981
fb5d47b3,Spain,1990
2361ce33,Senegal,1989
13f89eaa,Italy,1983
46b066b5,Italy,1978
b5835a51,France,1980
95de0931,Spain,1985
aad9c3f3,Switzerland,1989
63d2a792,Italy,1983
7ba6d84e,Spain,1990
f2f689cf,Germany,1989
244bc211,Greece,1980
a4f94a0d,Germany,1985
08bd23a0,Hungary,1979
bcaa2e93,Brazil,1982
ea0ff634,France,1990
b30697be,Martinique,1983
78f81520,Brazil,1985
caeb5442,England,1980
e468c053,Ivory Coast,1987
9152a181,Algeria,1984
7b144fc2,Algeria,1984
c5adc293,Algeria,1991
1c50f354,Italy,1985
d882a752,Uruguay,1977
63f54647,Italy,1991
d9e750e5,Italy,1991
46ee5234,England,1989
f0e72e1c,Ireland,1987
fbefefdb,Germany,1990
561de8d0,Wales,1973
585e1b85,France,1985
45aa5d13,Italy,1982
49b8c292,Scotland,1982
ee013fa5,Belgium,1979
26aaaaa2,Uruguay,1986
2b7c18ae,Italy,1987
16ceb862,France,1986
448cf768,Italy,1983
028d362d,France,1976
6d28f149,France,1981
c6056d58,Poland,1988
012ac715,France,1989
635b0bae,Italy,1980
fc4f85b1,Uruguay,1986
0d058ab8,Ivory Coast,1981
fe18e1a1,Romania,1980
c3680236,Eritrea,1984
d596e193,Brazil,1981
bd7fd1b5,Portugal,1985
9d2a3d5f,Spain,1989
d92b0327,Spain,1985
71a20ce8,Germany,1985
6e4df551,Argentina,1988
3d6686f9,France,1985
539f3173,Senegal,1984
b8c1de25,France,1989
c5d9d131,Guinea-Bissau,1991
57ebd662,Spain,1988
42dcf26d,Spain,1990
873b892d,Uruguay,1984
27f4e837,Spain,1983
36587dc3,Spain,1988
e59b83c0,Argentina,1981
7cc5bd9c,Spain,1985
53031e02,Uruguay,1982
45f06a3f,Germany,1991
b15780e3,Scotland,1982
3958ea7f,Argentina,1989
7fec31a0,England,1990
63614ee5,Ivory Coast,1983
