ID,Community,Name,CountryFixed,DOB,Season,Squad,Comp,LgRank,MP,Gls
62f07cc1,2,Romain-Rocchi,France,1981,10,5,2,"['11th', '2nd', '19th', '18th', '4th', '20th', '13th', '11th', '1st', '19th']",226,14.0
62f579c5,1,Frederic-Piquionne,France,1978,15,10,7,"['12th', '15th', '9th', '6th', '13th', '11th', '9th', '12th', '3rd', '20th', '20th', '3rd', '24th', '3rd', '11th', '14th', '6th']",399,82.0
62f94e47,0,Emrehan-Gedikli,Germany,2003,5,4,4,"['7th', '13th', '9th', '6th', '24th', '3rd', '13th', '1st', '5th']",48,51.0
630186b2,2,Zakarie-Labidi,France,1995,4,2,2,"['2nd', '2nd', '5th', '5th']",26,1.0
63071a3f,4,Simone-Iacoponi,Italy,1987,10,3,2,"['7th', '10th', '18th', '9th', '11th', '2nd', '14th', '11th', '20th', '12th']",229,8.0
631f177b,3,Rafita,Spain,1982,9,5,2,"['13th', '4th', '5th', '7th', '22nd', '12th', '7th', '3rd', '17th']",233,7.0
633d6842,2,Eden-Ben-Basat,Israel,1986,3,2,1,"['15th', '20th', '10th', '9th']",84,20.0
633ea214,3,Ezequiel-Calvente,Spain,1991,8,8,5,"['1st', '13th', '19th', '5th', '8th', '18th', '12th', '6th', '3rd']",109,8.0
634a3b07,4,Edward-Ofere,Nigeria,1986,11,6,5,"['7th', '9th', '6th', '7th', '1st', '17th', '18th', '9th', '15th', '3rd', '12th']",137,36.0
6352ab30,0,Danijel-Ljuboja,Serbia,1978,14,10,5,"['17th', '18th', '13th', '13th', '2nd', '9th', '9th', '7th', '5th', '3rd', '20th', '20th', '17th', '3rd', '1st', '2nd']",356,90.0
635b0bae,4,Massimo-Gobbi,Italy,1980,16,5,2,"['15th', '12th', '14th', '6th', '4th', '4th', '11th', '12th', '8th', '10th', '6th', '20th', '9th', '14th', '13th', '14th']",455,17.0
635f2732,0,Jean-Paul-Boetius,Netherlands,1994,11,5,4,"['3rd', '2nd', '4th', '1st', '1st', '7th', '4th', '3rd', '12th', '13th', '12th', '8th', '14th']",266,42.0
63614ee5,2,Jean-Jacques-Gosso,Ivory Coast,1983,7,4,2,"['11th', '8th', '18th', '14th', '18th', '9th', '9th']",143,1.0
636247ca,2,Veljko-Birmancevic,Serbia,1998,8,5,3,"['2nd', '13th', '4th', '6th', '3rd', '1st', '6th', '11th']",136,26.0
636b64cd,1,Luke-Freeman,England,1992,14,9,3,"['22nd', '14th', '6th', '18th', '24th', '1st', '18th', '17th', '18th', '16th', '19th', '9th', '17th', '5th', '9th', '10th']",382,43.0
636eae97,3,Toni-Villa,Spain,1995,6,2,2,"['5th', '16th', '13th', '19th', '2nd', '13th', '14th']",143,11.0
636f1a28,1,Anders-Lindegaard,Denmark,1984,16,7,6,"['4th', '4th', '13th', '2nd', '4th', '2nd', '1st', '7th', '4th', '14th', '11th', '11th', '7th', '10th', '15th', '3rd', '15th']",163,1.0
63741fb9,1,Jason-McCarthy,England,1995,9,5,4,"['7th', '13th', '14th', '22nd', '17th', '8th', '3rd', '22nd', '6th', '18th']",221,14.0
63783925,3,Paulao,Brazil,1982,8,4,3,"['12th', '11th', '13th', '2nd', '4th', '7th', '13th', '7th', '20th']",179,12.0
6378443d,4,Nicolas-Frey,France,1984,15,3,2,"['5th', '16th', '16th', '16th', '14th', '11th', '10th', '12th', '16th', '14th', '9th', '14th', '5th', '20th', '6th']",320,0.0
637e0c64,0,Markus-Thorandt,Germany,1981,9,2,2,"['8th', '11th', '12th', '2nd', '18th', '4th', '10th', '8th', '15th']",214,9.0
6385ebfb,1,Darren-Randolph,Ireland,1987,17,8,5,"['16th', '19th', '13th', '11th', '24th', '24th', '4th', '6th', '3rd', '2nd', '21st', '10th', '7th', '11th', '5th', '7th', '17th', '16th', '11th', '6th', '7th', '13th']",386,0.0
6388e356,2,Falaye-Sacko,Mali,1995,8,4,3,"['14th', '4th', '9th', '5th', '7th', '7th', '6th', '18th', '10th']",117,1.0
638a4d71,0,Marvin-Ducksch,Germany,1994,10,8,3,"['16th', '14th', '2nd', '18th', '7th', '2nd', '3rd', '10th', '6th', '13th', '11th', '2nd', '5th']",232,94.0
638dc43b,3,Xabier-Castillo,Croatia,1986,8,4,2,"['18th', '4th', '6th', '8th', '6th', '12th', '6th', '13th']",175,1.0
63923468,0,Valmir-Sulejmani,Kosovo,1996,8,4,3,"['10th', '7th', '18th', '2nd', '9th', '13th', '11th', '18th', '5th']",85,11.0
6396dc0d,0,Mitsuru-Maruoka,Japan,1996,6,5,4,"['14th', '18th', '7th', '4th', '3rd', '2nd', '8th', '5th']",51,3.0
6398cd4e,0,Artjoms-Rudnevs,Latvia,1988,10,5,3,"['4th', '5th', '4th', '5th', '4th', '7th', '10th', '16th', '16th', '10th', '5th', '18th']",194,75.0
639b42f5,2,Eden-Massouema,Republic of the Congo,1997,3,3,2,"['11th', '13th', '4th']",33,0.0
639ca1cf,2,Jonathan-Iglesias,Uruguay,1988,9,3,2,"['5th', '1st', '14th', '6th', '10th', '5th', '2nd', '17th', '4th', '11th']",241,14.0
63a10528,2,Herman-Moussaki,France,1999,2,1,2,"['19th', '13th']",20,0.0
63b08315,0,Aleksandar-Ignjovski,Serbia,1991,15,7,3,"['11th', '8th', '9th', '9th', '14th', '12th', '9th', '16th', '7th', '15th', '17th', '11th', '3rd', '9th', '9th']",251,4.0
63b0ca6b,3,Alvaro-Negredo,Spain,1985,17,8,4,"['11th', '19th', '8th', '11th', '4th', '5th', '9th', '9th', '1st', '4th', '12th', '19th', '4th', '3rd', '12th', '17th', '19th']",508,176.0
63b9cc6d,0,Masaya-Okugawa,Japan,1996,6,4,2,"['6th', '6th', '1st', '1st', '1st', '15th', '17th', '18th']",133,31.0
63c5e56b,3,Pep-Chavarria,Spain,1998,3,2,2,"['15th', '10th', '18th', '10th']",75,1.0
63d17038,1,Paulo-Gazzaniga,Argentina,1992,12,7,5,"['8th', '14th', '8th', '7th', '6th', '12th', '3rd', '4th', '6th', '17th', '1st', '14th']",116,0.0
63d2a792,4,Alessandro-Gazzi,Italy,1983,13,5,2,"['10th', '13th', '14th', '14th', '11th', '1st', '10th', '20th', '14th', '16th', '7th', '9th', '12th', '19th']",382,9.0
63dd1061,1,Joe-Riley,England,1991,7,7,3,"['18th', '13th', '3rd', '16th', '1st', '18th', '3rd', '21st', '3rd', '21st']",158,6.0
63f04c6c,3,Alfonso-Pedraza,Spain,1996,9,5,3,"['6th', '4th', '7th', '9th', '14th', '14th', '15th', '7th', '7th', '9th']",194,19.0
63f54647,4,Manuel-Giandonato,Italy,1991,6,6,2,"['7th', '7th', '18th', '19th', '14th', '22nd', '19th']",58,1.0
64035864,3,Carlos-Martin,Spain,2002,2,1,1,"['3rd', '4th']",1,0.0
6412cc03,1,Fabio-Vieira,Portugal,2000,4,2,2,"['1st', '2nd', '1st', '1st']",58,9.0
6421dd73,2,Mathieu-Dossevi,Togo,1988,14,8,6,"['16th', '18th', '4th', '12th', '12th', '11th', '19th', '1st', '1st', '8th', '10th', '2nd', '20th', '1st', '16th', '20th', '21st', '14th']",356,31.0
6421ec64,1,Xherdan-Shaqiri,Switzerland,1991,14,7,6,"['1st', '1st', '1st', '1st', '1st', '1st', '8th', '9th', '13th', '19th', '2nd', '1st', '3rd', '8th', '12th']",328,61.0
642319b8,2,Christopher-Glombard,France,1989,7,3,2,"['10th', '2nd', '14th', '11th', '15th', '20th', '20th']",134,5.0
642f9f79,2,Yanis-Guermouche,France,2001,1,1,1,['13th'],3,0.0
6434f10d,3,Rodri,Spain,1996,8,3,2,"['4th', '5th', '5th', '2nd', '2nd', '1st', '1st', '2nd']",207,16.0
6435143e,3,Kevin-Soni,Cameroon,1998,7,5,4,"['6th', '11th', '10th', '18th', '20th', '9th', '9th', '15th']",42,6.0
6435e737,0,Konstantin-Rausch,Russia,1990,15,7,4,"['8th', '11th', '15th', '4th', '7th', '9th', '15th', '14th', '13th', '14th', '5th', '18th', '8th', '12th', '6th', '7th', '8th']",306,17.0
6438d426,1,Ryan-Babel,Netherlands,1986,18,8,5,"['1st', '2nd', '4th', '2nd', '4th', '2nd', '7th', '6th', '11th', '11th', '1st', '6th', '13th', '16th', '1st', '4th', '3rd', '19th', '1st', '6th', '2nd', '13th']",455,95.0
643b39a6,3,Emre-Colak,Turkey,1991,13,6,4,"['3rd', '8th', '1st', '1st', '2nd', '1st', '6th', '16th', '18th', '7th', '4th', '19th', '8th', '12th', '4th']",242,17.0
6447938e,4,Giandomenico-Mesto,Italy,1982,15,5,2,"['14th', '13th', '10th', '13th', '14th', '7th', '5th', '9th', '10th', '17th', '17th', '2nd', '3rd', '5th', '2nd', '3rd']",355,12.0
6449a543,1,Josh-Morris,England,1991,13,9,5,"['15th', '17th', '19th', '2nd', '17th', '8th', '22nd', '4th', '10th', '5th', '3rd', '5th', '23rd', '6th', '15th', '10th', '7th']",298,54.0
644faf10,4,Jose-Mauri,Italy,1996,9,5,3,"['6th', '20th', '7th', '18th', '6th', '6th', '5th', '12th', '4th', '12th']",81,3.0
6453830e,2,Lenny-Pintor,France,2000,5,4,2,"['5th', '3rd', '4th', '1st', '18th']",45,8.0
645a3363,2,Angel-Gomes,England,2000,7,3,5,"['6th', '12th', '6th', '6th', '3rd', '2nd', '13th', '10th', '7th']",94,18.0
645e7e69,4,Francesco-Fedato,Italy,1992,6,7,2,"['10th', '7th', '18th', '17th', '7th', '20th', '12th', '7th', '9th']",130,16.0
6465d159,3,Jonathan-Urretaviscaya,Uruguay,1990,14,9,4,"['3rd', '1st', '18th', '6th', '2nd', '8th', '2nd', '8th', '3rd', '12th', '1st', '4th', '14th', '3rd', '15th', '4th']",215,33.0
6465e1c9,3,Borja-Ekiza,Spain,1988,7,3,2,"['6th', '10th', '12th', '4th', '18th', '14th', '9th']",92,1.0
646e10fd,2,Sebastien-Chabbert,France,1978,9,5,4,"['15th', '18th', '5th', '12th', '8th', '4th', '13th', '18th', '8th']",39,0.0
646ee278,1,John-Swift,England,1995,10,6,3,"['3rd', '4th', '21st', '9th', '3rd', '20th', '20th', '14th', '7th', '21st', '22nd']",249,43.0
64788877,4,Gianluca-Musacci,Italy,1987,8,6,2,"['18th', '5th', '10th', '9th', '18th', '8th', '10th', '13th', '20th', '15th', '2nd']",158,7.0
647d39d2,3,Raul-Parra,Spain,1999,2,2,2,"['17th', '21st']",11,0.0
6481421d,2,Moussa-Doumbia,Mali,1994,9,4,3,"['14th', '2nd', '14th', '6th', '11th', '8th', '6th', '14th', '12th', '4th']",158,13.0
64864d05,2,Jordan-Loties,France,1984,10,4,5,"['12th', '13th', '11th', '18th', '18th', '18th', '6th', '2nd', '16th', '15th', '13th']",218,6.0
6499048c,4,Andrea-Colpani,Italy,1999,6,3,2,"['7th', '3rd', '18th', '3rd', '4th', '12th']",96,7.0
649b01d8,4,Emil-Audero,Italy,1997,9,3,2,"['1st', '1st', '1st', '5th', '9th', '15th', '9th', '15th', '20th']",183,0.0
649bca10,2,Kwame-Nsor,Ghana,1992,5,3,4,"['18th', '3rd', '1st', '19th', '11th']",56,9.0
64a674d9,4,Maxwell-Acosty,Ghana,1991,9,8,3,"['13th', '16th', '12th', '16th', '17th', '16th', '21st', '17th', '2nd', '2nd', '3rd']",205,27.0
64a76620,3,Mamor-Niang,Senegal,2002,1,1,1,['15th'],1,0.0
64b08de7,1,James-McCarthy,Ireland,1990,16,6,6,"['1st', '9th', '16th', '16th', '15th', '18th', '5th', '5th', '11th', '11th', '7th', '8th', '8th', '1st', '14th', '14th', '3rd', '1st', '1st']",362,27.0
64ba07c0,2,Ronael-Pierre-Gabriel,France,1998,8,5,2,"['6th', '8th', '7th', '17th', '13th', '17th', '11th', '14th']",114,1.0
64c07ae1,0,Carlos-Salcedo,Mexico,1993,12,7,4,"['4th', '4th', '14th', '10th', '4th', '8th', '8th', '7th', '1st', '4th', '5th', '1st', '13th', '11th']",214,7.0
64c14d49,2,Dion-Lopy,Senegal,2002,3,1,1,"['14th', '12th', '15th']",37,0.0
64c94dc4,4,Eugenio-Romulo-Togni,Brazil,1982,4,3,2,"['20th', '1st', '20th', '11th']",65,3.0
64cd167d,4,Davide-Biraschi,Italy,1994,10,4,3,"['14th', '22nd', '14th', '14th', '16th', '12th', '17th', '17th', '11th', '19th', '8th', '18th']",174,1.0
64d93b15,4,Luca-Di-Matteo,Italy,1988,10,8,2,"['11th', '17th', '8th', '14th', '12th', '18th', '19th', '20th', '19th', '21st', '2nd']",161,2.0
64ded08c,3,Heldon-Ramos,Cape Verde,1988,10,6,3,"['9th', '5th', '10th', '6th', '2nd', '3rd', '20th', '6th', '7th', '9th', '3rd', '12th']",240,42.0
64e35e11,3,Toche,Spain,1983,16,9,3,"['7th', '19th', '17th', '1st', '1st', '19th', '15th', '5th', '13th', '2nd', '6th', '2nd', '16th', '9th', '8th', '7th', '8th']",369,117.0
64e8ed6d,3,Borja-Mayoral,Spain,1997,9,5,3,"['2nd', '2nd', '16th', '3rd', '3rd', '15th', '12th', '2nd', '7th', '6th', '15th', '16th']",166,33.0
64f5a574,2,Yassin-Mikari,Tunisia,1983,8,3,2,"['6th', '4th', '4th', '14th', '16th', '5th', '14th', '15th', '4th']",170,7.0
64f69877,0,Kevin-Volland,Germany,1992,13,4,3,"['9th', '6th', '16th', '9th', '8th', '15th', '12th', '5th', '4th', '5th', '3rd', '3rd', '5th']",375,122.0
651167c8,0,Marvin-Schulz,Germany,1995,8,3,3,"['3rd', '4th', '3rd', '5th', '6th', '5th', '9th', '9th']",156,17.0
6514cd55,3,Javier-Baraja,Spain,1980,13,3,2,"['12th', '11th', '2nd', '17th', '10th', '1st', '15th', '16th', '18th', '7th', '3rd', '14th', '19th']",260,5.0
65154df0,3,Rodrigo-Riquelme,Spain,2000,4,4,3,"['3rd', '6th', '14th', '14th']",59,10.0
6518bc18,3,Cedrick-Mabwati,Democratic Republic of the Congo,1992,8,5,3,"['10th', '10th', '12th', '20th', '18th', '4th', '18th', '19th']",191,15.0
65195d00,4,Giuseppe-De-Luca,Italy,1991,11,6,3,"['4th', '5th', '7th', '15th', '11th', '10th', '5th', '12th', '20th', '19th', '1st', '13th', '20th']",287,58.0
6520cb34,3,Andres-Tunez,Venezuela,1987,5,2,2,"['12th', '6th', '2nd', '17th', '21st']",99,3.0
6523afa4,4,Simone-Pinna,Italy,1997,2,3,2,"['7th', '14th', '16th', '16th']",12,0.0
652416fa,4,Ivan-Fatic,Montenegro,1988,6,7,3,"['12th', '14th', '9th', '15th', '18th', '2nd', '4th']",45,1.0
652811aa,4,Marco-Calderoni,Italy,1989,15,9,2,"['15th', '10th', '5th', '15th', '19th', '17th', '14th', '22nd', '7th', '10th', '16th', '9th', '20th', '2nd', '18th', '4th', '17th']",375,13.0
652aa4de,0,Stefan-Kutschke,Germany,1988,10,5,3,"['5th', '18th', '3rd', '1st', '5th', '9th', '16th', '4th', '3rd', '18th', '4th']",246,61.0
652d4c37,0,Corentin-Tolisso,France,1994,10,2,2,"['5th', '2nd', '2nd', '4th', '1st', '1st', '1st', '1st', '1st', '9th']",197,32.0
65391fa7,2,Thomas-Basila,France,1999,4,2,2,"['12th', '13th', '18th', '20th']",36,2.0
653ee42d,1,Dale-Stephens,England,1989,15,9,6,"['21st', '13th', '24th', '3rd', '16th', '18th', '2nd', '1st', '9th', '18th', '6th', '20th', '3rd', '2nd', '15th', '17th', '15th', '16th', '7th', '17th', '6th', '18th']",397,36.0
654f49ca,2,Beni-Makouana,Republic of the Congo,2002,2,1,1,"['13th', '10th']",28,0.0
6554bb97,2,Olivier-Ntcham,Cameroon,1996,8,4,4,"['11th', '16th', '1st', '1st', '1st', '2nd', '5th', '15th', '6th']",175,23.0
6555c592,3,Aitor-Bunuel,Spain,1998,8,4,2,"['18th', '6th', '19th', '8th', '22nd', '4th', '1st', '14th']",88,1.0
65585e3a,2,Adama-Diakhaby,France,1996,6,5,4,"['9th', '2nd', '20th', '7th', '18th', '20th', '10th', '14th']",131,7.0
6565c9ef,2,Walid-Mesloub,Algeria,1985,11,4,2,"['17th', '7th', '9th', '15th', '6th', '12th', '16th', '15th', '18th', '14th', '5th', '2nd']",309,39.0
6578600f,2,Abou-Ouattara,Burkina Faso,1999,5,5,5,"['16th', '3rd', '4th', '7th', '7th', '10th', '16th']",40,1.0
6579c79c,2,Clement-Martinez,France,1988,2,1,2,"['20th', '11th']",2,0.0
65829d85,1,Dominic-Samuel,England,1994,11,8,6,"['19th', '20th', '9th', '17th', '9th', '17th', '3rd', '11th', '16th', '2nd', '15th', '11th', '8th', '10th', '6th', '12th']",175,32.0
6583a8a9,3,Pepe,Spain,2000,4,1,2,"['7th', '9th', '18th', '10th']",4,0.0
65844088,2,Jung-Jo-gook,South Korea,1984,8,5,2,"['9th', '20th', '11th', '3rd', '4th', '6th', '7th', '8th', '6th']",154,40.0
65857fdf,0,Tim-Skarke,Germany,1996,8,3,2,"['11th', '6th', '13th', '5th', '5th', '7th', '4th', '1st']",139,16.0
658d44be,4,Daam-Foulon,Belgium,1999,6,2,3,"['14th', '10th', '16th', '17th', '18th', '7th', '13th']",91,1.0
65918f95,2,Olivier-Monterrubio,France,1976,15,5,3,"['3rd', '11th', '7th', '12th', '1st', '12th', '15th', '9th', '4th', '7th', '5th', '18th', '8th', '7th', '11th']",370,82.0
659ccc97,1,Wes-Brown,England,1979,19,4,3,"['2nd', '1st', '1st', '3rd', '1st', '3rd', '3rd', '2nd', '1st', '1st', '1st', '2nd', '1st', '13th', '14th', '16th', '17th', '22nd', '6th']",327,6.0
65b9e56b,3,Raul-Bravo,Spain,1981,15,8,5,"['3rd', '15th', '1st', '4th', '2nd', '2nd', '1st', '1st', '19th', '1st', '2nd', '1st', '15th', '16th', '7th', '13th', '14th']",221,5.0
65bbfba3,2,Danylo-Ihnatenko,Ukraine,1997,8,5,4,"['7th', '14th', '5th', '4th', '1st', '8th', '11th', '7th', '3rd', '20th', '1st']",115,7.0
65c25d8f,2,Wilfried-Moimbe,France,1988,11,7,4,"['13th', '12th', '6th', '10th', '7th', '6th', '14th', '7th', '21st', '14th', '7th']",222,2.0
65c75ea8,4,Andrea-Nalini,Italy,1990,6,3,2,"['18th', '17th', '18th', '12th', '2nd', '12th']",83,5.0
65d62814,3,Antonio-Adan,Spain,1987,14,6,4,"['19th', '2nd', '1st', '2nd', '15th', '20th', '1st', '10th', '15th', '6th', '2nd', '3rd', '1st', '2nd', '6th']",251,0.0
65d750b5,3,Gabi,Spain,1983,15,3,2,"['7th', '13th', '10th', '7th', '18th', '2nd', '14th', '13th', '5th', '3rd', '1st', '3rd', '3rd', '3rd', '2nd']",459,25.0
65df6f31,2,Nicolas-Douchez,France,1980,14,6,3,"['15th', '16th', '3rd', '17th', '7th', '9th', '6th', '1st', '1st', '1st', '1st', '4th', '14th', '20th']",274,0.0
65dfd8d6,2,Eloge-Enza-Yamissi,Central African Republic,1983,10,2,2,"['17th', '18th', '16th', '3rd', '19th', '19th', '16th', '12th', '13th', '13th']",239,5.0
65e4dede,4,Lorenco-Simic,Croatia,1996,9,9,5,"['12th', '3rd', '3rd', '10th', '1st', '17th', '13th', '3rd', '8th', '13th', '1st', '12th']",86,10.0
65ea8868,3,Alex-Bergantinos,Spain,1985,10,3,2,"['20th', '1st', '19th', '2nd', '16th', '15th', '16th', '4th', '6th', '19th']",306,10.0
65f90a76,3,Mikel-Villanueva,Venezuela,1993,7,6,3,"['11th', '9th', '22nd', '20th', '14th', '6th', '7th', '9th']",130,2.0
65faf2a1,1,Scott-Parker,England,1980,18,6,2,"['18th', '9th', '14th', '12th', '7th', '2nd', '1st', '7th', '13th', '10th', '9th', '17th', '20th', '3rd', '4th', '5th', '19th', '17th', '20th', '6th']",462,29.0
65fcaf78,4,Roberto-Guana,Italy,1981,15,8,2,"['8th', '13th', '9th', '9th', '11th', '19th', '10th', '5th', '11th', '8th', '17th', '11th', '20th', '12th', '16th', '7th']",300,3.0
65fcf987,2,Kouame-Botue,Burkina Faso,2002,3,1,2,"['13th', '2nd', '18th']",23,1.0
65fd099c,4,Abdou-Harroui,Netherlands,1998,6,2,3,"['17th', '2nd', '11th', '8th', '14th', '11th', '9th']",125,15.0
6603fed7,3,Ricardo-Horta,Portugal,1994,11,3,2,"['12th', '7th', '9th', '8th', '5th', '4th', '4th', '3rd', '4th', '4th', '3rd']",284,78.0
6604165d,4,Filippo-Melegoni,Italy,1999,7,4,3,"['4th', '7th', '4th', '17th', '11th', '19th', '6th', '6th']",69,2.0
6605d143,2,Habib-Diallo,Senegal,1995,8,3,2,"['3rd', '14th', '5th', '5th', '20th', '1st', '15th', '10th', '15th', '6th', '14th']",226,89.0
66116290,2,Radamel-Falcao,Colombia,1986,14,7,5,"['3rd', '1st', '1st', '5th', '3rd', '2nd', '3rd', '4th', '10th', '1st', '2nd', '17th', '6th', '2nd', '13th', '12th', '10th']",327,189.0
6612cd8c,1,Josh-Onomah,England,1997,9,4,4,"['5th', '3rd', '2nd', '10th', '4th', '9th', '12th', '10th', '4th', '10th', '18th', '1st', '9th']",130,10.0
6613c819,1,Tomas-Soucek,Czech Republic,1995,8,3,2,"['5th', '9th', '1st', '2nd', '1st', '1st', '16th', '6th', '7th', '13th']",221,50.0
6622454d,1,Hakim-Ziyech,Morocco,1993,11,4,2,"['8th', '5th', '7th', '10th', '12th', '7th', '2nd', '2nd', '1st', '1st', '4th', '3rd', '4th']",265,85.0
662d15a0,2,Timothee-Taufflieb,France,1992,2,2,2,"['1st', '19th']",31,2.0
6636496a,3,Victor-Garcia,Spain,1997,2,2,2,"['13th', '19th']",37,1.0
66385c46,0,Levin-Oztunali,Germany,1996,10,4,1,"['4th', '4th', '10th', '13th', '15th', '14th', '12th', '13th', '12th', '5th', '1st']",189,12.0
6639e500,1,Andreas-Pereira,Brazil,1996,11,6,5,"['4th', '5th', '20th', '4th', '6th', '6th', '3rd', '6th', '2nd', '6th', '4th', '9th']",170,17.0
663e080e,0,Janis-Blaswich,Germany,1991,8,5,3,"['3rd', '1st', '6th', '7th', '8th', '9th', '16th', '11th']",174,0.0
663fc476,2,Moussa-Sow,Senegal,1986,14,4,2,"['4th', '7th', '4th', '6th', '7th', '9th', '1st', '3rd', '2nd', '2nd', '1st', '2nd', '2nd', '3rd', '13th']",278,111.0
6644712a,3,Yassin-Fekir,France,1997,3,2,2,"['3rd', '6th', '5th']",1,0.0
664590fa,0,Marcel-Sobottka,Germany,1994,9,2,2,"['6th', '14th', '11th', '1st', '10th', '17th', '5th', '10th', '5th']",171,14.0
66475fb9,3,Emiliano-Armenteros,Argentina,1986,11,7,3,"['9th', '22nd', '3rd', '20th', '2nd', '15th', '9th', '16th', '18th', '8th', '13th', '13th', '8th', '1st']",306,56.0
6652cf96,3,Oscar-Gil,Spain,1998,4,2,2,"['6th', '1st', '14th', '17th']",93,2.0
665ea69b,0,Dusan-Svento,Slovakia,1985,9,3,2,"['1st', '2nd', '1st', '2nd', '1st', '12th', '9th', '1st', '2nd']",168,14.0
6662d731,4,Federico-Ravaglia,Italy,1999,5,3,2,"['15th', '15th', '12th', '9th', '1st']",31,0.0
66654daa,3,Nahuel-Tenaglia,Argentina,1996,6,2,3,"['5th', '12th', '12th', '3rd', '20th', '2nd']",83,7.0
66673812,2,Vincent-Muratori,France,1987,13,2,2,"['12th', '11th', '8th', '18th', '8th', '18th', '4th', '5th', '1st', '19th', '17th', '14th', '12th']",254,1.0
66784dee,4,Dennis-Johnsen,Norway,1998,7,5,4,"['9th', '2nd', '1st', '1st', '11th', '11th', '15th', '5th', '20th', '16th']",145,14.0
667b65da,2,Etienne-Green,England,2000,3,1,2,"['11th', '18th', '18th']",30,0.0
66835431,1,Richard-Chaplow,England,1985,17,8,6,"['16th', '19th', '13th', '17th', '12th', '19th', '4th', '1st', '15th', '6th', '17th', '2nd', '2nd', '14th', '20th', '19th', '22nd', '6th', '21st', '15th', '18th', '2nd']",361,32.0
668602a5,4,Abou-Diop,Senegal,1993,3,4,2,"['16th', '6th', '22nd', '12th']",32,1.0
6686be0f,4,Carlalberto-Ludi,Italy,1982,5,1,2,"['3rd', '19th', '5th', '19th', '8th']",101,2.0
668b380c,1,Hogan-Ephraim,England,1988,9,8,5,"['10th', '14th', '11th', '2nd', '13th', '1st', '17th', '1st', '20th', '17th', '6th', '4th']",175,11.0
668d4e93,3,Antonio-Tomas,Spain,1985,12,6,4,"['17th', '10th', '9th', '7th', '10th', '18th', '16th', '2nd', '12th', '13th', '12th', '10th', '16th']",225,3.0
6690ef25,2,Pedro-Mendes,Portugal,1990,11,5,3,"['7th', '17th', '6th', '20th', '8th', '9th', '10th', '6th', '8th', '8th', '13th', '10th']",183,5.0
6691423e,2,Francois-Modesto,France,1978,18,4,5,"['9th', '13th', '17th', '13th', '9th', '2nd', '3rd', '10th', '9th', '12th', '11th', '8th', '1st', '1st', '1st', '10th', '12th', '10th']",460,14.0
6695cec2,0,Fabio-Coltorti,Switzerland,1980,12,5,5,"['6th', '2nd', '4th', '6th', '4th', '6th', '12th', '16th', '7th', '2nd', '5th', '2nd', '2nd']",259,1.0
66a9470c,4,Federico-Marigosu,Italy,2001,1,1,1,['14th'],2,0.0
66b76d44,1,Emi-Buendia,Argentina,1996,9,4,4,"['15th', '19th', '3rd', '19th', '1st', '20th', '1st', '14th', '16th']",220,36.0
66b82457,2,Johann-Ramare,France,1984,10,5,2,"['19th', '10th', '2nd', '14th', '7th', '6th', '15th', '12th', '13th', '13th']",239,5.0
66b9fe83,0,Tayfun-Pekturk,Turkey,1988,6,4,3,"['10th', '14th', '4th', '1st', '18th', '16th', '4th']",86,3.0
66d29ce7,1,Jake-Kean,England,1991,11,12,5,"['16th', '24th', '19th', '17th', '8th', '9th', '15th', '24th', '15th', '23rd', '12th', '4th', '15th', '18th', '4th', '3rd', '23rd']",114,0.0
66dd8945,3,Agustin-Pastoriza,Argentina,1996,1,1,1,['20th'],1,0.0
66e0514a,1,Alex-Pearce,Ireland,1988,17,9,5,"['14th', '17th', '21st', '23rd', '4th', '9th', '5th', '1st', '19th', '7th', '19th', '18th', '5th', '9th', '6th', '10th', '6th', '7th', '21st', '8th', '11th', '9th', '17th']",400,20.0
66e83563,4,Urby-Emanuelson,Netherlands,1986,17,8,4,"['2nd', '4th', '2nd', '2nd', '3rd', '2nd', '1st', '1st', '2nd', '12th', '3rd', '8th', '17th', '2nd', '20th', '4th', '5th', '6th', '6th', '6th']",361,25.0
6722d4f0,1,Tyrese-Francois,Australia,2000,6,2,4,"['8th', '10th', '10th', '10th', '18th', '1st', '1st', '9th', '10th']",64,4.0
672b5171,0,Timo-Hildebrand,Germany,1979,15,5,2,"['8th', '15th', '8th', '2nd', '4th', '5th', '9th', '1st', '10th', '7th', '11th', '3rd', '4th', '3rd', '9th']",327,0.0
6738f3c6,3,Jose-Carlos,Spain,1987,9,8,3,"['22nd', '3rd', '4th', '5th', '13th', '5th', '8th', '12th', '20th', '20th', '14th']",139,8.0
6743cef5,0,Tatsuya-Ito,Japan,1997,6,3,4,"['17th', '4th', '12th', '15th', '9th', '1st', '15th']",78,3.0
674cfc5a,4,Gabriel-Strefezza,Brazil,1997,5,3,2,"['9th', '20th', '9th', '1st', '16th']",126,24.0
674ef042,1,Keiren-Westwood,Ireland,1984,16,5,4,"['1st', '8th', '4th', '17th', '19th', '18th', '13th', '14th', '13th', '6th', '4th', '15th', '12th', '16th', '24th', '11th']",475,0.0
6751b938,2,Samuel-Koeberle,France,2004,2,1,1,"['12th', '15th']",1,0.0
6763373d,3,Miguel,Spain,1999,5,3,2,"['16th', '13th', '3rd', '20th', '2nd']",65,9.0
6763f716,2,Leny-Yoro,France,2005,2,1,1,"['10th', '7th']",3,0.0
