ID,Community,Name,CountryFixed,DOB,Season,Squad,Comp,LgRank,MP,Gls
3cb132e6,4,Jacopo-Segre,Italy,1997,5,6,2,"['15th', '6th', '9th', '17th', '8th', '10th', '10th', '17th']",136,9.0
3cb3aa2a,0,Johannes-Flum,Germany,1987,13,4,3,"['1st', '14th', '9th', '12th', '5th', '13th', '9th', '16th', '7th', '12th', '9th', '14th', '11th']",255,16.0
3cb6f224,3,Michael-Santos,Uruguay,1993,9,6,5,"['3rd', '9th', '11th', '4th', '13th', '2nd', '3rd', '3rd', '22nd']",183,67.0
3cc4bb19,2,Fali-Cande,Guinea-Bissau,1998,5,2,3,"['12th', '17th', '14th', '13th', '19th', '10th']",69,3.0
3cd2fd3b,2,Laurent-Batlles,France,1975,15,7,2,"['15th', '18th', '4th', '4th', '6th', '12th', '15th', '12th', '17th', '7th', '5th', '5th', '16th', '3rd', '17th', '13th', '20th', '10th', '7th']",465,41.0
3cd3b384,4,Tommaso-Augello,Italy,1994,6,2,2,"['10th', '6th', '15th', '9th', '15th', '20th']",144,3.0
3cd7820a,2,Lucas-Gourna-Douath,France,2003,4,2,2,"['17th', '11th', '18th', '1st']",66,1.0
3cd9228b,1,Mikele-Leigertwood,Antigua and Barbuda,1982,12,5,3,"['10th', '24th', '6th', '18th', '6th', '18th', '9th', '14th', '11th', '13th', '1st', '5th', '1st', '19th', '7th']",363,22.0
3cd9e95a,0,Timo-Horn,Germany,1993,11,1,2,"['5th', '1st', '12th', '9th', '5th', '18th', '1st', '14th', '16th', '7th', '9th']",299,0.0
3cddfc7e,4,Valerio-Di-Cesare,Italy,1983,16,9,2,"['23rd', '11th', '22nd', '8th', '9th', '12th', '14th', '8th', '2nd', '16th', '13th', '20th', '5th', '12th', '2nd', '2nd']",320,15.0
3cdfc63e,2,Miha-Blazic,Slovenia,1993,6,2,2,"['2nd', '1st', '1st', '1st', '1st', '17th']",142,13.0
3cedf1c4,2,Gregory-Thil,France,1980,6,3,2,"['19th', '8th', '19th', '7th', '6th', '19th']",137,30.0
3cefa66a,1,Leroy-Fer,Netherlands,1990,16,6,4,"['6th', '7th', '4th', '10th', '2nd', '6th', '6th', '18th', '3rd', '20th', '12th', '12th', '15th', '18th', '10th', '3rd', '5th', '3rd', '5th', '11th']",400,48.0
3cefcaef,3,Ferland-Mendy,France,1995,9,3,3,"['7th', '4th', '8th', '3rd', '3rd', '1st', '2nd', '1st', '2nd']",183,8.0
3cf7dc7e,4,Matteo-Ricci,Italy,1994,8,6,3,"['1st', '4th', '12th', '6th', '3rd', '15th', '9th', '18th']",176,15.0
3cfd6114,2,Sambou-Yatabare,Mali,1989,14,12,7,"['18th', '1st', '15th', '8th', '12th', '10th', '1st', '10th', '8th', '13th', '8th', '17th', '12th', '4th', '10th', '16th', '4th']",239,17.0
3d13d9e4,4,Erik-Botheim,Norway,2000,6,4,2,"['1st', '1st', '3rd', '4th', '8th', '1st', '11th']",73,20.0
3d214e5f,2,Marco-Bizot,Netherlands,1991,12,5,5,"['7th', '7th', '7th', '7th', '4th', '7th', '3rd', '4th', '2nd', '3rd', '11th', '20th']",292,0.0
3d307105,1,Kevin-Nolan,England,1982,15,4,3,"['16th', '17th', '8th', '6th', '8th', '7th', '16th', '13th', '18th', '1st', '12th', '3rd', '10th', '13th', '12th', '7th', '8th']",501,98.0
3d3610ee,2,Xavier-Collin,France,1974,6,2,1,"['17th', '15th', '14th', '18th', '5th', '14th']",160,1.0
3d383df8,1,Garath-McCleary,Jamaica,1987,16,3,4,"['2nd', '19th', '3rd', '6th', '19th', '19th', '7th', '19th', '17th', '3rd', '20th', '3rd', '20th', '9th', '14th', '22nd', '6th', '18th']",441,52.0
3d3b0206,2,Rafal-Kurzawa,Poland,1993,9,5,3,"['7th', '7th', '15th', '4th', '15th', '2nd', '10th', '3rd', '3rd', '4th']",139,10.0
3d50bcdb,4,Moise-Kean,Italy,2000,7,4,3,"['1st', '19th', '1st', '1st', '12th', '2nd', '10th', '16th', '4th', '8th']",133,31.0
3d512ff2,1,Royston-Drenthe,Netherlands,1987,11,9,6,"['3rd', '7th', '1st', '2nd', '2nd', '19th', '7th', '16th', '7th', '17th', '13th', '2nd']",200,23.0
3d5734ef,3,Sergio-Tejera,Spain,1990,13,6,2,"['17th', '8th', '13th', '18th', '13th', '3rd', '14th', '15th', '8th', '15th', '13th', '9th', '3rd']",298,19.0
3d5db1eb,1,Chris-Herd,Australia,1989,11,10,6,"['7th', '23rd', '20th', '9th', '16th', '15th', '15th', '17th', '18th', '23rd', '18th', '20th', '7th', '10th']",125,7.0
3d5ed93d,4,Mamadou-Kanoute,Senegal,1993,1,2,2,"['21st', '20th']",10,0.0
3d6686f9,2,Bafetimbi-Gomis,France,1985,19,6,4,"['6th', '13th', '11th', '5th', '17th', '2nd', '3rd', '4th', '3rd', '5th', '8th', '12th', '5th', '1st', '1st', '2nd', '1st', '1st', '1st', '13th', '4th']",566,257.0
3d688b46,3,Yan-Brice-Eteki,Cameroon,1997,7,4,3,"['13th', '22nd', '10th', '7th', '9th', '18th', '4th']",173,1.0
3d68d631,4,Josef-Husbauer,Czech Republic,1990,11,6,3,"['10th', '14th', '14th', '2nd', '2nd', '1st', '18th', '2nd', '2nd', '5th', '1st', '2nd', '1st', '1st', '18th']",278,63.0
3d6dd9f9,3,Nano,Spain,1980,10,4,2,"['11th', '2nd', '13th', '14th', '16th', '13th', '16th', '4th', '14th', '6th']",199,13.0
3d6f05ea,3,Pierre-Webo,Cameroon,1982,16,7,4,"['19th', '13th', '15th', '4th', '14th', '7th', '9th', '5th', '17th', '7th', '16th', '2nd', '1st', '2nd', '5th', '13th', '1st']",397,108.0
3d738df0,2,Josue-Albert,French Guiana,1992,5,2,2,"['19th', '10th', '5th', '2nd', '17th']",48,0.0
3d79a68c,3,Francisco-Perez,Spain,2002,1,1,1,['7th'],1,0.0
3d7e48ce,3,Ivan-Alejo,Spain,1995,7,5,2,"['18th', '9th', '3rd', '5th', '2nd', '12th', '17th', '19th']",147,6.0
3d82351b,2,Maxime-Baca,France,1983,8,3,1,"['20th', '7th', '11th', '17th', '8th', '8th', '10th', '16th']",154,0.0
3d936ba9,4,Domenico-Maietta,Italy,1982,17,8,2,"['14th', '5th', '23rd', '16th', '9th', '21st', '19th', '11th', '16th', '4th', '2nd', '10th', '4th', '14th', '15th', '15th', '1st', '18th', '7th']",420,8.0
3d9c1055,4,Pablo-Ceppelini,Uruguay,1991,13,8,5,"['14th', '15th', '11th', '15th', '5th', '6th', '6th', '3rd', '5th', '5th', '1st', '1st', '7th']",210,42.0
3da1b6ed,3,Giorgi-Kochorashvili,Georgia,1999,3,1,1,"['12th', '14th', '19th']",4,0.0
3db5e0ec,1,Phil-Neville,England,1977,19,2,1,"['2nd', '1st', '1st', '2nd', '1st', '1st', '1st', '3rd', '1st', '3rd', '3rd', '11th', '6th', '5th', '5th', '8th', '7th', '7th', '6th']",505,9.0
3dcef539,1,Tariqe-Fosu,Ghana,1995,9,8,5,"['19th', '17th', '4th', '19th', '11th', '8th', '6th', '3rd', '4th', '3rd', '3rd', '13th', '17th']",192,34.0
3dd45b70,4,Gaetano-Letizia,Italy,1990,10,2,2,"['12th', '1st', '18th', '7th', '20th', '3rd', '1st', '18th', '7th', '13th']",300,12.0
3dd738a1,2,Ruben-Aguilar,France,1993,9,3,2,"['9th', '8th', '17th', '10th', '6th', '9th', '3rd', '3rd', '5th']",227,2.0
3ddc0a25,3,Diego-Castro,Spain,1982,18,5,3,"['15th', '17th', '21st', '20th', '13th', '3rd', '14th', '15th', '10th', '11th', '10th', '13th', '15th', '5th', '5th', '8th', '1st', '6th', '9th']",522,107.0
3ddc8b87,4,Francesco-Lodi,Italy,1984,15,7,2,"['4th', '13th', '17th', '1st', '8th', '12th', '10th', '5th', '10th', '15th', '22nd', '13th', '11th', '8th', '14th', '18th', '20th', '17th', '13th']",382,83.0
3de4cb30,1,Park-Ji-sung,South Korea,1981,12,3,2,"['1st', '2nd', '1st', '2nd', '1st', '1st', '1st', '2nd', '1st', '2nd', '20th', '4th']",239,35.0
3de91e73,1,Mark-Davies,England,1988,11,3,3,"['7th', '5th', '1st', '13th', '14th', '14th', '18th', '7th', '14th', '18th', '24th', '2nd']",218,16.0
3deb2342,2,Bastian-Badu,France,2000,2,2,2,"['8th', '10th', '19th']",22,2.0
3df7b8c9,2,Youssef-Benali,Morocco,1995,2,1,1,"['17th', '17th']",4,0.0
3dffff26,0,Julian-Korb,Germany,1992,10,3,2,"['4th', '6th', '3rd', '4th', '9th', '13th', '17th', '6th', '9th', '9th']",172,8.0
3e016e5a,3,Brandon,Spain,1995,11,7,4,"['18th', '17th', '16th', '17th', '20th', '5th', '1st', '5th', '10th', '11th', '3rd', '18th', '5th']",188,37.0
3e06c057,2,Julien-Begue,Reunion,1993,6,3,3,"['16th', '16th', '11th', '15th', '18th', '5th', '3rd']",132,19.0
3e092724,2,Wylan-Cyprien,France,1995,11,5,4,"['12th', '2nd', '20th', '6th', '3rd', '8th', '7th', '5th', '20th', '9th', '5th']",234,33.0
3e1550ee,1,Scott-Carson,England,1985,20,10,3,"['19th', '5th', '19th', '19th', '6th', '20th', '2nd', '11th', '5th', '4th', '5th', '23rd', '5th', '9th', '6th', '6th', '2nd', '1st', '1st', '2nd']",467,0.0
3e1858af,3,Alexander,Argentina,1988,8,3,3,"['13th', '8th', '4th', '3rd', '4th', '2nd', '17th', '17th', '13th', '18th']",175,38.0
3e32a24a,0,Steve-Cherundolo,United States,1979,12,1,1,"['11th', '14th', '10th', '12th', '11th', '8th', '11th', '15th', '4th', '7th', '9th', '10th']",302,6.0
3e36e512,0,Wolfgang-Hesl,Germany,1986,11,7,3,"['4th', '7th', '4th', '9th', '18th', '3rd', '14th', '12th', '15th', '5th', '9th']",199,0.0
3e3b2fbd,1,Sol-Campbell,England,1974,19,5,2,"['8th', '15th', '7th', '8th', '10th', '14th', '11th', '10th', '12th', '1st', '2nd', '1st', '2nd', '4th', '9th', '8th', '14th', '3rd', '1st', '12th']",504,20.0
3e42f707,3,David-Garcia,Spain,1994,9,2,2,"['18th', '6th', '19th', '19th', '8th', '1st', '10th', '11th', '10th', '8th']",246,13.0
3e4c8171,4,Paolo-Bianco,Italy,1977,12,5,2,"['15th', '12th', '2nd', '17th', '14th', '9th', '18th', '16th', '3rd', '1st', '17th', '12th']",324,6.0
3e4f735d,3,Vitorino-Antunes,Portugal,1987,17,10,6,"['6th', '15th', '2nd', '20th', '16th', '7th', '12th', '3rd', '6th', '11th', '9th', '1st', '1st', '2nd', '8th', '5th', '8th', '1st', '11th', '17th']",302,15.0
3e587547,3,Diogo-Figueiras,Portugal,1991,11,7,4,"['10th', '3rd', '5th', '5th', '7th', '11th', '1st', '3rd', '4th', '4th', '5th', '9th', '8th']",174,5.0
3e5a168c,3,Carlos-Isaac,Spain,1998,5,4,3,"['2nd', '2nd', '22nd', '7th', '12th']",49,1.0
3e5e4e63,1,Steve-Cook,England,1991,14,5,4,"['16th', '12th', '23rd', '10th', '11th', '2nd', '10th', '1st', '16th', '9th', '12th', '14th', '18th', '6th', '2nd', '4th', '19th']",395,20.0
3e65ec26,2,Mohamed-Fofana,Mali,1985,13,3,2,"['13th', '16th', '3rd', '17th', '4th', '14th', '8th', '8th', '14th', '11th', '15th', '18th', '4th']",165,3.0
3e6ff51c,2,Maka-Mary,France,1989,3,2,2,"['20th', '1st', '12th']",34,0.0
3e81a228,0,Ondrej-Petrak,Czech Republic,1992,12,4,3,"['9th', '12th', '7th', '13th', '17th', '9th', '3rd', '12th', '2nd', '18th', '16th', '18th', '14th', '4th']",218,7.0
3e87d087,2,Emmanuel-Imorou,Benin,1988,9,5,4,"['14th', '3rd', '14th', '14th', '13th', '7th', '17th', '1st', '16th', '19th']",176,2.0
3e8bb8ce,3,Edgar-Sevikyan,Russia,2001,2,2,2,"['14th', '10th']",2,0.0
3e93f8cf,3,Inigo-Eguaras,Spain,1992,9,4,2,"['21st', '15th', '22nd', '3rd', '15th', '3rd', '15th', '10th', '1st', '15th']",281,13.0
3e96f3e7,3,Francisco-Montero,Spain,1999,5,3,3,"['2nd', '19th', '1st', '6th', '1st']",70,1.0
3e99c613,0,Marvin-Compper,Germany,1985,14,5,4,"['10th', '18th', '1st', '2nd', '7th', '11th', '11th', '11th', '16th', '4th', '4th', '5th', '2nd', '2nd', '6th', '5th']",304,12.0
3e9e06cb,1,Craig-Dawson,England,1990,14,5,4,"['3rd', '9th', '10th', '7th', '8th', '17th', '13th', '14th', '10th', '20th', '4th', '19th', '2nd', '6th', '7th', '13th']",384,44.0
3ea50f67,1,Harvey-Barnes,England,1997,7,4,4,"['12th', '9th', '3rd', '22nd', '9th', '4th', '9th', '5th', '5th', '8th', '20th']",209,54.0
3ea80353,4,Federico-Rodriguez,Uruguay,1991,8,7,3,"['19th', '6th', '6th', '3rd', '12th', '3rd', '18th', '11th', '10th', '12th']",129,30.0
3eaa3f36,4,Erik-Friberg,Sweden,1986,17,5,5,"['4th', '2nd', '5th', '8th', '2nd', '3rd', '1st', '19th', '8th', '6th', '7th', '4th', '5th', '6th', '3rd', '12th', '1st']",363,18.0
3ead85f9,4,Alessio-Romagnoli,Italy,1995,11,4,1,"['6th', '2nd', '2nd', '7th', '7th', '6th', '6th', '5th', '6th', '2nd', '1st', '4th']",248,12.0
