,ID,ClosenessCentrality
0,00242b75,0.36847503989058583
1,00242715,0.41323335179583315
2,00459419,0.4464852920867283
3,001a63e0,0.3865991709183674
4,005c0807,0.37148109847179134
5,0033fb1b,0.4092232395257584
6,007b39a5,0.39733715690290866
7,00891164,0.41139294197488974
8,007faf7a,0.38142991977347807
9,008a6e6d,0.43066471293459435
10,00844823,0.43330057183702647
11,00b0bb87,0.419633972223424
12,00528660,0.38179026924893716
13,0118c54c,0.38194061589351813
14,0127419a,0.41121851946069704
15,0000acda,0.43503027584660237
16,0136606c,0.43876950916082336
17,014662c1,0.3715664866107344
18,00454f25,0.3803380259597663
19,014b57f5,0.375886524822695
20,003a5c72,0.3787932044522554
21,0168069e,0.39157818240542613
22,0170fb91,0.4190900056172493
23,00a8d210,0.3774958159810065
24,0172d6cc,0.39393200926038746
25,002d06bb,0.4039230384807596
26,0108f81e,0.37888198757763975
27,0174ba21,0.37326816502463056
28,00963611,0.41020977837929284
29,017ab4d4,0.43068383658969805
30,011d8c56,0.419271171054338
31,01870104,0.3632992471064165
32,019f4d0d,0.4171074700038705
33,014a3e8c,0.44020333136658646
34,01ae64cd,0.41408017760321053
35,014aa7bd,0.37344062836901276
36,01b8a2b2,0.43825403280466313
37,01becd60,0.3575536385755364
38,01c3aff5,0.409136927360162
39,01ce9e70,0.3781139136875755
40,009a4f60,0.36815334978174225
41,01962d0d,0.37160919540229886
42,01ceeb0f,0.4314885665984518
43,012ac715,0.37326816502463056
44,01e5f06e,0.4205437280492564
45,01a49bd2,0.42455679579776756
46,01e9c0a6,0.4273440253789214
47,00b159ff,0.3837844254510921
48,016828bd,0.42879879747115257
49,01eb744d,0.39072634250493493
50,01efac19,0.4087575859743763
51,021ea92d,0.43882906524296444
52,02319ad7,0.3925608127251386
53,00b28772,0.39683319013133667
54,023937a9,0.43089430894308944
55,008925bf,0.3850337435490274
56,00e3f15c,0.3645829417734842
57,02503ca3,0.3967520248711446
58,02728546,0.41549929314998074
59,02760e49,0.3811750835134604
60,01834aa0,0.39987631416202846
61,02895818,0.3962495403848511
62,028d362d,0.4185835742954555
63,028e70b9,0.40925777458964513
64,00672803,0.3574482199454559
65,012c38ec,0.3888465701800104
66,02b29014,0.45535211267605635
67,02b2937c,0.41473531172496364
68,02bcaf8e,0.39743484674643503
69,02c15616,0.3993987810904299
70,02c89cb6,0.3937241211333929
71,0204d102,0.37102635706361653
72,02c9ea40,0.3869076112972714
73,027a5151,0.39449280078093224
74,02caf6e0,0.3927992872185323
75,02ce2030,0.4241854362562869
76,01b63256,0.39944812816605574
77,02d2c436,0.4210000868130914
78,000b3da6,0.43614533681086426
79,004d185e,0.3948300427437411
80,02d819d2,0.36947163917565046
81,017018d1,0.3789411994530182
82,02e4da70,0.39642769557753615
83,02e7fa4f,0.4011332147731503
84,02ef8778,0.42103663830526133
85,02febfdc,0.39780976990279315
86,00823e9a,0.3803081990354076
87,0300e2dc,0.4144871794871795
88,017917e6,0.3759010929385319
89,03049c8c,0.39297435274097486
90,030ef8d6,0.3608393169388742
91,032f766b,0.40397350993377484
92,032f894e,0.4288177557697409
93,0356cf4f,0.3921957137080469
94,035aa51c,0.38147492625368734
95,035c1d09,0.4065303043004443
96,03622183,0.44291716138460135
97,00f0482f,0.365241950668424
98,0366fc78,0.44515329539195886
99,0367a469,0.4006526768010575
100,0313a347,0.40229789705089386
101,036bba5f,0.3954095152676424
102,0375723e,0.44356535260221347
103,03760df0,0.4357925952552121
104,037f2523,0.3746234067207416
105,00638016,0.374782642296843
106,038aa94a,0.40784660022707203
107,03904ca0,0.38842611133360033
108,039783d3,0.3922432968010677
109,039ae103,0.4092923154829725
110,03a4a101,0.38063655272556024
111,03ac019e,0.3626879066636751
112,03afb275,0.3990536926558321
113,03bd0bf4,0.43994375396897395
114,03c45164,0.3532818532818533
115,03d5e282,0.36389899823659627
116,03dc5b1f,0.39367617810610056
117,03df04ff,0.42466833048732433
118,016ff750,0.43932599537980704
119,03e91055,0.37556631171345595
120,03f946ed,0.42364811741067526
121,040d8500,0.43145017793594304
122,0412b9cd,0.38439283449587824
123,0420d84f,0.40856817894603814
124,042cac2d,0.376280260707635
125,042e8a49,0.42798517341805664
126,0437c448,0.3514257762962426
127,043abf41,0.40110003721930443
128,0442183b,0.4180783654467865
129,01226327,0.42870403111739747
130,012c975a,0.3747681607418856
131,044c3f57,0.3886128696209632
132,046f30a8,0.3860759493670886
133,0473469e,0.4036204744069913
134,047d9cc1,0.3599287490258656
135,048877f5,0.4246869252999387
136,0489bb30,0.4078980570275044
137,048a1cbc,0.41746653467051176
138,04965583,0.4311433143669986
139,0076ab7f,0.4170895329835727
140,027f513e,0.38230193141505714
141,049751d7,0.3985126140192292
142,04979b5a,0.3862143113128658
143,0497a545,0.35761955680100294
144,04981123,0.3847893358724113
145,04989945,0.38346578104613926
146,049c2adb,0.36723334974063837
147,018ce429,0.3738436632747456
148,04a65a8f,0.40740118452555973
149,04ac8285,0.4280607291023038
150,04b40c58,0.3640219186308362
151,01040647,0.3824376010409684
152,04b8d5c8,0.38337483695007707
153,009633c8,0.4365968939905469
154,04bb2b06,0.35234497039270535
155,04c11885,0.3966708928060202
156,00c3d4dc,0.3655723493272021
157,04e17fd5,0.41526802534680596
158,04e195ee,0.3733687492782076
159,04e6e152,0.43033987044103295
160,05099e0e,0.40473209814722083
161,0512a60a,0.365063233965673
162,0515a4cb,0.38171514030461645
163,050f6302,0.3506761154096464
164,05174d9e,0.37278038281189946
165,05384ea1,0.40860260353035344
166,05428bc9,0.4010171173406103
167,05439de2,0.4145934855091049
168,00a6485f,0.4280985169491525
169,054849d2,0.36671960072595283
170,054bd5ec,0.3541978599861228
171,0555525f,0.3920847313740551
172,0557ff4f,0.43256622959593255
173,0558e236,0.40637700590773873
174,0562b7f1,0.4217506631299735
175,05652d7c,0.39078931463797895
176,0566f8a9,0.39426829268292685
177,02d6d2b4,0.4061387714082325
