ID,Name,CountryFixed,DOB,Season,Squad,Comp,LgRank,MP,Gls,LaLiga or Prem,Prem
8c12f884,Jon-Rowe,England,2003,2,1,"['Jr. PL2 — Div. 2', 'Jr. PL2 — Div. 2', '1. Premier League']","['11th', '5th', '20th']",39,10.0,1,1
8c1b4056,Efrain-Juarez,Mexico,1988,12,7,"['1. Primera División', '1. Primera División', '1. Premier League', '1. La Liga', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. MLS', '1. Eliteserien']","['3rd', '9th', '2nd', '16th', '1st', '11th', '5th', '2nd', '5th', '1st', '14th', '10th']",211,4.0,1,1
8c44e37b,Borja-Baston,Spain,1992,13,12,"['1. La Liga', '2. Segunda División', '2. Segunda División', '2. Segunda División', '2. Segunda División', '1. La Liga', '1. Premier League', '1. La Liga', '1. La Liga', '1. Premier League', '2. Championship', '2. Segunda División', '2. Segunda División', '2. Segunda División']","['9th', '18th', '21st', '2nd', '6th', '14th', '15th', '20th', '11th', '17th', '6th', '3rd', '7th', '16th']",331,107.0,1,1
8c4c0cf8,Andy-Reid,Ireland,1982,14,6,"['2. First Division', '2. First Division', '2. First Division', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship']","['16th', '6th', '14th', '23rd', '9th', '5th', '19th', '11th', '15th', '16th', '13th', '10th', '23rd', '19th', '19th', '8th', '11th', '14th']",394,50.0,1,1
8c8b5071,Abou-Diaby,France,1986,13,3,"['1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Ligue 1', '1. Ligue 1']","['8th', '6th', '4th', '4th', '3rd', '4th', '3rd', '4th', '3rd', '4th', '4th', '3rd', '13th', '5th']",138,15.0,1,1
8c8b941f,Matt-Worthington,England,1997,7,3,"['1. Premier League', '4. League Two', '4. League Two', '4. League Two', '5. National League', '5. National League', '5. National League', '5. National League']","['9th', '19th', '5th', '24th', '4th', '16th', '12th', '17th']",140,4.0,1,1
8cc4b934,Nico-Yennaris,China,1993,10,5,"['1. Premier League', '3. League One', '3. League One', '4. League Two', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Super League', '1. Super League', '1. Super League']","['3rd', '7th', '2nd', '4th', '5th', '9th', '10th', '9th', '11th', '2nd', '3rd', '3rd']",200,15.0,1,1
8cceca90,Glen-Johnson,England,1984,16,6,"['2. First Division', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['9th', '18th', '2nd', '1st', '1st', '9th', '8th', '14th', '7th', '6th', '8th', '7th', '2nd', '6th', '9th', '13th', '19th']",366,15.0,1,1
8cdc5afd,Jay-Bothroyd,England,1982,19,11,"['1. Premier League', '2. First Division', '2. First Division', '1. Serie A', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '1. J1 League', '1. J1 League', '1. J1 League', '1. J1 League', '1. J1 League', '1. J1 League']","['19th', '11th', '20th', '15th', '15th', '13th', '5th', '7th', '2nd', '7th', '4th', '4th', '17th', '20th', '18th', '13th', '11th', '4th', '10th', '12th', '10th']",470,127.0,1,1
8d03ca5a,Jamie-Shackleton,England,1999,5,3,"['2. Championship', '2. Championship', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Premier League', 'Jr. PL2 — Div. 1', '2. Championship']","['3rd', '1st', '9th', '1st', '17th', '13th', '15th']",88,2.0,1,1
8d228291,Charlie-Austin,England,1989,14,6,"['3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', 'Jr. PL2 — Div. 2', '2. Championship', '2. Championship', '1. A-League']","['5th', '24th', '8th', '13th', '11th', '4th', '20th', '12th', '6th', '12th', '8th', '17th', '16th', '2nd', '19th', '12th', '9th', '11th', '6th']",386,155.0,1,1
8d344a00,Denys-Oliynyk,Ukraine,1987,16,9,"['1. Top League', '1. Top League', '1. Top League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Eredivisie', '1. Eredivisie', '1. Bundesliga', '1. Veikkausliiga', '1. Veikkausliiga', '1. Veikkausliiga', '1. Veikkausliiga', '1. Veikkausliiga', '1. Premier League']","['1st', '2nd', '15th', '11th', '3rd', '3rd', '3rd', '4th', '4th', '5th', '9th', '18th', '9th', '9th', '7th', '3rd', '5th', '10th']",297,72.0,1,1
8d3c902d,Cheikhou-Kouyate,Senegal,1989,16,6,"['1. First Division', '1. First Division', '1. Pro League', '1. Pro League', '1. Pro League', '1. Pro League', '1. Pro League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['18th', '14th', '1st', '3rd', '1st', '1st', '1st', '12th', '7th', '11th', '13th', '12th', '14th', '14th', '12th', '19th']",453,22.0,1,1
8d425d84,Almen-Abdi,Switzerland,1986,15,5,"['1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Ligue 1', '1. Serie A', '1. Serie A', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship']","['4th', '5th', '1st', '1st', '3rd', '1st', '7th', '18th', '4th', '3rd', '3rd', '13th', '2nd', '13th', '4th', '15th']",322,57.0,1,1
8d62d31a,Joe-Rodon,Wales,1997,6,4,"['4. League Two', 'Jr. PL2 — Div. 1', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Ligue 1']","['17th', '4th', '18th', '10th', '6th', '4th', '7th', '4th', '6th']",100,1.0,1,1
8d82551b,Ivo-Pinto,Portugal,1990,13,8,"['1. Primeira Liga', '1. Primeira Liga', '1. Liga I', '1. 1. HNL', '1. 1. HNL', '1. 1. HNL', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', 'Jr. PL2 — Div. 2', '1. Primeira Liga', '1. 1. HNL', '1. Primeira Liga', '1. Eredivisie', '1. Eredivisie']","['14th', '16th', '9th', '1st', '1st', '1st', '19th', '8th', '14th', '1st', '11th', '6th', '1st', '16th', '15th', '11th']",286,3.0,1,1
8d8655a9,Jason-Shackell,England,1983,18,8,"['2. First Division', '2. First Division', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', 'Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '2. Championship', '4. League Two', '3. League One']","['8th', '1st', '19th', '9th', '16th', '17th', '22nd', '1st', '12th', '17th', '12th', '11th', '2nd', '19th', '5th', '9th', '8th', '10th', '8th', '1st', '16th']",514,20.0,1,1
8db518ba,Keith-Southern,England,1981,13,4,"['3. Second Division', '3. Second Division', '3. League One', '3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '4. League Two', '3. League One']","['13th', '14th', '16th', '19th', '3rd', '19th', '16th', '6th', '19th', '5th', '19th', '17th', '2nd', '10th']",377,27.0,1,1
8db8ad1e,Jozy-Altidore,United States,1989,19,9,"['1. MLS', '1. MLS', '1. MLS', '1. La Liga', '1. Premier League', '1. La Liga', '1. Süper Lig', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '1. Premier League', '1. MLS', '1. MLS', '1. MLS', '1. MLS', '1. MLS', '1. MLS', '1. MLS', '1. MLS', '1. Liga MX']","['8th', '6th', '8th', '5th', '19th', '4th', '3rd', '4th', '10th', '14th', '16th', '12th', '5th', '1st', '19th', '9th', '2nd', '26th', '10th', '8th']",358,122.0,1,1
8dbd36f7,Prince-Segbefia,Togo,1991,6,3,"['1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '1. Premier League', '1. Süper Lig']","['9th', '20th', '9th', '16th', '4th', '6th']",69,4.0,1,1
8df7a2fb,Ben-Mee,England,1989,13,3,"['2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['10th', '13th', '11th', '2nd', '19th', '1st', '16th', '7th', '15th', '10th', '17th', '18th', '11th']",375,13.0,1,1
8dfed6e9,Adolfo-Gaich,Argentina,1999,5,4,"['1. Primera Div', '1. Primera Div', '1. Serie A', '1. Premier League', '2. Segunda División', '1. Premier League', '1. Premier League']","['23rd', '8th', '18th', '6th', '13th', '5th', '4th']",86,11.0,1,1
8e16dd48,Luis-Sinisterra,Colombia,1999,8,3,"['1. Primera A', '1. Primera A', '1. Primera A', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League']","['12th', '18th', '5th', '3rd', '3rd', '5th', '3rd', '14th']",123,27.0,1,1
8e3320c6,Luis-Jimenez,Chile,1984,15,9,"['2. Serie B', '2. Serie B', '2. Serie B', '2. Serie B', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Premier League', '1. Serie A', '1. Serie A', '1. Primera División', '1. Primera División', '1. Pro League', '1. Primera División', '1. Primera División', '1. Primera División']","['7th', '7th', '8th', '20th', '9th', '3rd', '1st', '1st', '17th', '8th', '15th', '13th', '3rd', '11th', '5th', '8th', '10th']",277,71.0,1,1
8e3c9fb3,Dekel-Keinan,Israel,1984,7,7,"['1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. USL', '2. USL Champ', '2. USL Champ', '2. USL Champ', '2. USL Champ']","['19th', '4th', '6th', '17th', '20th', '1st', '15th', '10th', '29th', '9th']",110,6.0,1,1
8e42ea27,Declan-John,Wales,1995,10,6,"['1. Premier League', '3. League One', '2. Championship', '3. League One', '2. Championship', '2. Championship', '1. Premiership', 'Jr. PL2 — Div. 1', '2. Championship', 'Jr. PL2 — Div. 2', '2. Championship', '4. League Two', '3. League One', '3. League One']","['20th', '11th', '11th', '18th', '8th', '12th', '3rd', '12th', '10th', '8th', '6th', '3rd', '9th', '7th']",163,9.0,1,1
8e58987d,Gelson-Fernandes,Switzerland,1986,14,10,"['1. Swiss Super League', '1. Premier League', '1. Premier League', '1. Ligue 1', '1. Serie A', '1. Serie A', '2. Championship', '1. Primeira Liga', '1. Swiss Super League', '1. Bundesliga', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga']","['3rd', '9th', '10th', '17th', '11th', '3rd', '9th', '7th', '6th', '14th', '9th', '8th', '9th', '8th', '7th', '9th']",372,11.0,1,1
8e65a5e5,Julian-Speroni,Argentina,1979,18,2,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['9th', '6th', '7th', '18th', '6th', '12th', '5th', '15th', '21st', '20th', '17th', '5th', '11th', '10th', '15th', '14th', '11th', '12th']",463,0.0,1,1
8e92be30,Alexander-Isak,Sweden,1999,9,6,"['1. Allsvenskan', '1. Allsvenskan', 'Jr. U19 Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Eredivisie', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League']","['3rd', '2nd', '2nd', '3rd', '4th', '10th', '6th', '5th', '6th', '6th', '6th']",154,58.0,1,1
8ea6417a,David-Meyler,Ireland,1989,10,4,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '3. League One']","['13th', '10th', '13th', '17th', '2nd', '16th', '18th', '4th', '18th', '18th', '20th', '8th']",192,16.0,1,1
8ebea784,Martyn-Waghorn,England,1990,16,10,"['1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premiership', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship']","['15th', '16th', '24th', '5th', '10th', '10th', '8th', '9th', '6th', '1st', '19th', '5th', '23rd', '1st', '3rd', '12th', '6th', '10th', '21st', '12th', '24th']",415,104.0,1,1
8ec4c2f7,Jose-Angel-Crespo,Spain,1987,16,10,"['1. La Liga', '2. Segunda División', '1. La Liga', '1. La Liga', '1. La Liga', '2. Serie B', '1. Serie A', '2. Serie B', '1. Serie A', '1. La Liga', '1. Premier League', '1. La Liga', '1. Super League', '1. Super League', '1. Super League', '1. Super League', '1. Super League', '1. Super League']","['5th', '9th', '5th', '3rd', '16th', '5th', '9th', '2nd', '19th', '20th', '20th', '18th', '2nd', '2nd', '1st', '2nd', '2nd', '2nd']",281,10.0,1,1
8f0d78f4,John-Utaka,Nigeria,1982,13,5,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Süper Lig', '1. Süper Lig']","['8th', '8th', '7th', '7th', '4th', '8th', '14th', '20th', '16th', '14th', '1st', '9th', '5th', '15th']",375,81.0,1,1
8f160d73,Fredrik-Ulvestad,Norway,1992,15,6,"['1. Tippeligaen', '1. Tippeligaen', '1. Tippeligaen', '1. Tippeligaen', '1. Tippeligaen', '1. Premier League', '2. Championship', '3. League One', '1. Premier League', '1. Premier League', '1. Allsvenskan', '1. Allsvenskan', '1. Allsvenskan', '1. Super League', '1. Süper Lig', '1. Süper Lig']","['4th', '9th', '11th', '4th', '7th', '19th', '1st', '13th', '16th', '7th', '7th', '1st', '4th', '8th', '10th', '17th']",249,35.0,1,1
8f4d116f,Damien-Le-Tallec,France,1990,13,9,"['3. 3. Liga', '1. Bundesliga', '2. Ligue 2', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. SuperLiga', '1. SuperLiga', '1. SuperLiga', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Super League', '1. Premier League']","['18th', '5th', '9th', '15th', '12th', '8th', '16th', '1st', '2nd', '1st', '6th', '8th', '8th', '5th', '16th']",297,21.0,1,1
8f534f8e,Loic-Mbe-Soh,France,2001,5,4,"['1. Ligue 1', '1. Ligue 1', '2. Championship', 'Jr. PL2 — Div. 2', '2. Championship', '1. Premier League', 'Jr. PL2 — Div. 2']","['1st', '1st', '17th', '4th', '4th', '19th', '7th']",17,2.0,1,1
8f5a4e15,Jordan-Bowery,England,1991,15,11,"['4. League Two', '5. Conf Premier', '4. League Two', '4. League Two', '3. League One', '4. League Two', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '3. League One', '4. League Two', '4. League Two', '4. League Two', '4. League Two', '4. League Two', '3. League One', '4. League Two', '4. League Two', '4. League Two']","['10th', '15th', '8th', '1st', '22nd', '8th', '15th', '15th', '22nd', '21st', '21st', '5th', '2nd', '24th', '17th', '15th', '12th', '19th', '16th', '7th', '5th']",403,66.0,1,1
8f62b6ee,Hugo-Lloris,France,1986,18,3,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['8th', '16th', '8th', '3rd', '2nd', '3rd', '4th', '3rd', '5th', '6th', '5th', '3rd', '2nd', '3rd', '4th', '6th', '7th', '4th', '3rd']",563,0.0,1,1
8f696594,Memphis-Depay,Netherlands,1994,12,4,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '1. Premier League', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. La Liga', '1. La Liga']","['3rd', '2nd', '4th', '1st', '5th', '6th', '4th', '3rd', '3rd', '7th', '4th', '2nd', '1st']",292,117.0,1,1
8f747a86,Tino-Costa,Argentina,1985,12,9,"['1. Ligue 1', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League', '1. Premier League', '1. Serie A', '1. Serie A', '1. Serie A', '1. Primera Div', '2. Segunda División', '1. Primera Div', '1. Primera A', '1. Primera A']","['5th', '3rd', '3rd', '5th', '6th', '6th', '6th', '11th', '5th', '7th', '18th', '25th', '5th', '5th']",213,29.0,1,1
8f866fe8,Manolo-Gabbiadini,Italy,1991,14,6,"['1. Serie A', '2. Serie B', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Premier League', '1. Premier League', '1. Premier League', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A']","['18th', '14th', '12th', '13th', '12th', '7th', '5th', '2nd', '3rd', '8th', '17th', '16th', '9th', '15th', '9th', '15th', '20th']",328,78.0,1,1
8f898ba8,Guido-Carrillo,Argentina,1991,10,6,"['1. Primera Div', '1. Primera Div', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Super League']","['6th', '7th', '3rd', '1st', '2nd', '17th', '13th', '18th', '17th', '13th', '6th']",209,36.0,1,1
8f8bbbac,Simeon-Jackson,Canada,1987,17,14,"['4. League Two', '4. League Two', '5. Conf National', '5. Conf Premier', '3. League One', '4. League Two', '3. League One', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '1. Bundesliga', '3. League One', '3. League One', '2. Championship', '3. League One', '3. League One', '4. League Two', '1. Premiership', '1. Premiership', '4. League Two', '5. National League']","['22nd', '24th', '12th', '16th', '22nd', '5th', '21st', '2nd', '12th', '11th', '19th', '18th', '17th', '6th', '15th', '14th', '19th', '18th', '11th', '8th', '23rd', '21st']",445,118.0,1,1
8fa8f8d2,Runar-Alex-Runarsson,Iceland,1995,9,5,"['1. Superliga', '1. Superliga', '1. Superliga', '1. Superliga', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. First Division A', '1. Süper Lig']","['6th', '9th', '5th', '3rd', '18th', '16th', '20th', '8th', '11th', '11th']",121,0.0,1,1
8fd1ea1f,Andrey-Arshavin,Russia,1981,16,3,"['1. Top Division', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['3rd', '10th', '2nd', '4th', '6th', '4th', '1st', '5th', '4th', '3rd', '4th', '1st', '3rd', '4th', '2nd', '1st', '14th']",386,81.0,1,1
8ff07990,Mario-Balotelli,Italy,1990,16,10,"['1. Serie A', '1. Serie A', '1. Serie A', '1. Premier League', '1. Premier League', '1. Premier League', '1. Serie A', '1. Serie A', '1. Premier League', '1. Serie A', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Serie A', '2. Serie B', '1. Süper Lig', '1. Süper Lig', '1. Super Lg']","['1st', '1st', '1st', '3rd', '1st', '2nd', '3rd', '8th', '6th', '7th', '3rd', '8th', '7th', '5th', '19th', '3rd', '9th', '2nd', '5th']",336,139.0,1,1
90148433,Danny-Gabbidon,Wales,1979,12,4,"['3. Second Division', '2. First Division', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship']","['6th', '13th', '16th', '9th', '15th', '10th', '17th', '20th', '17th', '5th', '11th', '11th']",257,6.0,1,1
903b6e8b,Jose-Sa,Portugal,1993,10,4,"['1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Super League', '1. Super League', '1. Super League', '1. Premier League', '1. Premier League']","['6th', '9th', '13th', '2nd', '1st', '2nd', '1st', '1st', '10th', '18th']",160,0.0,1,1
9050ddc4,Jetro-Willems,Netherlands,1994,13,6,"['2. Eerste Divisie', '2. Eerste Divisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '2. Eerste Divisie', '1. Eredivisie', '2. Eerste Divisie', '1. Eredivisie', '1. Eredivisie', '1. Bundesliga', '1. Bundesliga', '1. Premier League', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga']","['9th', '2nd', '3rd', '2nd', '4th', '14th', '1st', '11th', '1st', '3rd', '8th', '7th', '13th', '5th', '18th', '17th']",251,15.0,1,1
90b5a2f2,Kieron-Dyer,England,1978,14,5,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship']","['11th', '11th', '4th', '3rd', '5th', '14th', '7th', '13th', '10th', '9th', '17th', '20th', '13th', '17th', '20th', '16th']",238,25.0,1,1
90f87966,Jose-Fonte,Portugal,1983,19,8,"['1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '2. Championship', '2. Championship', '2. Championship', '3. League One', '3. League One', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Super League', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1']","['11th', '8th', '9th', '5th', '15th', '21st', '7th', '2nd', '2nd', '14th', '8th', '7th', '6th', '8th', '11th', '13th', '11th', '2nd', '4th', '1st', '10th', '7th']",569,29.0,1,1
90f91999,John-McGinn,Scotland,1994,11,3,"['1. Premier League', '1. Premiership', '1. Premiership', '2. Championship', '2. Championship', '1. Premiership', '1. Premiership', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['11th', '8th', '12th', '3rd', '1st', '4th', '5th', '5th', '17th', '11th', '14th', '16th']",337,30.0,1,1
910443f6,Philipp-Degen,Switzerland,1983,12,4,"['1. Swiss Super League', '1. Swiss Super League', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Premier League', '1. Bundesliga', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League']","['1st', '1st', '7th', '9th', '13th', '7th', '12th', '1st', '1st', '1st', '1st', '1st']",220,12.0,1,1
914ab9a1,Christian-Kabasele,Belgium,1991,11,5,"['1. Pro League', '1. Pro League', '1. A Group', '1. Pro League', '1. Pro League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship']","['7th', '15th', '1st', '7th', '4th', '17th', '14th', '11th', '19th', '2nd', '19th', '14th']",233,15.0,1,1
91b43c98,Rafael-Camacho,Portugal,2000,6,5,"['Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Super League']","['2nd', '4th', '4th', '2nd', '4th', '16th', '18th', '8th']",71,11.0,1,1
91bdc54a,Michael-Hefele,Germany,1990,9,6,"['3. 3. Liga', '3. 3. Liga', '1. Bundesliga', '2. 2. Bundesliga', '3. 3. Liga', '3. 3. Liga', '3. 3. Liga', '2. Championship', '1. Premier League', '2. Championship']","['14th', '15th', '18th', '3rd', '19th', '6th', '1st', '5th', '16th', '9th']",174,14.0,1,1
91c975a0,Leon-Clarke,England,1985,19,18,"['4. Third Division', '2. Championship', '2. Championship', '3. League One', '2. Championship', '3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '3. League One', '3. League One', '4. League Two', '4. League Two', '3. League One', '3. League One', '3. League One', '3. League One', '2. Championship', '2. Championship', '3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '3. League One', '4. League Two']","['16th', '9th', '7th', '6th', '9th', '6th', '16th', '12th', '22nd', '22nd', '1st', '22nd', '1st', '1st', '3rd', '21st', '15th', '18th', '1st', '7th', '23rd', '16th', '1st', '10th', '18th', '2nd', '9th', '17th', '3rd']",479,141.0,1,1
91ef929d,John-Carew,Norway,1979,13,8,"['1. Tippeligaen', '1. La Liga', '1. La Liga', '1. La Liga', '1. Serie A', '1. Süper Lig', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship']","['1st', '5th', '1st', '5th', '2nd', '4th', '1st', '1st', '11th', '6th', '6th', '6th', '9th', '13th', '3rd']",314,98.0,1,1
9220e731,Cameron-Brannagan,England,1996,9,3,"['1. Premier League', '1. Premier League', '3. League One', 'Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '3. League One', '3. League One', '3. League One', '3. League One', '3. League One', '3. League One']","['6th', '8th', '4th', '3rd', '2nd', '16th', '12th', '4th', '6th', '8th', '20th']",201,31.0,1,1
92232aad,Mathieu-Debuchy,France,1985,20,6,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Ligue 1', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2']","['10th', '2nd', '3rd', '10th', '7th', '5th', '4th', '1st', '3rd', '6th', '16th', '10th', '3rd', '11th', '2nd', '5th', '4th', '6th', '1st', '7th', '4th', '17th', '11th', '16th', '5th']",423,31.0,1,1
9228b07c,Tom-Davies,England,1998,8,1,"['1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['11th', '1st', '7th', '8th', '8th', '12th', '10th', '16th', '12th']",154,6.0,1,1
9260926b,Ibrahim-Amadou,France,1993,11,7,"['1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. La Liga', '1. Premier League', '1. La Liga', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1']","['18th', '4th', '5th', '5th', '11th', '17th', '6th', '20th', '18th', '13th', '19th', '17th']",218,5.0,1,1
929917ce,Hiram-Boateng,England,1996,10,9,"['3. League One', '1. Premier League', '4. League Two', '1. Premier League', '1. Premier League', '3. League One', '3. League One', '4. League Two', '4. League Two', '3. League One', '4. League Two', '3. League One', '4. League Two']","['14th', '10th', '5th', '15th', '14th', '10th', '16th', '4th', '9th', '19th', '2nd', '3rd', '5th']",195,6.0,1,1
