ID,Name,CountryFixed,DOB,Season,Squad,Comp,LgRank,MP,Gls,LaLiga or Prem,Prem
24f59bb2,Junior-Firpo,Spain,1996,6,5,"['1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 2']","['6th', '10th', '2nd', '3rd', '13th', '17th', '14th', '1st']",89,7.0,1,1
24fae784,Connor-Roberts,Wales,1995,8,6,"['4. League Two', '3. League One', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', 'Jr. PL2 — Div. 2', '1. Premier League', '2. Championship']","['19th', '10th', '15th', '5th', '18th', '10th', '6th', '4th', '6th', '18th', '4th']",216,13.0,1,1
2500cef9,Yoane-Wissa,Democratic Republic of the Congo,1996,7,5,"['2. Ligue 2', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. Premier League', '1. Premier League']","['20th', '12th', '3rd', '7th', '6th', '1st', '16th', '13th', '11th']",193,54.0,1,1
2513a588,Luciano-Vietto,Argentina,1993,9,8,"['1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League', '1. Primeira Liga', '1. Primeira Liga', '1. Pro League', '1. Pro League', '1. Pro League', '1. Pro League']","['6th', '3rd', '4th', '2nd', '4th', '19th', '4th', '1st', '1st', '4th', '1st', '6th']",189,37.0,1,1
254147d4,Moussa-Djenepo,Mali,1998,6,2,"['1. First Division A', '1. First Division A', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['2nd', '3rd', '11th', '15th', '15th', '17th']",114,12.0,1,1
2557c196,Luiz-Adriano,Brazil,1987,19,5,"['1. Top League', '1. Top League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Serie A', '1. Serie A', '1. Premier League', '1. Premier League', '1. Premier League', '1. Série A', '1. Premier League', '1. Série A', '1. Série A', '1. Süper Lig', '1. Süper Lig']","['2nd', '1st', '2nd', '1st', '1st', '1st', '1st', '1st', '2nd', '7th', '6th', '1st', '3rd', '5th', '3rd', '7th', '7th', '3rd', '7th', '16th']",333,123.0,1,1
2592d9b5,Steven-Caulker,Sierra Leone,1991,14,12,"['3. League One', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '1. Premiership', '1. Premiership', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig']","['15th', '15th', '11th', '5th', '20th', '20th', '6th', '8th', '18th', '16th', '9th', '12th', '9th', '5th', '7th', '15th', '18th']",322,20.0,1,1
25b166d0,Saido-Berahino,Burundi,1993,11,8,"['4. League Two', '3. League One', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Premier League', '2. Championship', '1. First Division A', '1. First Division A', '1. First Division A', '1. First Division A', '3. League One']","['20th', '9th', '22nd', '17th', '13th', '14th', '10th', '13th', '11th', '19th', '16th', '9th', '13th', '10th', '16th', '4th']",267,57.0,1,1
25b82f9a,Theo-Corbeanu,Canada,2002,4,4,"['Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 2', '1. Premier League', '3. League One', '3. League One', '2. Championship']","['12th', '4th', '13th', '4th', '3rd', '19th']",64,11.0,1,1
25f50295,Mike-van-der-Hoorn,Netherlands,1992,12,5,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '2. Eerste Divisie', '1. Eredivisie', '2. Eerste Divisie', '1. Eredivisie', '2. Eerste Divisie', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '1. Bundesliga', '1. Bundesliga', '1. Eredivisie', '1. Eredivisie']","['11th', '5th', '1st', '14th', '2nd', '12th', '2nd', '9th', '15th', '18th', '10th', '6th', '15th', '17th', '7th', '9th']",259,18.0,1,1
2628fd2b,Bernd-Leno,Germany,1992,14,4,"['3. 3. Liga', '3. 3. Liga', '3. 3. Liga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['10th', '10th', '11th', '5th', '3rd', '4th', '4th', '3rd', '12th', '5th', '5th', '8th', '8th', '5th', '9th']",398,0.0,1,1
2642bf6c,Neil-Etheridge,Philippines,1990,11,8,"['4. League Two', '3. League One', '3. League One', '2. Championship', '3. League One', '3. League One', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', 'Jr. PL2 — Div. 2', '2. Championship', '2. Championship']","['14th', '19th', '15th', '12th', '3rd', '14th', '2nd', '18th', '5th', '18th', '11th', '20th', '16th']",269,0.0,1,1
2649ff32,Danny-Drinkwater,England,1990,13,10,"['3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Süper Lig', '2. Championship']","['6th', '14th', '4th', '21st', '9th', '6th', '1st', '14th', '1st', '12th', '5th', '3rd', '17th', '10th', '2nd', '14th', '21st']",328,19.0,1,1
265ebd37,Nene,Brazil,1981,19,10,"['1. La Liga', '2. Segunda División', '1. La Liga', '1. La Liga', '1. Ligue 1', '1. La Liga', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Série A', '2. Série B', '1. Série A', '1. Série A', '1. Série A', '1. Série A', '1. Série A', '1. Série A', '2. Série B', '2. Série B']","['11th', '3rd', '18th', '18th', '12th', '10th', '11th', '8th', '4th', '2nd', '1st', '12th', '18th', '3rd', '7th', '5th', '6th', '14th', '5th', '7th', '10th', '4th']",562,146.0,1,1
2661360d,John-Heitinga,Netherlands,1983,15,6,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. La Liga', '1. La Liga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Bundesliga', '1. Eredivisie', '2. Eerste Divisie']","['1st', '2nd', '1st', '2nd', '4th', '2nd', '2nd', '4th', '9th', '8th', '7th', '7th', '6th', '5th', '19th', '15th', '2nd', '9th']",325,24.0,1,1
26679cdf,Beram-Kayal,Israel,1988,10,3,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premiership', '1. Premiership', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Premier League', 'Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '2. Championship']","['2nd', '1st', '1st', '1st', '1st', '20th', '3rd', '2nd', '15th', '3rd', '17th', '3rd', '3rd', '22nd']",216,7.0,1,1
2677a1de,Wahbi-Khazri,Tunisia,1991,13,6,"['2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '2. Championship', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1']","['20th', '1st', '12th', '10th', '6th', '11th', '17th', '20th', '24th', '5th', '4th', '17th', '11th', '18th', '10th']",347,86.0,1,1
268df6b1,Frank-Lampard,England,1978,22,4,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. MLS', '1. MLS']","['10th', '14th', '8th', '5th', '9th', '15th', '6th', '4th', '2nd', '1st', '1st', '2nd', '2nd', '3rd', '1st', '2nd', '6th', '3rd', '3rd', '2nd', '17th', '4th']",638,192.0,1,1
2691c772,Ashley-Barnes,England,1989,16,8,"['5. Conf Premier', '5. Conf Premier', '5. Conf Premier', '2. Championship', '2. Championship', '4. League Two', '3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Premier League', '1. Premier League', '2. Championship']","['12th', '9th', '13th', '21st', '23rd', '17th', '13th', '1st', '10th', '4th', '6th', '2nd', '19th', '1st', '16th', '7th', '15th', '10th', '7th', '17th', '18th', '4th']",434,101.0,1,1
2696b6a9,Tahith-Chong,Netherlands,1999,7,5,"['Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Bundesliga', '1. First Division A', 'Jr. PL2 — Div. 2', '2. Championship', '2. Championship']","['6th', '12th', '6th', '6th', '3rd', '2nd', '17th', '1st', '11th', '20th', '16th']",84,16.0,1,1
26acecd2,Markus-Henriksen,Norway,1992,15,4,"['1. Tippeligaen', '1. Tippeligaen', '1. Tippeligaen', '1. Tippeligaen', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '1. Eliteserien', '1. Eliteserien', '1. Eliteserien']","['1st', '1st', '3rd', '3rd', '10th', '8th', '3rd', '4th', '6th', '18th', '18th', '13th', '12th', '4th', '5th', '3rd']",317,42.0,1,1
26ce2263,Ryan-Christie,Scotland,1995,10,4,"['1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '2. Championship', '1. Premier League']","['5th', '3rd', '7th', '1st', '1st', '2nd', '2nd', '1st', '1st', '2nd', '1st', '2nd', '8th']",250,52.0,1,1
26d3b5be,Ellis-Simms,England,2001,6,4,"['Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '1. Premier League', '3. League One', 'Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premiership', '2. Championship']","['7th', '1st', '7th', '12th', '3rd', '5th', '10th', '11th', '16th', '3rd', '13th']",82,32.0,1,1
26e5c484,Michael-Kightly,England,1986,16,7,"['4. Third Division', '4. Third Division', '4. League Two', '5. Conf National', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '3. League One', '3. League One']","['17th', '17th', '4th', '19th', '5th', '7th', '1st', '15th', '17th', '20th', '11th', '13th', '2nd', '19th', '1st', '16th', '20th', '10th', '19th']",327,56.0,1,1
26f6dca8,Manuel-Lanzini,Argentina,1993,8,1,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League']","['7th', '11th', '13th', '10th', '16th', '6th', '11th', '2nd', '7th', '13th']",174,26.0,1,1
270efb21,Rob-Edwards,Wales,1982,11,9,"['1. Premier League', '2. First Division', '2. First Division', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '3. League One', '4. League Two']","['16th', '20th', '6th', '9th', '7th', '5th', '7th', '16th', '6th', '19th', '2nd', '21st', '16th', '13th']",213,5.0,1,1
271ec577,Daniel-Pudil,Czech Republic,1985,12,5,"['1. First Division', '1. Pro League', '1. Pro League', '1. Pro League', '1. Serie A', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. First League']","['8th', '7th', '1st', '3rd', '20th', '3rd', '13th', '2nd', '13th', '6th', '4th', '15th', '12th', '7th']",348,12.0,1,1
273c483b,Scott-Sinclair,England,1989,17,14,"['4. League Two', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '2. Championship', '2. Championship', '2. Championship']","['12th', '11th', '2nd', '5th', '11th', '14th', '2nd', '3rd', '2nd', '16th', '3rd', '11th', '9th', '2nd', '17th', '2nd', '17th', '20th', '1st', '1st', '1st', '1st', '9th', '13th', '13th']",394,89.0,1,1
274e493e,Craig-Noone,England,1987,15,7,"['2. Championship', '3. League One', '2. Championship', '3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. A-League', '1. A-League', '1. A-League', '1. A-League']","['21st', '18th', '23rd', '23rd', '1st', '10th', '4th', '1st', '20th', '11th', '8th', '12th', '21st', '23rd', '2nd', '1st', '7th', '7th']",411,45.0,1,1
2757060a,Thomas-Hitzlsperger,Germany,1982,13,6,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Serie A', '1. Premier League', '1. Bundesliga', '1. Premier League']","['8th', '8th', '16th', '6th', '10th', '9th', '1st', '6th', '3rd', '6th', '12th', '20th', '8th', '6th']",254,31.0,1,1
2797fc1d,Matthew-Connolly,England,1987,13,6,"['3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League']","['19th', '24th', '14th', '11th', '13th', '1st', '17th', '1st', '1st', '20th', '2nd', '11th', '8th', '12th', '2nd', '18th']",286,13.0,1,1
27c01749,Aaron-Connolly,Ireland,2000,6,4,"['Jr. PL2 — Div. 2', '3. League One', 'Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Serie B']","['3rd', '1st', '3rd', '3rd', '15th', '16th', '9th', '7th', '16th']",102,28.0,1,1
27d7453c,Tomer-Hemed,Israel,1987,11,7,"['1. La Liga', '1. La Liga', '2. Segunda División', '1. La Liga', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '1. A-League', '1. A-League']","['8th', '18th', '17th', '19th', '3rd', '2nd', '15th', '19th', '22nd', '7th', '10th']",307,83.0,1,1
27e3271e,Vladlen-Yurchenko,Ukraine,1994,10,6,"['1. Premier League', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Superliga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['14th', '4th', '3rd', '12th', '5th', '13th', '3rd', '3rd', '7th', '10th']",93,18.0,1,1
282679b4,Mateusz-Klich,Poland,1990,14,8,"['1. Ekstraklasa', '1. Ekstraklasa', '1. Ekstraklasa', '1. Eredivisie', '1. Eredivisie', '1. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '2. 2. Bundesliga', '1. Eredivisie', '1. Eredivisie', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 2']","['14th', '12th', '14th', '11th', '11th', '2nd', '4th', '10th', '13th', '7th', '5th', '13th', '3rd', '1st', '9th', '17th', '14th', '1st']",335,43.0,1,1
282f75f3,Lewis-Dunk,England,1991,14,2,"['3. League One', '3. League One', '2. Championship', '2. Championship', '3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['13th', '1st', '10th', '4th', '12th', '6th', '20th', '3rd', '2nd', '15th', '17th', '15th', '16th', '9th', '7th']",352,22.0,1,1
28300a16,Jason-Steele,England,1990,14,5,"['4. League Two', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', 'Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League']","['11th', '12th', '7th', '16th', '12th', '9th', '15th', '22nd', '24th', '11th', '17th', '3rd', '3rd', '16th', '9th', '7th']",280,0.0,1,1
284e865d,Mauro-Boselli,Argentina,1985,13,8,"['2. Segunda División', '1. Serie A', '1. Premier League', '1. Serie A', '1. Premier League', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Liga MX', '1. Série A', '1. Série A', '1. Primera Div', '1. Primera Div']","['21st', '10th', '16th', '18th', '18th', '5th', '15th', '1st', '9th', '7th', '5th', '8th', '12th', '1st', '19th']",305,126.0,1,1
285a3d44,Ryan-Shawcross,England,1987,15,2,"['2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', 'Jr. PL2 — Div. 2', '2. Championship', 'Jr. PL2 — Div. 2', '1. MLS']","['2nd', '12th', '11th', '13th', '14th', '13th', '9th', '9th', '9th', '13th', '19th', '16th', '15th', '4th', '14th', '2nd', '21st']",420,22.0,1,1
286fb7e0,William-Gallas,France,1977,18,6,"['1. Division 1', '1. Division 1', '1. Division 1', '1. Division 1', '1. Division 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. A-League']","['17th', '4th', '2nd', '15th', '15th', '6th', '4th', '2nd', '1st', '1st', '4th', '3rd', '4th', '3rd', '5th', '4th', '5th', '8th']",438,28.0,1,1
2876eaa3,Ben-Wilmot,England,1999,7,5,"['4. League Two', '4. League Two', '1. Serie A', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship']","['10th', '16th', '12th', '11th', '6th', '2nd', '14th', '17th']",111,7.0,1,1
2886c9b5,Shandon-Baptiste,Grenada,1998,5,2,"['3. League One', '3. League One', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League']","['12th', '4th', '3rd', '3rd', '13th', '11th']",70,2.0,1,1
289601e6,Antonee-Robinson,United States,1997,7,4,"['Jr. PL2 — Div. 1', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', 'Jr. PL2 — Div. 2', '2. Championship', '1. Premier League']","['1st', '21st', '18th', '23rd', '18th', '1st', '1st', '9th']",181,3.0,1,1
28a7e81c,Jordan-Cook,England,1990,12,9,"['4. League Two', '1. Premier League', '3. League One', '3. League One', '3. League One', '2. Championship', '2. Championship', '3. League One', '3. League One', '4. League Two', '4. League Two', '4. League Two', '4. League Two', '4. League Two']","['24th', '10th', '20th', '8th', '4th', '9th', '18th', '14th', '3rd', '4th', '2nd', '17th', '15th', '17th']",194,22.0,1,1
28b40c9c,Tim-Ream,United States,1987,14,3,"['1. MLS', '1. MLS', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship', '1. Premier League']","['3rd', '10th', '18th', '7th', '14th', '18th', '20th', '6th', '3rd', '19th', '4th', '18th', '1st', '9th']",411,4.0,1,1
28d596a0,Kepa-Arrizabalaga,Spain,1994,9,4,"['2. Segunda División', '2. Segunda División', '1. La Liga', '1. La Liga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['7th', '16th', '7th', '16th', '3rd', '4th', '4th', '3rd', '4th']",194,0.0,1,1
291e3ec3,Adam-Idah,Ireland,2001,6,1,"['Jr. PL2 — Div. 2', 'Jr. PL2 — Div. 2', 'Jr. PL2 — Div. 2', '1. Premier League', '2. Championship', '1. Premier League', '2. Championship']","['7th', '11th', '11th', '20th', '1st', '20th', '2nd']",79,19.0,1,1
292064fa,Steve-Morison,Wales,1983,17,6,"['3. Second Division', '4. Third Division', '4. League Two', '5. Conf National', '5. Conf Premier', '5. Conf Premier', '3. League One', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '3. League One', '3. League One', '2. Championship', '2. Championship', '3. League One']","['24th', '6th', '7th', '8th', '6th', '5th', '3rd', '9th', '12th', '11th', '13th', '19th', '15th', '4th', '6th', '8th', '21st', '15th']",542,162.0,1,1
2928dca2,Conor-Coady,England,1993,11,5,"['1. Premier League', '3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['7th', '7th', '16th', '14th', '15th', '1st', '7th', '7th', '13th', '10th', '18th', '12th']",365,15.0,1,1
2944f86f,Frank-Onyeka,Nigeria,1998,5,2,"['1. Superliga', '1. Superliga', '1. Superliga', '1. Premier League', '1. Premier League']","['2nd', '1st', '2nd', '13th', '11th']",106,10.0,1,1
2945f4b7,Thierry-Ambrose,Guadeloupe,1997,8,5,"['1. Premier League', 'Jr. PL2 — Div. 1', '1. Eredivisie', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. First Division A', '1. First Division A']","['2nd', '2nd', '14th', '5th', '15th', '10th', '13th', '13th']",155,27.0,1,1
29733c72,Juan-Mata,Spain,1988,17,5,"['2. Segunda División', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Süper Lig']","['19th', '10th', '6th', '3rd', '3rd', '6th', '3rd', '3rd', '7th', '4th', '5th', '6th', '2nd', '6th', '3rd', '2nd', '6th', '4th']",447,94.0,1,1
2973d8ff,Michy-Batshuayi,Belgium,1993,13,8,"['1. Pro League', '1. Pro League', '1. Pro League', '1. Pro League', '1. Ligue 1', '1. Ligue 1', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Bundesliga', '1. Premier League', '1. La Liga', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Süper Lig', '1. Süper Lig']","['2nd', '5th', '4th', '2nd', '4th', '13th', '5th', '1st', '5th', '4th', '12th', '4th', '1st', '4th', '14th', '6th', '6th']",297,106.0,1,1
29b8c15b,Zavon-Hines,England,1988,11,10,"['2. Championship', '1. Premier League', '1. Premier League', '3. League One', '2. Championship', '4. League Two', '4. League Two', '4. League Two', '4. League Two', '3. League One', '5. National League', '4. League Two', '5. National League', '5. National League']","['21st', '17th', '20th', '11th', '13th', '7th', '9th', '14th', '23rd', '7th', '19th', '24th', '15th', '12th']",175,22.0,1,1
29d8ad3f,Pablo,Brazil,1991,10,5,"['1. Série A', '1. Ligue 1', '1. Ligue 1', '1. Série A', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Série A']","['11th', '11th', '6th', '1st', '6th', '14th', '12th', '12th', '3rd', '6th', '4th']",176,9.0,1,1
29e48848,Vasyl-Kravets,Ukraine,1997,9,6,"['1. Premier League', '1. Premier League', '1. Premier League', '2. Segunda División', '2. Segunda División', '1. La Liga', '2. Segunda División', '1. La Liga', '2. Segunda División', '1. Ekstraklasa', '2. Segunda División', '2. Segunda División', '1. Premier League']","['13th', '7th', '10th', '9th', '12th', '13th', '18th', '18th', '16th', '11th', '17th', '19th', '10th']",153,1.0,1,1
2a1beb34,Marten-de-Roon,Netherlands,1991,14,4,"['1. Eredivisie', '2. Eerste Divisie', '2. Eerste Divisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Serie A', '1. Premier League', '2. Championship', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A']","['16th', '9th', '2nd', '8th', '5th', '7th', '13th', '19th', '5th', '7th', '3rd', '3rd', '3rd', '8th', '2nd']",393,23.0,1,1
2a3bd6fa,Elson,Brazil,1981,5,3,"['1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Premier League']","['5th', '3rd', '15th', '6th', '12th', '13th']",57,5.0,1,1
2acd49b9,Moussa-Sissoko,France,1989,16,5,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Ligue 1']","['17th', '4th', '14th', '8th', '8th', '10th', '16th', '10th', '15th', '18th', '2nd', '3rd', '4th', '6th', '7th', '4th', '19th', '19th']",490,36.0,1,1
2ad3ea29,David-Wheater,England,1987,15,6,"['3. League One', '1. Premier League', '4. League Two', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '3. League One', '2. Championship', '2. Championship', '4. League Two']","['8th', '14th', '11th', '5th', '12th', '13th', '19th', '11th', '12th', '14th', '18th', '7th', '14th', '18th', '24th', '2nd', '21st', '23rd', '19th']",409,31.0,1,1
2afc7272,Lewis-Cook,England,1997,9,2,"['2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '1. Premier League']","['15th', '13th', '9th', '12th', '14th', '18th', '6th', '2nd', '8th']",223,3.0,1,1
2b09d998,Tyler-Adams,United States,1999,9,4,"['3. USL', '3. USL', '1. MLS', '1. MLS', '1. MLS', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Premier League']","['10th', '1st', '3rd', '9th', '1st', '3rd', '3rd', '2nd', '4th', '14th']",164,3.0,1,1
2b114be3,Leroy-Sane,Germany,1996,10,3,"['1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga']","['3rd', '6th', '5th', '3rd', '1st', '1st', '2nd', '9th', '1st', '1st', '3rd']",211,53.0,1,1
2b16cb1a,Allan-Saint-Maximin,France,1997,10,6,"['1. Ligue 1', '1. Ligue 1', '1. Bundesliga', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['4th', '5th', '18th', '20th', '2nd', '8th', '7th', '13th', '12th', '11th', '6th']",218,24.0,1,1
2b1c4abd,Albian-Ajeti,Switzerland,1997,10,6,"['1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Bundesliga', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Premier League', '1. Premiership', '1. Premiership', '1. Bundesliga']","['1st', '1st', '1st', '12th', '7th', '5th', '2nd', '2nd', '3rd', '16th', '2nd', '1st', '2nd']",145,54.0,1,1
